,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.6114038317027735e-06,1.1122016303488635e-06,1.9098333723377436e-06,1.1708361853379756e-06,1.9252454421803122e-06,2.178480372094782e-06,2.5492904569546226e-06,4.023655492346734e-06,1.6367594071198255e-06,1.8441614884068258e-06,1.5738360161776654e-06,1.7866823327494785e-06,1.534861098662077e-06,1.928721303556813e-06,1.5446149745912408e-06,1.8953513745145756e-06,1.4282512665886316e-06,2.0772811240021838e-06,1.3653727819473715e-06,1.0974650876960368e-06,1.8805958461598493e-06,2.3725613118585898e-06,1.0875507996388478e-06,8.891537959243578e-07,1.6319147562171565e-06,1.0560021337369108e-06,1.585530981174088e-06,1.2156008324382128e-06,2.044654138444457e-06,1.7455554370826576e-06,7.992888981789292e-07,9.610666893422604e-07,1.118766590479936e-06,1.2076004622940673e-06,8.106254654194345e-07,1.1834895303763915e-06,2.3820930437068455e-06,3.0408928068936802e-06,1.4760319118067855e-06,1.458942165299959e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.06391549110412598,0.05679523944854736,0.07094272971153259,0.025894904509186745,0.07356254011392593,0.07023820281028748,0.06675292551517487,0.055896587669849396,0.08692537993192673,0.07765598595142365,0.06880000233650208,0.07025215029716492,0.07153207063674927,0.06446272134780884,0.07035058736801147,0.0556541308760643,0.05464485287666321,0.05873461440205574,0.057184938341379166,0.0824572890996933,0.022087832912802696,0.07886140793561935,0.05647503584623337,0.06897319853305817,0.050311967730522156,0.07060381025075912,0.0758209377527237,0.059595584869384766,0.048385366797447205,0.05511706322431564,0.04709894210100174,0.0725896805524826,0.07584918290376663,0.045656152069568634,0.04305579513311386,0.05784394219517708,0.042392052710056305,0.07424940913915634,0.0464869923889637,0.0830702930688858
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.0003778802929446101,0.0002615385747049004,0.00028432271210476756,0.00025655137142166495,0.00032083579571917653,0.00038529752055183053,0.00022687928867526352,0.0003840511490125209,0.0004146282153669745,0.0003813616931438446,0.00018905843899119645,0.0002917927922680974,0.00017694650159683079,0.000182303978363052,0.0003062975301872939,0.00026364781660959125,0.0001752219395712018,0.0002256050065625459,0.0003028930223081261,0.0003534291754476726,0.0004811438557226211,0.00021895088138990104,0.0002052339696092531,0.00022375512344297022,0.00018512486713007092,0.0004176418296992779,0.00044425728265196085,0.00017278414452448487,0.00033747783163562417,0.0004396972944959998,0.00021794752683490515,0.0002760961651802063,0.00026146648451685905,0.00048614791012369096,0.0001977351785171777,0.0003491755051072687,0.00030998385045677423,0.00023668783251196146,0.00018818645912688226,0.0002941592538263649
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.0936848372220993,0.009152436628937721,0.008998454548418522,0.004521522205322981,0.007035182788968086,0.007780979387462139,0.008043047972023487,0.005421841517090797,0.015680693089962006,0.006963295396417379,0.01104060374200344,0.004133013542741537,0.004839812405407429,0.004486950114369392,0.008183694444596767,0.006419019307941198,0.0033511172514408827,0.016355887055397034,0.010059547610580921,0.010618907399475574,0.009880154393613338,0.007194180507212877,0.004959467798471451,0.012968827970325947,0.005275961011648178,0.022404145449399948,0.00784191582351923,0.0060239145532250404,0.0015958250733092427,0.014565601013600826,0.002698757452890277,0.008585669100284576,0.018596455454826355,0.007187923416495323,0.002334427321329713,0.008607226423919201,0.008854947052896023,0.0052322461269795895,0.015583702363073826,0.004900540690869093
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.015482199378311634,0.009966002777218819,0.007887517102062702,0.0031340920832008123,0.0057104830630123615,0.006526571232825518,0.009146072901785374,0.003917252644896507,0.00788947381079197,0.0039475965313613415,0.011835429817438126,0.008722695522010326,0.012277589179575443,0.00980345532298088,0.007657363545149565,0.010606935247778893,0.012616029940545559,0.006453358102589846,0.004403377417474985,0.009481211192905903,0.0016509841661900282,0.008501525036990643,0.007581799291074276,0.011375726200640202,0.013227669522166252,0.004879033658653498,0.007196411956101656,0.01125213224440813,0.010350673459470272,0.005913413595408201,0.006588740274310112,0.004198743961751461,0.005231082439422607,0.005770329385995865,0.010318062268197536,0.007598116062581539,0.014313952997326851,0.007120105437934399,0.012331151403486729,0.007348352577537298
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.5642232894897461,0.008948111906647682,0.008808440528810024,0.0026303257327526808,0.012856259010732174,0.012738863937556744,0.006869008298963308,0.0024230636190623045,0.013588265515863895,0.005016362760215998,0.006914720870554447,0.0025820957962423563,0.021744780242443085,0.006874777376651764,0.012372832745313644,0.003713376121595502,0.004377051722258329,0.01793009787797928,0.005136258900165558,0.007585496176034212,0.01148642972111702,0.012676439248025417,0.02350115031003952,0.010704496875405312,0.011766565032303333,0.0041274139657616615,0.024934876710176468,0.0035488198045641184,0.001839477801695466,0.017848560586571693,0.012024742551147938,0.004827597644180059,0.042001254856586456,0.0035994926001876593,0.003949654754251242,0.008215148001909256,0.0036544851027429104,0.004908747971057892,0.011795924976468086,0.006096352357417345
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0016194165218621492,0.0026144669391214848,0.00237706839106977,0.003261297009885311,0.0011806407710537314,0.0008820501388981938,0.001260515651665628,0.002219184534624219,0.001778888050466776,0.00021957073477096856,0.004313110373914242,0.0013451955746859312,0.002989500295370817,0.002451492240652442,0.0014191545778885484,0.005151853896677494,0.004239749163389206,0.0029764592181891203,0.0006574995932169259,0.003202448831871152,0.0006153496797196567,0.003273853100836277,0.0027210728731006384,0.0028423017356544733,0.004851976875215769,0.0028325263410806656,0.0014913928462192416,0.0042873565107584,0.00168905733153224,0.0030745973344892263,0.0022290584165602922,0.0009124136413447559,0.0015571952098980546,0.002027912298217416,0.004313284996896982,0.0014105720911175013,0.0014284601202234626,0.0015135997673496604,0.005564748775213957,0.0015840718988329172
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.28287118673324585,0.19139577448368073,0.18450066447257996,0.06988475471735,0.1774298995733261,0.07831887155771255,0.20092062652111053,0.150037944316864,0.20674744248390198,0.14217054843902588,0.1952967643737793,0.19003774225711823,0.2429926097393036,0.24431385099887848,0.15722611546516418,0.1732819527387619,0.23640425503253937,0.2224361002445221,0.18409986793994904,0.2346966713666916,0.042325057089328766,0.128139927983284,0.19930365681648254,0.1354817897081375,0.22005978226661682,0.1359550654888153,0.10944969952106476,0.2892700433731079,0.22571590542793274,0.21840158104896545,0.12361043691635132,0.1323351413011551,0.08739624172449112,0.19984500110149384,0.1373223066329956,0.1562349945306778,0.1674679070711136,0.09512034803628922,0.17394393682479858,0.1424751579761505
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.0013952578883618116,0.002460734685882926,0.003573950380086899,0.007630037143826485,0.002859288826584816,0.0029798015020787716,0.0019659316167235374,0.002914828946813941,0.002856791950762272,0.004427861422300339,0.003192923031747341,0.004568488337099552,0.0019366886699572206,0.004550179000943899,0.002437570132315159,0.0033461758866906166,0.002449230756610632,0.0022681779228150845,0.0028282571583986282,0.003058128524571657,0.003770073875784874,0.0016743678133934736,0.00559938745573163,0.0018966731149703264,0.0029962356202304363,0.0047716968692839146,0.004851385485380888,0.0030840164981782436,0.005493680015206337,0.003585401689633727,0.0024117091670632362,0.0021970579400658607,0.0035980974789708853,0.002316740807145834,0.003418273525312543,0.0031966455280780792,0.0037425446789711714,0.003798585617914796,0.003605354344472289,0.0031426334753632545
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0256805419921875,0.012151693925261497,0.003737872000783682,0.01329771988093853,0.007627218030393124,0.0038674219977110624,0.011165035888552666,0.007428859360516071,0.00900341011583805,0.006491794716566801,0.006042609456926584,0.003110599936917424,0.012529912404716015,0.005633705761283636,0.01041925698518753,0.013049558736383915,0.010008983314037323,0.00523550808429718,0.006203625816851854,0.0075460500083863735,0.002682792255654931,0.00695683853700757,0.007525352295488119,0.009761829860508442,0.006243176758289337,0.013419982977211475,0.005508919712156057,0.0036895605735480785,0.003939371090382338,0.006024494301527739,0.010180821642279625,0.004313113633543253,0.0161204244941473,0.013005715794861317,0.006856329273432493,0.01938784494996071,0.005527736619114876,0.006160400807857513,0.00973569881170988,0.007245002314448357
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.01713889092206955,0.041291117668151855,0.037956688553094864,0.010568001307547092,0.040686823427677155,0.021548693999648094,0.03904031217098236,0.02696487307548523,0.025456516072154045,0.03230910003185272,0.03088490292429924,0.020124642178416252,0.04915996640920639,0.022569118067622185,0.02896687388420105,0.023402953520417213,0.043675925582647324,0.053884025663137436,0.03253518044948578,0.03007078729569912,0.015819499269127846,0.0383264385163784,0.030882693827152252,0.035732731223106384,0.034648455679416656,0.010094249621033669,0.026680072769522667,0.034046489745378494,0.04861784726381302,0.04623172804713249,0.01938924565911293,0.021261977031826973,0.024204310029745102,0.020874058827757835,0.01374803576618433,0.03362350910902023,0.023085813969373703,0.028703488409519196,0.04316394031047821,0.020793482661247253
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.8578641414642334,0.7496615648269653,0.7998982071876526,0.6881262063980103,0.8141614198684692,0.8577946424484253,0.7757899761199951,0.7606884241104126,0.8493929505348206,0.885822057723999,0.7996752858161926,0.8861299157142639,0.8495416641235352,0.8061918616294861,0.8361011743545532,0.7887932062149048,0.829513669013977,0.8338393568992615,0.79328852891922,0.8200579285621643,0.7171223759651184,0.8169592618942261,0.7862541675567627,0.858335554599762,0.8067560195922852,0.862033486366272,0.8767163753509521,0.7613427639007568,0.858451247215271,0.7976469993591309,0.8075335025787354,0.8298850655555725,0.818888783454895,0.8133977055549622,0.8280631899833679,0.6998677849769592,0.7373533844947815,0.8428698182106018,0.7068681716918945,0.7862278819084167
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.5312038064002991,0.10876207053661346,0.1801825612783432,0.09823640435934067,0.11309438943862915,0.1362357884645462,0.09269442409276962,0.14079178869724274,0.13494665920734406,0.15358223021030426,0.11031274497509003,0.13032129406929016,0.09349263459444046,0.11523224413394928,0.11265870928764343,0.07954096794128418,0.06363602727651596,0.11044575273990631,0.15188387036323547,0.08224739134311676,0.11379284411668777,0.11515547335147858,0.13422374427318573,0.10063979774713516,0.10479559004306793,0.05670752376317978,0.1327524185180664,0.13305561244487762,0.07585276663303375,0.14531129598617554,0.14865079522132874,0.07944957911968231,0.07735875993967056,0.07688424736261368,0.07835516333580017,0.0748484805226326,0.14595577120780945,0.11354836821556091,0.09147326648235321,0.1481238156557083
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.002444321056827903,0.0022951888386160135,0.00351492571644485,0.003333808621391654,0.006387915462255478,0.0024252100847661495,0.003273974172770977,0.003080515656620264,0.006551293656229973,0.002124934224411845,0.0016555142356082797,0.0022009352687746286,0.0030827298760414124,0.0049710883758962154,0.005700212903320789,0.004041046369820833,0.001280442695133388,0.00892559252679348,0.010900086723268032,0.0016449826071038842,0.001468552160076797,0.0030006638262420893,0.005574251525104046,0.005101072136312723,0.0013752449303865433,0.002017588820308447,0.009923689998686314,0.002448186744004488,0.0032403382938355207,0.006966017186641693,0.001569979009218514,0.010151028633117676,0.0019420809112489223,0.0029610979836434126,0.0014927723677828908,0.0008851254242472351,0.0008824693504720926,0.0021376267541199923,0.0007451880373992026,0.002255174797028303
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.6233236789703369,0.42811810970306396,0.3492167592048645,0.2812556326389313,0.3905942738056183,0.31884440779685974,0.2554464638233185,0.32694754004478455,0.23639631271362305,0.23101384937763214,0.25654101371765137,0.20624619722366333,0.46066397428512573,0.31828391551971436,0.2611662447452545,0.2672625482082367,0.3623206615447998,0.3459661602973938,0.2577893137931824,0.3755219578742981,0.20635053515434265,0.25228938460350037,0.24082008004188538,0.39600735902786255,0.2876839339733124,0.2788205146789551,0.31756895780563354,0.2831816077232361,0.19574075937271118,0.3068196773529053,0.46304526925086975,0.44012966752052307,0.20835702121257782,0.29321709275245667,0.2519380450248718,0.28420960903167725,0.273203581571579,0.2606422007083893,0.16593360900878906,0.29110610485076904
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.1652836948633194,0.007013880182057619,0.011325451545417309,0.010060683824121952,0.020687932148575783,0.010498309507966042,0.009465863928198814,0.006365454755723476,0.009200787171721458,0.007518102414906025,0.009566272608935833,0.014123361557722092,0.011108767241239548,0.009813203476369381,0.011521200649440289,0.00814690999686718,0.011519258841872215,0.012508794665336609,0.011448081582784653,0.011990836821496487,0.005927024409174919,0.008187862113118172,0.009816853329539299,0.01604120433330536,0.0065401229076087475,0.0030376757495105267,0.01748412661254406,0.005975071806460619,0.005655871704220772,0.00943055935204029,0.004470855463296175,0.015486832708120346,0.00799978245049715,0.010421696119010448,0.0051114968955516815,0.0038193354848772287,0.006799548398703337,0.006729308050125837,0.007050525397062302,0.008606785908341408
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,0.018240557983517647,0.005427954252809286,0.004668900743126869,0.0024785140994936228,0.006912426091730595,0.007294165901839733,0.006479150149971247,0.004800238646566868,0.005467885639518499,0.0038868440315127373,0.0027386504225432873,0.004266326315701008,0.005497012287378311,0.003948245197534561,0.0061330837197601795,0.0030900954734534025,0.004776524845510721,0.005478513427078724,0.006804902106523514,0.0028609379660338163,0.004897015634924173,0.0076864794827997684,0.004217209294438362,0.005757094360888004,0.005955936852842569,0.0016808861400932074,0.0040384926833212376,0.0036171330139040947,0.00199972465634346,0.004292886238545179,0.0036079867277294397,0.005289616994559765,0.0038802505005151033,0.004107241053134203,0.002175589557737112,0.0028000641614198685,0.006101707927882671,0.0035283700563013554,0.005046394187957048,0.00884387269616127
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.8201738595962524,0.061434172093868256,0.04903445765376091,0.003799033584073186,0.054732780903577805,0.023578833788633347,0.05437137186527252,0.041854631155729294,0.024548323825001717,0.012511017732322216,0.03805728256702423,0.025334371253848076,0.046021685004234314,0.04486878961324692,0.027345426380634308,0.04993630573153496,0.02831476368010044,0.05615472421050072,0.0652860701084137,0.03560388833284378,0.005754763260483742,0.04124462604522705,0.058092109858989716,0.060667984187603,0.05611754208803177,0.0840318351984024,0.028432708233594894,0.017042571678757668,0.03362293168902397,0.030315391719341278,0.06399128586053848,0.037935592234134674,0.010960012674331665,0.03439579904079437,0.05678049474954605,0.05808424949645996,0.043770261108875275,0.03054196946322918,0.04916183277964592,0.042673759162425995
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5698561072349548,0.40658703446388245,0.4459693729877472,0.49631378054618835,0.42764782905578613,0.4104861915111542,0.3916124403476715,0.3962354063987732,0.48774290084838867,0.43998122215270996,0.46947014331817627,0.44998255372047424,0.4612380266189575,0.4510931670665741,0.4791484475135803,0.3828035891056061,0.47690221667289734,0.4378756582736969,0.38001301884651184,0.45684191584587097,0.5037739872932434,0.5404926538467407,0.4443994164466858,0.39939847588539124,0.4539397060871124,0.38964587450027466,0.49742576479911804,0.4020216464996338,0.35033491253852844,0.3701043426990509,0.33867454528808594,0.4535614550113678,0.4384765923023224,0.43918052315711975,0.42356422543525696,0.4505924880504608,0.40021321177482605,0.5321080684661865,0.385254830121994,0.4637264907360077
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.279843270778656,0.04213012382388115,0.03538883477449417,0.03117109090089798,0.03405681252479553,0.035556819289922714,0.03265918418765068,0.03313048928976059,0.030449701473116875,0.03047380968928337,0.03788404166698456,0.02045978046953678,0.03699340671300888,0.03820924460887909,0.028414012864232063,0.024848416447639465,0.04797164350748062,0.03470506891608238,0.03803793340921402,0.03269971162080765,0.017621001228690147,0.02042744681239128,0.03683137893676758,0.030950019136071205,0.029442574828863144,0.027553364634513855,0.02825886197388172,0.03262891247868538,0.022557424381375313,0.035876624286174774,0.027755560353398323,0.026298092678189278,0.03236261010169983,0.02298656478524208,0.029142823070287704,0.030133694410324097,0.03093634732067585,0.02646980807185173,0.03847890347242355,0.0336587093770504
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0009550867252983153,0.0016671593766659498,0.0024091333616524935,0.002851234283298254,0.001100424095056951,0.001971745863556862,0.0021974777337163687,0.0015682807425037026,0.0019988897256553173,0.0010919118067249656,0.001296573900617659,0.0015609200345352292,0.0013325972249731421,0.0024665941018611193,0.0019875026773661375,0.0009395312517881393,0.003125820541754365,0.0021336455829441547,0.0018567091319710016,0.0024386513978242874,0.0016220076940953732,0.0009765538852661848,0.0010969204595312476,0.0009060273296199739,0.0016824058257043362,0.002585036214441061,0.0016394414706155658,0.0012144005158916116,0.0014154922682791948,0.002210170030593872,0.001832223148085177,0.0012598178582265973,0.004222585819661617,0.001468847505748272,0.0025184093974530697,0.0005218306905589998,0.00032943987753242254,0.0027615653816610575,0.0009572575218044221,0.002165408106520772
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.08473466336727142,0.004835410509258509,0.006764471996575594,0.007863255217671394,0.006002293433994055,0.003517065430060029,0.008610251359641552,0.00779755087569356,0.010207324288785458,0.007087862119078636,0.0051945955492556095,0.01027741376310587,0.005181722808629274,0.008720380254089832,0.004726528190076351,0.004740995820611715,0.004378883168101311,0.007046480663120747,0.0036202578339725733,0.007128335535526276,0.014111585915088654,0.004103801678866148,0.0035839041229337454,0.007821164093911648,0.005214708857238293,0.0041144657880067825,0.006581905297935009,0.004338851664215326,0.006179837975651026,0.0074446299113333225,0.0030666121747344732,0.004248159471899271,0.003868640633299947,0.00307849352248013,0.0016736475517973304,0.007620622869580984,0.0018984245834872127,0.0034895080607384443,0.005794676020741463,0.010731544345617294
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.9097620844841003,0.7353805899620056,0.6796378493309021,0.6150057911872864,0.5866976976394653,0.6457459330558777,0.6294792294502258,0.6906882524490356,0.47487834095954895,0.5566240549087524,0.7294126152992249,0.5492070317268372,0.5136800408363342,0.7048781514167786,0.612401008605957,0.5367239117622375,0.498074471950531,0.5309528112411499,0.5330142378807068,0.6016802787780762,0.49518364667892456,0.7759206891059875,0.6753076314926147,0.6895455121994019,0.8083081841468811,0.7776468396186829,0.6253682374954224,0.651223361492157,0.6773926019668579,0.6575226187705994,0.6671587824821472,0.6703957319259644,0.5279415845870972,0.550876259803772,0.7873712778091431,0.6858949661254883,0.7280307412147522,0.4813101291656494,0.7207897305488586,0.754995584487915
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4307466447353363,0.3672288954257965,0.3251423239707947,0.38582730293273926,0.46266189217567444,0.37576061487197876,0.5096079707145691,0.36457255482673645,0.470283567905426,0.3554946184158325,0.3356832265853882,0.45244285464286804,0.41300615668296814,0.3459867238998413,0.4596877992153168,0.655714750289917,0.4607507586479187,0.44349491596221924,0.4198586344718933,0.39111456274986267,0.5275569558143616,0.5442302227020264,0.3694877028465271,0.478268027305603,0.388662725687027,0.17661836743354797,0.40022507309913635,0.38062170147895813,0.4686032235622406,0.35153913497924805,0.3750477731227875,0.3827299475669861,0.41502365469932556,0.4164094924926758,0.37314677238464355,0.46890005469322205,0.4316636025905609,0.35226061940193176,0.3789680004119873,0.49615243077278137
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.5908569693565369,0.0791441798210144,0.05243324860930443,0.021974721923470497,0.10097336769104004,0.05900546535849571,0.08233899623155594,0.024852294474840164,0.13832515478134155,0.043998558074235916,0.04929887130856514,0.05027076229453087,0.11341526359319687,0.08088372647762299,0.1138191893696785,0.08446124941110611,0.07381276041269302,0.08714723587036133,0.08049695193767548,0.06946142017841339,0.2044501155614853,0.08151175826787949,0.10517074912786484,0.08291219919919968,0.04245352745056152,0.02233271859586239,0.08343973010778427,0.10382656008005142,0.07394640892744064,0.06109132245182991,0.03902636095881462,0.09111476689577103,0.08231556415557861,0.052282266318798065,0.02019120566546917,0.08270943909883499,0.026137487962841988,0.05701366066932678,0.10123568028211594,0.10934504866600037
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,0.011992069892585278,0.0017238990403711796,0.002188995247706771,0.000500617315992713,0.0013049414847046137,0.0012616465101018548,0.0008755970047786832,0.0010565874399617314,0.0013969610445201397,0.0005155661492608488,0.0020429601427167654,0.0011419469956308603,0.001935470150783658,0.0016867808299139142,0.0013143668184056878,0.0010546514531597495,0.002010414144024253,0.0017073022900149226,0.0008247621590271592,0.0015343696577474475,0.00022806451306678355,0.0015115260612219572,0.003219909267500043,0.0021320742089301348,0.0019277024548500776,0.0007800134480930865,0.0016336601693183184,0.0016122234519571066,0.00137370137963444,0.0015583392232656479,0.0013653123751282692,0.001479042461141944,0.00092104054056108,0.002256606938317418,0.001542234793305397,0.0025273405481129885,0.001321823918260634,0.0011083451099693775,0.0018268782878294587,0.0012726390268653631
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.9473423957824707,0.9741985201835632,0.9741418361663818,0.9733448624610901,0.9464991688728333,0.9610549807548523,0.9696537256240845,0.9731493592262268,0.9511661529541016,0.9626146554946899,0.9727944731712341,0.9631258845329285,0.9779676198959351,0.978196382522583,0.9596569538116455,0.9601663947105408,0.9583027958869934,0.9607903957366943,0.9397112727165222,0.9800378084182739,0.8014118075370789,0.9653152823448181,0.9722742438316345,0.9861467480659485,0.9784718155860901,0.9857872724533081,0.9712197780609131,0.9668565392494202,0.9683046340942383,0.9746228456497192,0.9609301686286926,0.9724029302597046,0.9592574834823608,0.9469028115272522,0.9657251238822937,0.9818276762962341,0.9447436928749084,0.9560388326644897,0.9818640947341919,0.9670664668083191
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.15821732580661774,0.004118630196899176,0.002780212089419365,0.004156941547989845,0.0034249662421643734,0.0030932193621993065,0.002922923769801855,0.0033193116541951895,0.002186559373512864,0.0017455886118113995,0.004248697776347399,0.002426416613161564,0.0037898279260843992,0.004189297091215849,0.0024088097270578146,0.0021055929828435183,0.00329219875857234,0.003000220749527216,0.002164699137210846,0.003718849504366517,0.0015559919411316514,0.002702097874134779,0.002789486665278673,0.003426121547818184,0.00508278701454401,0.004573930520564318,0.0025214136112481356,0.0034330878406763077,0.0038154872599989176,0.002363265259191394,0.0037182746455073357,0.002284603426232934,0.0030316158663481474,0.0034231729805469513,0.0029198029078543186,0.003564826212823391,0.0036026693414896727,0.003509573405608535,0.006868700496852398,0.0027984194457530975
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.01038473378866911,0.000843843852635473,0.000686504936311394,0.0005104283336549997,0.0005680375033989549,0.0005725777591578662,0.0007176127983257174,0.0006594425649382174,0.00057665427448228,0.00044831688865087926,0.0006218487396836281,0.0005229449016042054,0.0005821672384627163,0.0007384684286080301,0.0005305950762704015,0.0005246400251053274,0.0005588580388575792,0.0005645248456858099,0.0006752602639608085,0.0008607079507783055,0.00045481923734769225,0.0005075839580968022,0.0005910982144996524,0.0007346197962760925,0.0007771527743898332,0.0006117959856055677,0.0006675425684079528,0.0008439992088824511,0.0005646948702633381,0.0007439382025040686,0.0007850189576856792,0.0005164524191059172,0.000552259967662394,0.0009494196274317801,0.0007368508959189057,0.0007290368084795773,0.000504440104123205,0.0005162157467566431,0.0007504089153371751,0.0007727639749646187
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.027220305055379868,0.005789320450276136,0.0048217205330729485,0.005346193443983793,0.0032410838175565004,0.002939260331913829,0.004229668993502855,0.005131544079631567,0.004687409847974777,0.002708926098421216,0.0049054985865950584,0.0031905677169561386,0.003546238411217928,0.0035420500207692385,0.004084540531039238,0.004491738509386778,0.004729796200990677,0.004436700604856014,0.004844682291150093,0.004086765926331282,0.0032007331028580666,0.003842257894575596,0.003213194664567709,0.0036853456404060125,0.004760527517646551,0.004622412845492363,0.0054284268990159035,0.0041913120076060295,0.0033209617249667645,0.005060039926320314,0.003710296703502536,0.004423769656568766,0.004895003512501717,0.0036115983966737986,0.0035347703378647566,0.005398562643676996,0.0032066330313682556,0.0030574908014386892,0.004158918745815754,0.0025666961446404457
