,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.32336655259132385,0.11376719176769257,0.14617891609668732,0.08763771504163742,0.13738538324832916,0.07792279869318008,0.08602704107761383,0.09134164452552795,0.0867651104927063,0.08080446720123291,0.11733072251081467,0.04813427850604057,0.0858272835612297,0.11782652139663696,0.11761660128831863,0.09613144397735596,0.12429814785718918,0.08472195267677307,0.07663417607545853,0.07685529440641403,0.07945285737514496,0.1305420994758606,0.10264108330011368,0.11039121448993683,0.07582416385412216,0.11240571737289429,0.13340388238430023,0.10989224165678024,0.1106533482670784,0.07868579775094986,0.10205618292093277,0.08835075795650482,0.07113102823495865,0.11564775556325912,0.07547314465045929,0.07661088556051254,0.09104897826910019,0.061091937124729156,0.09594994783401489,0.10417673736810684,0.1304515153169632,0.09959306567907333
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.5967784747772384e-06,8.159594813150761e-07,8.444598620371835e-07,1.3022358871239703e-06,1.0207454579358455e-06,7.558503511972958e-07,6.677921646769391e-07,1.5625673768226989e-06,1.754547838572762e-06,1.359395128019969e-06,8.119193353195442e-07,2.3110906113288365e-06,7.67886490393721e-07,1.4936504157958552e-06,7.935250323498622e-07,6.652973638665571e-07,6.154207312647486e-07,5.638901257043472e-07,7.408873443637276e-07,7.832066444279917e-07,7.413854632432049e-07,8.262596224994923e-07,5.152571134203754e-07,7.234635290842562e-07,1.5743388530609081e-06,5.322920628714201e-07,9.888194654195104e-07,6.875021654195734e-07,1.1393648264856893e-06,1.4688051805933355e-06,6.781243655495928e-07,1.182311962111271e-06,7.856198180888896e-07,1.048506646839087e-06,1.6399777678088867e-06,6.698086849610263e-07,5.332053660822567e-06,6.416494784389215e-07,1.1174321343787597e-06,1.1563957968974137e-06,6.741336733284697e-07,2.2106264623289462e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.01600806787610054,0.008427002467215061,0.007738894317299128,0.00599259277805686,0.0061691696755588055,0.012018037028610706,0.007504826411604881,0.005641529802232981,0.0046600536443293095,0.006373480893671513,0.005297501105815172,0.0032984893769025803,0.007282874546945095,0.006189297419041395,0.008667989633977413,0.006626511458307505,0.013034923002123833,0.010019135661423206,0.0064706951379776,0.00951027125120163,0.009685995988547802,0.010807453654706478,0.010336213745176792,0.008574838750064373,0.007532905787229538,0.00777091272175312,0.01084490492939949,0.006942707113921642,0.00913969799876213,0.006333042401820421,0.005078280810266733,0.006400239188224077,0.007886156439781189,0.008047923445701599,0.006039145402610302,0.010167342610657215,0.005472556222230196,0.0042805783450603485,0.007570581045001745,0.007923022843897343,0.008852852508425713,0.0048840162344276905
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.00041000242345035076,0.0002256752923130989,0.00022975979663897306,0.00019352960225660354,0.00022707073367200792,0.00016645625873934478,0.0002580540894996375,0.0002588717907201499,0.0002428263396723196,0.0003802301944233477,0.00022522069048136473,0.0003783204883802682,0.00022833312686998397,0.00023360078921541572,0.00017857363855000585,0.0002345789544051513,0.00030891053029336035,0.0002326336980331689,0.00015278645150829107,0.00019388845248613507,0.00019654202333185822,0.000257083069300279,0.0002187996869906783,0.00021798760280944407,0.00016610937018413097,0.0001559425436425954,0.00022263522259891033,0.00019825164054054767,0.0001452388969482854,0.0002628744987305254,0.000398803676944226,0.0002444240089971572,0.0002689722168724984,0.0001798182784114033,0.0001939057110575959,0.0001816757721826434,0.0003215102187823504,0.0001589661987964064,0.00023751707340124995,0.00032031358568929136,0.00017419974028598517,0.00018666246614884585
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.019973983988165855,0.015487966127693653,0.017270654439926147,0.025669433176517487,0.023329900577664375,0.018598003312945366,0.01829071156680584,0.01993982493877411,0.011636859737336636,0.006580722983926535,0.016414901241660118,0.011438888497650623,0.019666513428092003,0.013242191635072231,0.012022125534713268,0.021804068237543106,0.00900312326848507,0.02015467919409275,0.02229217253625393,0.019388042390346527,0.0070734485052526,0.01599152944982052,0.01162311714142561,0.005886707920581102,0.027058739215135574,0.01258822251111269,0.030486805364489555,0.008287139236927032,0.021944284439086914,0.03194012865424156,0.02801905758678913,0.007487218827009201,0.014940662309527397,0.027118248865008354,0.012833518907427788,0.011225766502320766,0.011130738072097301,0.018276555463671684,0.011295863427221775,0.008633810095489025,0.026004256680607796,0.013880070298910141
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005848521832376719,0.0006356808007694781,0.0007593382033519447,0.00053477130131796,0.0006035613478161395,0.0009185640374198556,0.0008858123328536749,0.000482767733046785,0.0005416824715211987,0.000593828852288425,0.0008652655524201691,0.0010184728307649493,0.0005962500581517816,0.0005458343657664955,0.0009880062425509095,0.0008201473392546177,0.000948860717471689,0.0008030732278712094,0.0004847831150982529,0.0004892743891105056,0.000562635192181915,0.000861871347296983,0.0006680209771730006,0.0017324083019047976,0.0007580767851322889,0.0009610331617295742,0.000431038934038952,0.0008699212339706719,0.0008674258715473115,0.000717461050953716,0.0009941220050677657,0.000644490122795105,0.0006687801796942949,0.0005068090977147222,0.000539169879630208,0.0008393310126848519,0.0006878789281472564,0.0006475423579104245,0.0005328807164914906,0.0005557548138312995,0.0006442115409299731,0.0007531518349424005
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.004806154407560825,0.0008447585278190672,0.0008412142051383853,0.000916340621188283,0.0007439575274474919,0.0007308368803933263,0.0007263568113557994,0.0005815110052935779,0.0006924611516296864,0.0006967680528759956,0.0007775065605528653,0.0009618679760023952,0.0010662400163710117,0.0009507029899396002,0.0008707728120498359,0.0008765562670305371,0.0012428777990862727,0.0009936831193044782,0.0007495090831071138,0.000682016892824322,0.0006548624951392412,0.0011726566590368748,0.0011186078190803528,0.000849979929625988,0.0006804018630646169,0.0010935397585853934,0.0009213041630573571,0.0008395924814976752,0.0008761653443798423,0.0008264686330221593,0.0007891604327596724,0.0008200708543881774,0.001107159536331892,0.0010096400510519743,0.0007596223731525242,0.0010079329367727041,0.0022688708268105984,0.001014019246213138,0.0014641880989074707,0.0009171952260658145,0.0009224690729752183,0.0007194540812633932
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0030187431257218122,0.004525794647634029,0.003210044000297785,0.003389585530385375,0.0028863968327641487,0.0020220610313117504,0.0040297857485711575,0.005365252960473299,0.004892734345048666,0.0030042023863643408,0.004009161610156298,0.0026723553892225027,0.002631384413689375,0.0035883751697838306,0.003033692017197609,0.004653542302548885,0.003009142354130745,0.0023757994640618563,0.002636418677866459,0.0033013292122632265,0.0028556569013744593,0.002205048920586705,0.005604051053524017,0.0024193034041672945,0.006552750710397959,0.003422413021326065,0.002680847654119134,0.0038108541630208492,0.0034990040585398674,0.008538413792848587,0.003046727040782571,0.0033960379660129547,0.0030944659374654293,0.0031494793947786093,0.00489412946626544,0.0022376806009560823,0.002913013333454728,0.0019158205250278115,0.0031048040837049484,0.0032828007824718952,0.004061420913785696,0.0044780210591852665
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.025306709110736847,0.024546010419726372,0.04089909791946411,0.03250797092914581,0.02459501102566719,0.03958883881568909,0.03832221403717995,0.03761615976691246,0.018408432602882385,0.016716696321964264,0.0482637882232666,0.025040751323103905,0.02231624722480774,0.03642118722200394,0.04784126579761505,0.01878436841070652,0.04442845284938812,0.02531544864177704,0.03528240695595741,0.036679551005363464,0.04248712584376335,0.04096226766705513,0.029000576585531235,0.032329294830560684,0.015107487328350544,0.042161617428064346,0.03305968642234802,0.03676218539476395,0.02735825628042221,0.01578245311975479,0.02851579710841179,0.06276620924472809,0.016528621315956116,0.02817753329873085,0.03301466628909111,0.022619180381298065,0.01241939328610897,0.03616716340184212,0.033290084451436996,0.03328424319624901,0.030572040006518364,0.04702499508857727
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.00013184746785555035,0.0016845394857227802,0.0023874666076153517,0.0012341710971668363,0.0013795736012980342,0.0010594564955681562,0.0013800527667626739,0.002234994200989604,0.0015533380210399628,0.002763692755252123,0.001823260448873043,0.0011828539427369833,0.000998704694211483,0.0019506040262058377,0.0018037157133221626,0.0017193133244290948,0.0017928474117070436,0.0019979728385806084,0.0013389362720772624,0.0011123835574835539,0.002083596307784319,0.001586389378644526,0.0017394203459843993,0.0013569948496297002,0.0014583419542759657,0.0022634859196841717,0.0024099729489535093,0.0019153761677443981,0.0016505683306604624,0.0015252396697178483,0.000855137244798243,0.0018633378203958273,0.0014137864345684648,0.00212672958150506,0.0015217962209135294,0.002951904432848096,0.0005912991473451257,0.0007473971345461905,0.001744246343150735,0.0022610619198530912,0.001317850430496037,0.0024545155465602875
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0016861101612448692,0.0025045874062925577,0.007810261100530624,0.002671724185347557,0.001592303509823978,0.002068988513201475,0.002225853269919753,0.0020392625592648983,0.0022896078880876303,0.0016947025433182716,0.002340477192774415,0.0009095082059502602,0.004427530337125063,0.0013452644925564528,0.002621385268867016,0.002366838976740837,0.0011728451354429126,0.003230777569115162,0.0020412469748407602,0.0016253604553639889,0.002466362901031971,0.0009928694926202297,0.0014233140973374248,0.0010903432266786695,0.002778810216113925,0.002948681591078639,0.0022243340499699116,0.000606996298301965,0.0012357800733298063,0.0027346285060048103,0.001655393629334867,0.001415142323821783,0.002998219570145011,0.002147587016224861,0.0014047049917280674,0.003133329562842846,0.0006968334200792015,0.002946456428617239,0.0025046225637197495,0.0009717930806800723,0.0010224760044366121,0.0021694712340831757
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.004546074662357569,0.0022495556622743607,0.0015906315529718995,0.002051928546279669,0.001990176737308502,0.002251415280625224,0.002709851833060384,0.001952605089172721,0.0015871563227847219,0.0020761447958648205,0.0017120237462222576,0.001715763472020626,0.0021020269487053156,0.0012493263930082321,0.0024620217736810446,0.0026847373228520155,0.001977766864001751,0.0018002872820943594,0.0014602282317355275,0.0019059396581724286,0.0015553728444501758,0.0024592226836830378,0.002289006020873785,0.002707154955714941,0.0019586184062063694,0.0018152226693928242,0.0020975619554519653,0.0030654643196612597,0.0016465469961985946,0.00200067600235343,0.002141093136742711,0.0020033554174005985,0.002533247694373131,0.0024669829290360212,0.002265353687107563,0.002513705985620618,0.0034385230392217636,0.001569179235957563,0.002682940335944295,0.003759006503969431,0.002102917293086648,0.002028845949098468
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.4894176721572876,0.9100285768508911,0.8886330723762512,0.8413439989089966,0.8732015490531921,0.8821840882301331,0.9076065421104431,0.8812171220779419,0.8908833265304565,0.9098884463310242,0.9248340129852295,0.925128161907196,0.9078115224838257,0.8906330466270447,0.8471579551696777,0.9313937425613403,0.8983947038650513,0.9095678925514221,0.8430695533752441,0.8992322683334351,0.8752888441085815,0.9107983112335205,0.8858466148376465,0.9225176572799683,0.8819431662559509,0.9381739497184753,0.8150484561920166,0.9462944865226746,0.9256297945976257,0.9159255027770996,0.8489490151405334,0.9067557454109192,0.8719741702079773,0.9375239610671997,0.8538971543312073,0.9043970108032227,0.8710355758666992,0.8345983624458313,0.8949934244155884,0.8965132236480713,0.8848376870155334,0.8678908944129944
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.2240494042634964,0.035981860011816025,0.04140867292881012,0.02794807218015194,0.034123897552490234,0.037358492612838745,0.037120502442121506,0.021185442805290222,0.02328944019973278,0.05062048137187958,0.042562760412693024,0.014639289118349552,0.02786387875676155,0.03623819351196289,0.035072967410087585,0.040131550282239914,0.032767511904239655,0.05605202540755272,0.034878503531217575,0.01834208145737648,0.04981258884072304,0.057541511952877045,0.04270204156637192,0.04509010538458824,0.028433170169591904,0.035087671130895615,0.037913624197244644,0.032254114747047424,0.028027528896927834,0.03467240929603577,0.02031785622239113,0.02180270291864872,0.022254882380366325,0.06629005819559097,0.01736527495086193,0.015745768323540688,0.018104663118720055,0.011877300217747688,0.061370838433504105,0.05208209156990051,0.034252773970365524,0.022190148010849953
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.00046915916027501225,0.0014709801180288196,0.0007829542737454176,0.0012207444524392486,0.001346569275483489,0.001696876366622746,0.0011762346839532256,0.0013125835685059428,0.0013500258792191744,0.001774650881998241,0.0018521437887102365,0.0012260100338608027,0.0008203858160413802,0.001493037212640047,0.0013618513476103544,0.0017006847774609923,0.0016379243461415172,0.0013334687100723386,0.000994990230537951,0.0014823023229837418,0.0011424253461882472,0.0010976811172440648,0.0016112042358145118,0.001393173006363213,0.0015244222013279796,0.0010640739928930998,0.0014373301528394222,0.0012942514149472117,0.0013329253997653723,0.0011100531555712223,0.0010654013603925705,0.001686567789874971,0.00149243522901088,0.0011398184578865767,0.001627822406589985,0.001122976653277874,0.001434017438441515,0.0006145020597614348,0.0010242140851914883,0.0030009003821760416,0.0017266133800148964,0.0020621989388018847
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.45018714666366577,0.10322216153144836,0.14539571106433868,0.10898198187351227,0.12432220578193665,0.19811545312404633,0.16831764578819275,0.08071769773960114,0.07773184031248093,0.08683972805738449,0.1188998743891716,0.09366995841264725,0.0707411915063858,0.10381710529327393,0.08863622695207596,0.10479915142059326,0.15248093008995056,0.08920817077159882,0.10018889605998993,0.09982427209615707,0.09077085554599762,0.15549717843532562,0.08028853684663773,0.12477385252714157,0.14418421685695648,0.0972689762711525,0.13057145476341248,0.06008981168270111,0.11976514011621475,0.13513557612895966,0.2119530886411667,0.05853116139769554,0.10243633389472961,0.13715864717960358,0.14645442366600037,0.10234010219573975,0.055204473435878754,0.08226662129163742,0.0844157487154007,0.10503531992435455,0.07986315339803696,0.09969770908355713
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.0007895460585132241,0.001144201378338039,0.000975696777459234,0.0011552827199921012,0.001436644815839827,0.0009809685871005058,0.0010708695044741035,0.0005806364351883531,0.0010069225681945682,0.001131550525315106,0.0011411283630877733,0.002239723689854145,0.0010270510101690888,0.0009493652614764869,0.0010551653103902936,0.001267177751287818,0.0014783272054046392,0.0013275730889290571,0.000828806369099766,0.001163981854915619,0.0012743291445076466,0.0014198203571140766,0.0011755950981751084,0.0017219018191099167,0.0016644337447360158,0.0018278486095368862,0.0006048986106179655,0.0023600056301802397,0.0015863798325881362,0.0015559826279059052,0.0010502311633899808,0.0011175426188856363,0.000848441559355706,0.001004028250463307,0.0009480140288360417,0.0016727991169318557,0.00067850825143978,0.0008724076906219125,0.001280632452107966,0.00086213432950899,0.0008267170051112771,0.0008015884086489677
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.121211769524962e-05,4.235993037582375e-05,5.6984081311384216e-05,5.4202377214096487e-05,3.288283187430352e-05,6.178192415973172e-05,5.0937102059833705e-05,3.704862319864333e-05,3.1696497899247333e-05,3.2884050597203895e-05,2.7854131985804997e-05,0.00010255361121380702,4.3160915083717555e-05,3.831900539807975e-05,5.7346962421434e-05,7.832829578546807e-05,7.523240492446348e-05,4.486653779167682e-05,5.001041427021846e-05,4.825343785341829e-05,4.439532494870946e-05,4.547223943518475e-05,6.25389366177842e-05,3.5433535231277347e-05,3.44446198141668e-05,2.7434627554612234e-05,5.084022632217966e-05,1.5352790796896443e-05,2.934246185759548e-05,4.844568684347905e-05,3.585065860534087e-05,5.070899715065025e-05,6.011694858898409e-05,5.332521322998218e-05,2.8755912353517488e-05,6.574577855644748e-05,3.5947770811617374e-05,5.4361782531486824e-05,4.737979907076806e-05,4.610733230947517e-05,7.015797746134922e-05,3.497115903883241e-05
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.7159386873245239,0.03674783557653427,0.016643038019537926,0.032831162214279175,0.03576486185193062,0.04801622033119202,0.04439915716648102,0.02628512866795063,0.027226880192756653,0.033215731382369995,0.026702137663960457,0.012877658009529114,0.03520726412534714,0.03696214780211449,0.020913289859890938,0.03094753436744213,0.03800157457590103,0.06568972766399384,0.024068867787718773,0.0235736221075058,0.027427248656749725,0.057027146220207214,0.029346982017159462,0.043370991945266724,0.029268095269799232,0.03708812966942787,0.04429784417152405,0.03697149455547333,0.05998338386416435,0.01895589381456375,0.03018786944448948,0.031890757381916046,0.027372660115361214,0.0926935076713562,0.012767656706273556,0.016346031799912453,0.012244290672242641,0.011622808873653412,0.036429159343242645,0.06844251602888107,0.033226899802684784,0.019771208986639977
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5637341141700745,0.5601402521133423,0.5593510270118713,0.5057323575019836,0.6278196573257446,0.5606836676597595,0.5327905416488647,0.5267682671546936,0.6384797096252441,0.5907436609268188,0.5767296552658081,0.5013071298599243,0.6267040371894836,0.5592449307441711,0.5891256928443909,0.4990669786930084,0.6100178956985474,0.643962562084198,0.5614619255065918,0.6255107522010803,0.6246044039726257,0.518940806388855,0.6047080755233765,0.7305430173873901,0.6231513619422913,0.6260169148445129,0.46917879581451416,0.7228772640228271,0.599747896194458,0.5565505027770996,0.5096844434738159,0.5437198281288147,0.5136855840682983,0.5469798445701599,0.492850661277771,0.7024762630462646,0.5296645760536194,0.7100424766540527,0.5444809794425964,0.5444967746734619,0.40703558921813965,0.7602431178092957
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.1397607922554016,0.008074554614722729,0.0060738204047083855,0.007343037985265255,0.007149638142436743,0.0086134634912014,0.007289412897080183,0.005874231923371553,0.005443611182272434,0.004983398597687483,0.004975081421434879,0.003397083841264248,0.005891713779419661,0.00630794046446681,0.005454019643366337,0.009428433142602444,0.008416376076638699,0.008343826979398727,0.006200894247740507,0.005816737189888954,0.005180212669074535,0.008313551545143127,0.010930192656815052,0.005858961492776871,0.005781342275440693,0.006251458078622818,0.01384721789509058,0.008122957311570644,0.006694364827126265,0.005592443514615297,0.006313363555818796,0.005285836756229401,0.008236250840127468,0.008100600913167,0.0061014629900455475,0.008429039269685745,0.0032611999195069075,0.001662774127908051,0.008054055273532867,0.012465795502066612,0.004347742535173893,0.003582887351512909
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0010771782835945487,0.0002824936527758837,0.0002157202980015427,0.00024070696963462979,0.0002859594824258238,0.00022585057013202459,0.0002817234199028462,0.00021455652313306928,0.00030749422148801386,0.00019801910093519837,0.00029800395714119077,0.0003793932846747339,0.00039941948489286005,0.00023228007194120437,0.000429658277425915,0.00034718678216449916,0.00020046367717441171,0.00022776774130761623,0.00021171463595237583,0.00028854317497462034,0.0004312802047934383,0.0002316920435987413,0.00019657191296573728,0.0002317550970474258,0.0002720921183936298,0.000281070388155058,0.0003031008818652481,0.0003132760466542095,0.00020602172298822552,0.00025660760002210736,0.0002489097532816231,0.0005295314476825297,0.00032361154444515705,0.00014801086217630655,0.000258508458500728,0.0002050674520432949,0.0003606337995734066,0.0004306175687815994,0.00029183176229707897,0.0002183917531510815,0.0002649480593390763,0.0003331414773128927
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.000813607475720346,0.0004296792030800134,0.0004198849492240697,0.0003907909558620304,0.00028890222893096507,0.0003631507861427963,0.0003045645134989172,0.0003847796469926834,0.0002429975284030661,0.00040026294300332665,0.000245172850554809,0.00024148686497937888,0.00037733695353381336,0.0003554689174052328,0.00040681648533791304,0.0005287925014272332,0.0004799377347808331,0.00054305320372805,0.0003244312829338014,0.0003200522914994508,0.00023022692766971886,0.00047098397044464946,0.0003641878720372915,0.0003878766729030758,0.0005649839877150953,0.0003632460720837116,0.0004931609146296978,0.0004953421303071082,0.00025171905872412026,0.00032766468939371407,0.0005707574309781194,0.0003517328586895019,0.00032307871151715517,0.0005593392415903509,0.00036296286270953715,0.0004482394433580339,0.0008662809268571436,0.0003342520212754607,0.00023988493194337934,0.0006507884827442467,0.00044289257493801415,0.00029915684717707336
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.5109582543373108,0.6063743829727173,0.6535749435424805,0.6177148818969727,0.5787916779518127,0.5440850257873535,0.4592578411102295,0.655230700969696,0.563003659248352,0.457943856716156,0.5283430814743042,0.4634377956390381,0.4931592345237732,0.5947698354721069,0.3736764192581177,0.6740909814834595,0.3820202648639679,0.5327444076538086,0.598831295967102,0.5752642750740051,0.6300444006919861,0.4031094014644623,0.6512707471847534,0.5827675461769104,0.6633927822113037,0.4587036073207855,0.5902317762374878,0.5914719104766846,0.5515992641448975,0.5967417359352112,0.6424959301948547,0.5658246874809265,0.729244589805603,0.6381440758705139,0.6260743737220764,0.6195921897888184,0.3357534408569336,0.7348030805587769,0.48643314838409424,0.555971622467041,0.5485050678253174,0.593289315700531
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4223652184009552,0.30859044194221497,0.2709525227546692,0.17014068365097046,0.19063816964626312,0.252578467130661,0.3620791733264923,0.20175322890281677,0.27852118015289307,0.3050098419189453,0.2177787572145462,0.14354433119297028,0.3019680082798004,0.3034030795097351,0.27367308735847473,0.22845418751239777,0.29632216691970825,0.208259716629982,0.2981150150299072,0.22383439540863037,0.2621226906776428,0.30595144629478455,0.25308820605278015,0.4257652759552002,0.21612891554832458,0.44622257351875305,0.3028993308544159,0.33505716919898987,0.40223923325538635,0.2621024549007416,0.35691776871681213,0.22032134234905243,0.22863994538784027,0.3188331425189972,0.20208550989627838,0.29928889870643616,0.18440133333206177,0.06103382259607315,0.22207540273666382,0.4661070704460144,0.23390886187553406,0.16987942159175873
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.002885703230276704,0.003317364025861025,0.0026955429930239916,0.0031628734432160854,0.0030753598548471928,0.003246402135118842,0.002349396701902151,0.003359873779118061,0.0029566828161478043,0.002581518841907382,0.0034941064659506083,0.003545330138877034,0.002463175682350993,0.0033709972631186247,0.0024207178503274918,0.0031171541195362806,0.0027641416527330875,0.0029262800235301256,0.0034280018880963326,0.004045954439789057,0.004004327580332756,0.0023307763040065765,0.002827419200912118,0.0028385589830577374,0.0025369138456881046,0.0016442706109955907,0.0026389099657535553,0.002370744477957487,0.003039880655705929,0.0031938489992171526,0.0037408696953207254,0.003270357847213745,0.003094422398135066,0.002619602484628558,0.002913497854024172,0.002295487327501178,0.005121263675391674,0.0038576326332986355,0.0032654101960361004,0.00261767883785069,0.0045450651086866856,0.002570006065070629
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.9932682334911078e-05,2.3232916646520607e-05,2.2859299861011095e-05,2.118622614943888e-05,1.7636577467783354e-05,2.781548937491607e-05,2.662820043042302e-05,2.4283446691697463e-05,2.7104011678602546e-05,2.5914258003467694e-05,2.9300304959178902e-05,2.6926214559352957e-05,2.9281689421623014e-05,2.698599018913228e-05,3.236408156226389e-05,2.008507181017194e-05,2.5243980417144485e-05,2.7967347705271095e-05,1.7986889361054637e-05,2.1163545170566067e-05,2.39658220380079e-05,1.9729824998648837e-05,1.7880165614769794e-05,2.5279039618908428e-05,2.238792512798682e-05,3.483446198515594e-05,1.973908547370229e-05,2.5994173483923078e-05,2.8764627131749876e-05,2.3531953047495335e-05,2.212221261288505e-05,2.47770640271483e-05,1.8931918020825833e-05,1.3921046956966165e-05,2.813997707562521e-05,1.4183998246153351e-05,1.659312329138629e-05,2.5424553314223886e-05,3.543487036949955e-05,2.879489511542488e-05,2.675791438377928e-05,1.5034687748993747e-05
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.35945868492126465,0.8283290863037109,0.7140563726425171,0.7719904184341431,0.7395144104957581,0.8519617319107056,0.850985050201416,0.8543862700462341,0.7143670320510864,0.7893040776252747,0.8249905109405518,0.44109392166137695,0.720619797706604,0.7348979711532593,0.8517763614654541,0.7480453252792358,0.7765634059906006,0.5237488746643066,0.81242436170578,0.8107552528381348,0.6481925845146179,0.6222366690635681,0.5735475420951843,0.7415841817855835,0.8655269742012024,0.7823691368103027,0.7478603720664978,0.6317667961120605,0.7461084127426147,0.8568477630615234,0.8695061206817627,0.5957055687904358,0.7914466261863708,0.8401201963424683,0.9030745625495911,0.5786045789718628,0.739277184009552,0.6624866127967834,0.7352009415626526,0.7362743020057678,0.6563238501548767,0.7682449817657471
