,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.32336655259132385,0.11376719176769257,0.08288480341434479,0.11481525748968124,0.10382725298404694,0.10848341882228851,0.09086648374795914,0.09268642216920853,0.09385520964860916,0.08310654759407043,0.08704637736082077,0.1039363443851471,0.11084411293268204,0.07749513536691666,0.10333051532506943,0.0964834913611412,0.12377427518367767,0.06867214292287827,0.10885374248027802,0.11195507645606995,0.09140774607658386,0.08062426000833511,0.07780507206916809,0.11193665862083435,0.0946725383400917,0.10296476632356644,0.14698204398155212,0.05719751864671707,0.11341182142496109,0.08941737562417984,0.14829973876476288,0.0783662274479866,0.07947895675897598,0.16052521765232086,0.08676864206790924,0.09510497003793716,0.10598774254322052,0.0985754057765007,0.11278086155653,0.062333207577466965,0.12081264704465866,0.07563616335391998
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.5967784747772384e-06,8.159594813150761e-07,6.191038437464158e-07,7.396973273898766e-07,9.689935041024e-07,1.8378950699116103e-06,1.3990295428811805e-06,8.703041771696007e-07,1.1240177855142974e-06,1.0455892152094748e-06,5.482807523549127e-07,4.74499785241278e-07,5.030163379160513e-07,7.19577428753837e-07,1.1667235639833962e-06,1.7779885865820688e-06,1.0393395086794044e-06,1.210415916830243e-06,1.5022911838968867e-06,1.2134929647800163e-06,8.254426688836247e-07,1.0367259619670222e-06,8.80324535046384e-07,9.053451890395081e-07,1.2734932397506782e-06,7.243301070047892e-07,1.5259843166859355e-06,6.264194212235452e-07,1.2582224826473976e-06,6.77182526942488e-07,7.731083542239503e-07,5.00667454161885e-07,6.999422339504235e-07,8.873137744558335e-07,5.154122959538654e-07,1.5037782077342854e-06,1.0153805760637624e-06,8.251716394624964e-07,9.380979122397548e-07,1.0607415106278495e-06,1.0438031949888682e-06,1.0172522024731734e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.01600806787610054,0.008427002467215061,0.008122887462377548,0.004904218949377537,0.006995862349867821,0.006780603900551796,0.008296642452478409,0.004961797501891851,0.0062429471872746944,0.013389335945248604,0.006349002011120319,0.0160685908049345,0.014866610988974571,0.00797162763774395,0.005429476499557495,0.010645164176821709,0.006685568019747734,0.008635450154542923,0.006042317487299442,0.009189522825181484,0.007029991131275892,0.008798039518296719,0.007050324231386185,0.008097655139863491,0.005326761398464441,0.007955668494105339,0.009586900472640991,0.007427779026329517,0.006224433891475201,0.004955073352903128,0.006769936997443438,0.011301936581730843,0.006835483480244875,0.0131976418197155,0.007743523921817541,0.006373611744493246,0.007414702326059341,0.008007471449673176,0.00658898102119565,0.008023031055927277,0.0056062983348965645,0.006519842427223921
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.00041000242345035076,0.0002256752923130989,0.00017859518993645906,0.00019184341363143176,0.00016352157399524003,0.00023155557573772967,0.00023235038679558784,0.0002428032603347674,0.00021002377616241574,0.0001367314689559862,0.00019087166583631188,0.0002372041199123487,0.00014209981600288302,0.00018113864643964916,0.0002319797786185518,0.00020838183991145343,0.00018151132098864764,0.0003537130542099476,0.00017666550411377102,0.00022074310982134193,0.00012054826220264658,0.00024151428078766912,0.00017561962886247784,0.00017440112424083054,0.00014964542060624808,0.00019594938203226775,0.00018788562738336623,0.00011761714267777279,0.00023615291866008192,0.00016189679445233196,0.00015659489145036787,0.00026786886155605316,0.0002932737406808883,0.00026675709523260593,0.00028144940733909607,0.00018351039034314454,0.00016180892998818308,0.00021081551676616073,0.00038293382385745645,0.00017675339768175036,0.00016630484606139362,0.00020343900541774929
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.019973983988165855,0.015487966127693653,0.020033597946166992,0.017452316358685493,0.013094328343868256,0.02714524231851101,0.017410043627023697,0.012458602897822857,0.01156580075621605,0.017931461334228516,0.01339714601635933,0.013882598839700222,0.01591903530061245,0.013478531502187252,0.02089378423988819,0.023986926302313805,0.012598661705851555,0.01790619269013405,0.009208198636770248,0.01276274025440216,0.021917195990681648,0.009245728142559528,0.011491421610116959,0.017405793070793152,0.013782770372927189,0.006467892788350582,0.015507841482758522,0.012325303629040718,0.022060101851820946,0.017310280352830887,0.02079956978559494,0.025629740208387375,0.020350050181150436,0.02012067288160324,0.014378786087036133,0.029681481420993805,0.02324504964053631,0.009849649854004383,0.008971055969595909,0.018084263429045677,0.01335061714053154,0.01946328580379486
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005848521832376719,0.0006356808007694781,0.0003231310111004859,0.0007524906541220844,0.00047423935029655695,0.0004886628594249487,0.0008314629667438567,0.0005667159566655755,0.00048347629490308464,0.00040317431557923555,0.0003776273224502802,0.0005207241047173738,0.0007500819046981633,0.0007663783035241067,0.0005370297585614026,0.0005067336023785174,0.0009406009339727461,0.0006181650678627193,0.0007578727672807872,0.0008713318966329098,0.0005305532831698656,0.001146503258496523,0.0007993863546289504,0.0005340541247278452,0.000661742698866874,0.0005073676584288478,0.0006717750802636147,0.0004257831897120923,0.0003062139730900526,0.0008261213661171496,0.0006190882413648069,0.0005545485764741898,0.0004142688412684947,0.0005578099517151713,0.0006604758091270924,0.0003679282672237605,0.0004442995705176145,0.0006824522861279547,0.0008971548522822559,0.000639482110273093,0.0008051512413658202,0.0008816268527880311
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.004806154407560825,0.0008447585278190672,0.0006675945478491485,0.0012204120866954327,0.0005432261968962848,0.0009567628148943186,0.0009986611548811197,0.0007940353243611753,0.0006036583799868822,0.0007575550698675215,0.000741345516871661,0.0009301213431172073,0.0008268990204669535,0.0007163611007854342,0.0007958161877468228,0.0008909640600904822,0.0006968555971980095,0.000864262692630291,0.0009451391524635255,0.0009141136542893946,0.0008614250109530985,0.0013599805533885956,0.0009217932820320129,0.0006668086862191558,0.00074623036198318,0.0009446946205571294,0.000985107384622097,0.0008104881853796542,0.0007104183896444738,0.0009418904664926231,0.0012993881246075034,0.0005926804733462632,0.0006706714630126953,0.0006987243541516364,0.0010112912859767675,0.0008483132114633918,0.00048056451487354934,0.0009321465622633696,0.001110157696530223,0.0007354922126978636,0.0009034347021952271,0.0006416384712792933
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0030187431257218122,0.004525794647634029,0.00520968995988369,0.004828893579542637,0.0050834910944104195,0.0053967684507369995,0.004293575882911682,0.00556011451408267,0.0047239745035767555,0.002521354239434004,0.005463866051286459,0.0020403198432177305,0.002296876162290573,0.0018675390165299177,0.005585637409240007,0.010254128836095333,0.00697419373318553,0.006172657944262028,0.002334398217499256,0.004643287975341082,0.003442836459726095,0.002395415212959051,0.0070631252601742744,0.006408764515072107,0.004764895420521498,0.003088616067543626,0.00489674462005496,0.0038933800533413887,0.004797031171619892,0.0013401041505858302,0.005417919252067804,0.0031272866763174534,0.0023385584354400635,0.004630090203136206,0.005386491306126118,0.0023679886944592,0.003858281299471855,0.0034296060912311077,0.0049603902734816074,0.0035496598575264215,0.005695152562111616,0.001994696445763111
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.025306709110736847,0.024546010419726372,0.025860553607344627,0.05225401744246483,0.020801223814487457,0.01991749182343483,0.02964930236339569,0.023676685988903046,0.02322457544505596,0.028359413146972656,0.034777138382196426,0.029719242826104164,0.02303689904510975,0.027817849069833755,0.027979182079434395,0.022313907742500305,0.01720390096306801,0.017149025574326515,0.024881402030587196,0.020529745146632195,0.040348511189222336,0.019061153754591942,0.03841215372085571,0.0276962760835886,0.02143767662346363,0.02309367060661316,0.027672233060002327,0.03439394757151604,0.04008355364203453,0.016237426549196243,0.029834065586328506,0.017834194004535675,0.021620457991957664,0.02181357331573963,0.02384074591100216,0.03313693031668663,0.021935857832431793,0.03227826952934265,0.025668177753686905,0.03554043546319008,0.03365086019039154,0.023793216794729233
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.00013184746785555035,0.0016845394857227802,0.0015745265409350395,0.0011925736907869577,0.001511106500402093,0.0012992931297048926,0.0019539594650268555,0.0018089800141751766,0.002199727576225996,0.0019794993568211794,0.0019196177599951625,0.001524618943221867,0.0021200943738222122,0.0017867648275569081,0.0017858779756352305,0.001158806262537837,0.002447762293741107,0.0010657234815880656,0.0019820344168692827,0.0018947009230032563,0.0010287956101819873,0.0016223365673795342,0.00169509113766253,0.0026168981567025185,0.0018437866820022464,0.0020310867112129927,0.0018966675270348787,0.0011073913192376494,0.0009066785569302738,0.0025018579326570034,0.0012860815040767193,0.0011869047302752733,0.001546517014503479,0.0017499541863799095,0.001434788224287331,0.0011453754268586636,0.0025332069490104914,0.0014754440635442734,0.002327274065464735,0.0013735805405303836,0.0009482635068707168,0.0014218754367902875
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0016861101612448692,0.0025045874062925577,0.0019396869465708733,0.00184524932410568,0.002764784498140216,0.0034148276317864656,0.003607033984735608,0.001665212563239038,0.0022421504836529493,0.0023689556401222944,0.003075140528380871,0.0022654717322438955,0.003137145424261689,0.002754297573119402,0.001328831072896719,0.004937637597322464,0.0005760775529779494,0.0022523507941514254,0.0013796823332086205,0.0017864431720227003,0.0018292804015800357,0.0023300419561564922,0.0019295394886285067,0.0019331231014803052,0.0009674850152805448,0.002520371926948428,0.0015094522386789322,0.0026678135618567467,0.001174013246782124,0.001859626267105341,0.002283496782183647,0.0031882806215435266,0.0016560928197577596,0.0036152126267552376,0.00122721993830055,0.0029798003379255533,0.0025687513407319784,0.0006626721005886793,0.0009623977821320295,0.0031038124579936266,0.00269717862829566,0.003728330135345459
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.004546074662357569,0.0022495556622743607,0.0021915878169238567,0.001781046506948769,0.0015374099602922797,0.0011862972751259804,0.0023200407158583403,0.0018183074425905943,0.0017161881551146507,0.0025147313717752695,0.0015239221975207329,0.0028423278126865625,0.002966491971164942,0.0021667208056896925,0.002300004009157419,0.0019603741820901632,0.0031050676479935646,0.0024404556024819613,0.0025396670680493116,0.0021276113111525774,0.001659492845647037,0.0023037802893668413,0.0030688075348734856,0.0014890633756294847,0.0019681300036609173,0.0020832419395446777,0.0019327054033055902,0.0024157504085451365,0.002009942661970854,0.001984165981411934,0.0021707818377763033,0.0019544244278222322,0.002143903635442257,0.0023188006598502398,0.003103467635810375,0.0017974597867578268,0.0017103594727814198,0.0031254449859261513,0.0036346246488392353,0.001877363072708249,0.002085512736812234,0.00183840561658144
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.4894176721572876,0.9100285768508911,0.8969067335128784,0.9351339340209961,0.8824054598808289,0.895972490310669,0.9084469079971313,0.9205909371376038,0.8720793724060059,0.8867962956428528,0.8882550001144409,0.8687413334846497,0.8673216104507446,0.9062484502792358,0.9145367741584778,0.9413859248161316,0.9485138654708862,0.911403238773346,0.8983592987060547,0.8951455950737,0.9034855961799622,0.9139406681060791,0.8848833441734314,0.8747813105583191,0.8491791486740112,0.8510591387748718,0.9183797240257263,0.9152398705482483,0.9015627503395081,0.9085506200790405,0.8668892979621887,0.8976502418518066,0.9164398312568665,0.8953279852867126,0.8830134868621826,0.883195698261261,0.8866479992866516,0.8477283716201782,0.9357883334159851,0.8811983466148376,0.8958034515380859,0.9070949554443359
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.2240494042634964,0.035981860011816025,0.03458172082901001,0.025113966315984726,0.033762238919734955,0.018831122666597366,0.03682592138648033,0.022077923640608788,0.022645199671387672,0.03274915739893913,0.03868795931339264,0.027002591639757156,0.05629098787903786,0.03562747687101364,0.03996037691831589,0.03842057287693024,0.05467452481389046,0.037814170122146606,0.038210492581129074,0.0636369064450264,0.036621589213609695,0.01813437044620514,0.060320328921079636,0.024866800755262375,0.05280555784702301,0.031266648322343826,0.03236161544919014,0.06108783185482025,0.049148011952638626,0.03134609013795853,0.03694010153412819,0.027653014287352562,0.03965500742197037,0.024914337322115898,0.023692332208156586,0.024188686162233353,0.019203808158636093,0.032896678894758224,0.03181920200586319,0.04936860129237175,0.04912066087126732,0.026983747258782387
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.00046915916027501225,0.0014709801180288196,0.0009151939302682877,0.0013032687129452825,0.0015624926891177893,0.0012211714638397098,0.0014399138744920492,0.0017951740883290768,0.001324149314314127,0.001305349636822939,0.0011823383392766118,0.0011249168310314417,0.0014318778412416577,0.0012526267673820257,0.0016112882876768708,0.001243007369339466,0.001814514514990151,0.0016676569357514381,0.0015675770118832588,0.0013185680145397782,0.0012485473416745663,0.0017121456330642104,0.001393843675032258,0.0010758510325103998,0.0018695252947509289,0.0017355050658807158,0.0010361111490055919,0.0010368935763835907,0.001096427091397345,0.0016709899064153433,0.0011428887955844402,0.001321864314377308,0.0016299915732815862,0.002038933103904128,0.00126172904856503,0.0023363393265753984,0.001112509984523058,0.0013726777397096157,0.00163926649838686,0.0012528981314972043,0.0013113190652802587,0.0010956418700516224
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.45018714666366577,0.10322216153144836,0.09149176627397537,0.1159999743103981,0.08954761177301407,0.15857355296611786,0.0887417122721672,0.10169944912195206,0.08304614573717117,0.08395861834287643,0.05271459370851517,0.21365565061569214,0.06610323488712311,0.1342686414718628,0.08626443147659302,0.07520336657762527,0.08552984148263931,0.07893871515989304,0.08098750561475754,0.09255844354629517,0.0656287670135498,0.08676715195178986,0.15310075879096985,0.09872326254844666,0.08287335187196732,0.13007812201976776,0.1015075296163559,0.15322250127792358,0.11669891327619553,0.07978558540344238,0.11633433401584625,0.11938713490962982,0.088819719851017,0.1405058205127716,0.1726648360490799,0.08575810492038727,0.10735376924276352,0.12946055829524994,0.10000057518482208,0.11881531029939651,0.10021129995584488,0.04986708611249924
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.0007895460585132241,0.001144201378338039,0.0008589852368459105,0.0009635674068704247,0.000856956816278398,0.0010475906310603023,0.0014764805091544986,0.0015151593834161758,0.0008943445282056928,0.0016582654789090157,0.0016301097348332405,0.0015656055184081197,0.001580670359544456,0.0013313224771991372,0.0008591536316089332,0.0012216514442116022,0.0017390998546034098,0.0013664716389030218,0.0010881687048822641,0.000990631990134716,0.000778461224399507,0.0008068530587479472,0.002223836025223136,0.0009892915841192007,0.0011176613625138998,0.0013673527864739299,0.0014130995841696858,0.0012548626400530338,0.0008139354758895934,0.000682524754665792,0.001281079021282494,0.001440176973119378,0.0011625230545178056,0.0008462407276965678,0.001948477467522025,0.0007320342119783163,0.0008106364984996617,0.0011433698236942291,0.0020100492984056473,0.0012078346917405725,0.0010652282508090138,0.001492489711381495
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.121211769524962e-05,4.235993037582375e-05,3.711046520038508e-05,4.006349990959279e-05,4.680283382185735e-05,3.3799286029534414e-05,4.1751212847884744e-05,2.7901853172807023e-05,3.502021718304604e-05,3.4687625884544104e-05,3.372582432348281e-05,0.00011826675472548231,3.5962468245998025e-05,5.721540946979076e-05,2.573025631136261e-05,4.064394670422189e-05,1.994589729292784e-05,4.1964951378759e-05,5.1406077545834705e-05,3.4298158425372094e-05,5.2892712119501084e-05,4.1823652281891555e-05,4.1986932046711445e-05,3.64231709681917e-05,3.166266105836257e-05,5.025647988077253e-05,4.179149982519448e-05,4.654001531889662e-05,7.272623042808846e-05,5.280656841932796e-05,4.3657058995449916e-05,3.471211311989464e-05,5.561298530665226e-05,4.0745901060290635e-05,5.430259261629544e-05,5.9201727708568797e-05,4.564684059005231e-05,4.010347038274631e-05,3.576655944925733e-05,6.0800604842370376e-05,8.851300663081929e-05,6.668062269454822e-05
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.7159386873245239,0.03674783557653427,0.022782372310757637,0.03798460587859154,0.029366225004196167,0.014233492314815521,0.029842840507626534,0.04326244071125984,0.039784468710422516,0.033525094389915466,0.032371558248996735,0.04021535441279411,0.0697416216135025,0.04927380010485649,0.02991989068686962,0.04103512689471245,0.04918408766388893,0.030387964099645615,0.047647129744291306,0.04914460331201553,0.03249713405966759,0.019945669919252396,0.054072704166173935,0.061116334050893784,0.05545954778790474,0.024528494104743004,0.04598943516612053,0.04241851717233658,0.020670628175139427,0.035625629127025604,0.03430484980344772,0.046645186841487885,0.047986384481191635,0.037767793983221054,0.03956588730216026,0.02092341147363186,0.032826006412506104,0.033279526978731155,0.03848560154438019,0.01979866996407509,0.05275454372167587,0.021047115325927734
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5637341141700745,0.5601402521133423,0.654248058795929,0.7169966101646423,0.6434404850006104,0.46052977442741394,0.5018023252487183,0.5617918968200684,0.676235020160675,0.6216121912002563,0.6942485570907593,0.6837260723114014,0.6802356243133545,0.631992757320404,0.5377285480499268,0.5529578924179077,0.5072070956230164,0.5569667816162109,0.6199826002120972,0.5158185958862305,0.6000639200210571,0.588594913482666,0.6461428999900818,0.679262638092041,0.6221041083335876,0.6579570770263672,0.5902115106582642,0.5888174772262573,0.7146570086479187,0.564199686050415,0.571028470993042,0.6336816549301147,0.6401058435440063,0.5651028156280518,0.702219545841217,0.6610472202301025,0.5624769330024719,0.6618289947509766,0.6807681918144226,0.6650185585021973,0.6092164516448975,0.4681027829647064
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.1397607922554016,0.008074554614722729,0.00765273068100214,0.0076500847935676575,0.00810807105153799,0.007065364625304937,0.00751680601388216,0.007804778404533863,0.008027981035411358,0.00814154464751482,0.007826248183846474,0.011813444085419178,0.014436581172049046,0.0074624367989599705,0.00686402153223753,0.006886777468025684,0.007924017496407032,0.007896216586232185,0.00620282581076026,0.005999595392495394,0.006436037831008434,0.006019529886543751,0.0067529077641665936,0.0066618709824979305,0.009584019891917706,0.0070203389041125774,0.007213112898170948,0.005474953446537256,0.007666633464396,0.009479244239628315,0.005357585847377777,0.007994536310434341,0.0069136107340455055,0.00838806014508009,0.009691466577351093,0.005841546691954136,0.007270214147865772,0.008273911662399769,0.007114572916179895,0.005724424496293068,0.007288314867764711,0.008157184347510338
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0010771782835945487,0.0002824936527758837,0.00023718789452686906,0.0002204546326538548,0.00017902487888932228,0.000444486882770434,0.00019420625176280737,0.00031698329257778823,0.0002623146283440292,0.00020482705440372229,0.00032912608003243804,0.00019307099864818156,0.00022836957941763103,0.00030402434640564024,0.0003111232363153249,0.00019626165158115327,0.00019526181858964264,0.00024270356516353786,0.00026212597731500864,0.00027689614216797054,0.0003532037080731243,0.00013868593669030815,0.00019822074682451785,0.0002637984580360353,0.0002309870469616726,0.00033692983561195433,0.00027284305542707443,0.0002759415074251592,0.0002167166821891442,0.00036429541069082916,0.0003269035369157791,0.00046805618330836296,0.0003114316496066749,0.0001237513351952657,0.00035904059768654406,0.00018228236876893789,0.0002032076590694487,0.000217010427149944,0.00024028585175983608,0.000373948278138414,0.00030669657280668616,0.00026733920094557106
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.000813607475720346,0.0004296792030800134,0.0003502520266920328,0.0002915109507739544,0.0003173797158524394,0.00025191178428940475,0.00048752600559964776,0.00029032540624029934,0.0003675763728097081,0.0003606187819968909,0.0002990095235873014,0.0010131546296179295,0.00031411403324455023,0.0003751266049221158,0.0004900294006802142,0.00026702473405748606,0.0005272789858281612,0.0005037744995206594,0.0003698974323924631,0.0005179856671020389,0.00045860736281611025,0.0004042560758534819,0.0002675153664313257,0.0001647264725761488,0.00033600369351916015,0.0005860794335603714,0.0003977345477323979,0.0004546036652754992,0.00032604779698885977,0.0005066804587841034,0.0006131869740784168,0.00048643769696354866,0.0004953634343110025,0.0005362176452763379,0.0003317458613310009,0.0003642570518422872,0.0003896185662597418,0.0007153201149776578,0.0006331313052214682,0.0005261390469968319,0.0005563069717027247,0.00041480339132249355
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.5109582543373108,0.6063743829727173,0.5059671401977539,0.6382308006286621,0.6292310953140259,0.6081646084785461,0.45487913489341736,0.5823490619659424,0.7009065747261047,0.5454303026199341,0.5510525107383728,0.4980078637599945,0.6241074800491333,0.6118512749671936,0.8170775175094604,0.49315568804740906,0.6773058772087097,0.5548732876777649,0.6916337609291077,0.5249022841453552,0.661214292049408,0.3160872459411621,0.6551921963691711,0.7040503621101379,0.5471155643463135,0.7178648114204407,0.5305978059768677,0.6533311009407043,0.46909913420677185,0.7071520090103149,0.6116130948066711,0.6589915752410889,0.5572767853736877,0.4645095765590668,0.534937858581543,0.6489888429641724,0.5869418978691101,0.49540963768959045,0.7234317660331726,0.739800214767456,0.6972012519836426,0.5009201765060425
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4223652184009552,0.30859044194221497,0.19091328978538513,0.3642374277114868,0.3197145164012909,0.21006545424461365,0.26282644271850586,0.2895311117172241,0.30259791016578674,0.31160855293273926,0.17141872644424438,0.2758212089538574,0.40198007225990295,0.2775774300098419,0.32863253355026245,0.3419584631919861,0.4637266993522644,0.3496285378932953,0.27712884545326233,0.305057168006897,0.32991644740104675,0.2723701000213623,0.35933905839920044,0.27522146701812744,0.33082160353660583,0.281383216381073,0.35883116722106934,0.23649346828460693,0.18817849457263947,0.30129241943359375,0.2927407920360565,0.20364806056022644,0.2541590631008148,0.2968400716781616,0.34768906235694885,0.3280567526817322,0.2778402268886566,0.27753862738609314,0.2940881848335266,0.2999095618724823,0.29084140062332153,0.2711583971977234
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.002885703230276704,0.003317364025861025,0.0038493978790938854,0.0027629854157567024,0.002974406350404024,0.005014639813452959,0.002892138436436653,0.0037534567527472973,0.0017918281955644488,0.0029873750172555447,0.00505012646317482,0.001879397314041853,0.0030851480551064014,0.0036001186817884445,0.0030331998132169247,0.002999775344505906,0.0018772418843582273,0.004116564989089966,0.003152238903567195,0.0015068461652845144,0.0030644701328128576,0.0031907404772937298,0.004100792109966278,0.0037962005008012056,0.002656799042597413,0.0037934696301817894,0.004674217663705349,0.003602323355153203,0.004399918485432863,0.0035452148877084255,0.0027520041912794113,0.002559804357588291,0.0024345635902136564,0.0028105867095291615,0.0027016866952180862,0.003425138769671321,0.0028943715151399374,0.002459531417116523,0.003416344290599227,0.00315749435685575,0.0025383918546140194,0.0034266230650246143
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.9932682334911078e-05,2.3232916646520607e-05,1.691463330644183e-05,2.683475031517446e-05,2.030938776442781e-05,3.041111267521046e-05,2.8146336262580007e-05,2.5526385798002593e-05,2.9323211492737755e-05,2.9981341867824085e-05,1.8793238268699497e-05,3.0677485483465716e-05,2.3242504539666697e-05,3.4745866287266836e-05,2.4075574401649646e-05,2.3134638468036428e-05,2.003415283979848e-05,2.9632950827362947e-05,2.488658356014639e-05,2.4302305973833427e-05,2.287175266246777e-05,3.332355845486745e-05,3.612787259044126e-05,2.4806364308460616e-05,1.5068311768118292e-05,1.7442645912524313e-05,3.2234682294074446e-05,2.6051546228700317e-05,1.662825161474757e-05,2.133203815901652e-05,2.2868665837449953e-05,3.0925264582037926e-05,2.3397558834403753e-05,2.453151137160603e-05,3.317413938930258e-05,3.056640343856998e-05,1.936800981638953e-05,2.949146437458694e-05,2.9968115995870903e-05,2.5540395654388703e-05,4.2607905925251544e-05,2.1392110284068622e-05
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.35945868492126465,0.8283290863037109,0.7102632522583008,0.8030120134353638,0.7248458862304688,0.7154141068458557,0.5387865304946899,0.651122510433197,0.7542924880981445,0.49408769607543945,0.5273857116699219,0.5890290141105652,0.5921550393104553,0.6521777510643005,0.7292985320091248,0.6976361870765686,0.6034971475601196,0.8483503460884094,0.6339561343193054,0.8319058418273926,0.5990893840789795,0.778816819190979,0.6643764972686768,0.8022072911262512,0.686032235622406,0.8207247257232666,0.5908316969871521,0.835559070110321,0.6877731084823608,0.6153593063354492,0.6821359395980835,0.6921392679214478,0.5913668870925903,0.704759955406189,0.6645956635475159,0.5934847593307495,0.8260970115661621,0.6587695479393005,0.6368616819381714,0.6842179894447327,0.7031651139259338,0.6290629506111145
