,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.32336655259132385,0.11376719176769257,0.10538280755281448,0.11762011051177979,0.09656783938407898,0.07925841957330704,0.1129259541630745,0.101406529545784,0.14101597666740417,0.14223110675811768,0.11421193927526474,0.08845660090446472,0.13030850887298584,0.1078331395983696,0.07783545553684235,0.127271831035614,0.10157161951065063,0.10264108330011368,0.09436497837305069,0.11781913787126541,0.09613144397735596,0.08802639693021774,0.10289768874645233,0.09556344896554947,0.11755333840847015,0.11488902568817139,0.08762798458337784,0.11585426330566406,0.11615068465471268,0.08506324887275696,0.12367016822099686,0.1076078861951828,0.10468220710754395,0.11684490740299225,0.11488935351371765,0.0707717016339302,0.12915445864200592,0.1491301953792572,0.08630441129207611,0.11694719642400742,0.08575541526079178,0.10842885822057724
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.5967784747772384e-06,8.159594813150761e-07,1.0034393653768348e-06,6.436503099394031e-07,7.983639420672262e-07,6.858734877823736e-07,7.083660307216633e-07,9.908332003760734e-07,1.2524525345725124e-06,1.316403540840838e-06,5.909290052841243e-07,1.3315114983925014e-06,1.2140377521063783e-06,8.517183118783578e-07,1.5560226529487409e-06,9.691725608718116e-07,5.372681357584952e-07,5.152571134203754e-07,4.60864953311102e-07,7.097502248143428e-07,6.652973638665571e-07,1.3191751122576534e-06,1.1434767657192424e-06,3.608557790357736e-07,8.135216944538115e-07,7.416483640554361e-07,1.5411584399771527e-06,6.684004461021686e-07,8.120984489323746e-07,1.1711666729752324e-06,1.2474198456402519e-06,8.858847309056728e-07,8.985449539977708e-07,1.1894275075974292e-06,3.173066716044559e-07,7.844910214771517e-07,1.7214747458638158e-06,1.0621425872159307e-06,2.2131134755909443e-06,9.033201422425918e-07,1.9965793853771174e-06,7.558815582342504e-07
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.01600806787610054,0.008427002467215061,0.009469300508499146,0.006695093587040901,0.006952677853405476,0.005770978983491659,0.008084236644208431,0.0053827776573598385,0.007614219561219215,0.007370747160166502,0.0068275099620223045,0.007349920924752951,0.006609054282307625,0.006545507349073887,0.0073493304662406445,0.007269833702594042,0.010655329562723637,0.010336213745176792,0.008796539157629013,0.011760300025343895,0.006626511458307505,0.011335589922964573,0.005847490392625332,0.011679367162287235,0.0071225035935640335,0.008215833455324173,0.006022657733410597,0.007646759040653706,0.007736243773251772,0.013333501294255257,0.010772136971354485,0.012203541584312916,0.005922083277255297,0.008055105805397034,0.011523861438035965,0.005600117612630129,0.0050202952697873116,0.006955583579838276,0.008249133825302124,0.008391445502638817,0.007610281463712454,0.0061745112761855125
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.00041000242345035076,0.0002256752923130989,0.0002434626076137647,0.0001563840633025393,0.00019377967691980302,0.0001611171755939722,0.00014884375559631735,0.0003606283862609416,0.0003343657008372247,0.00035469711292535067,0.00039312115404754877,0.00041679065907374024,0.00023454443726222962,0.0002592282253317535,0.00015570550749544054,0.0002254450519103557,0.00018318115326110274,0.0002187996869906783,0.0002143426245311275,0.00015055644325912,0.0002345789544051513,0.00020812585717067122,0.00031631015008315444,0.00022864680795464665,0.00026308209635317326,0.00027592340484261513,0.00018832687055692077,0.00020468010916374624,0.00029124022694304585,0.00022758700652047992,0.0002903986314777285,0.00014730672410223633,0.00020373468578327447,0.0002681705809663981,0.000175428984221071,0.00020462578686419874,0.0002768888953141868,0.00017927616136148572,0.00023409783898387104,0.00023854305618442595,0.000213051273021847,0.000358402612619102
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.019973983988165855,0.015487966127693653,0.012385980226099491,0.011581861414015293,0.014763538725674152,0.014962992630898952,0.01471770741045475,0.017795361578464508,0.02371879480779171,0.01126694492995739,0.01812920905649662,0.025369267910718918,0.008810711093246937,0.01651081256568432,0.02430042065680027,0.01711157336831093,0.01139132957905531,0.01162311714142561,0.019997987896203995,0.01782326214015484,0.021804068237543106,0.01786000467836857,0.008817708119750023,0.015100577846169472,0.013292188756167889,0.019337531179189682,0.00924636796116829,0.01558362040668726,0.010833177715539932,0.02349202148616314,0.011534562334418297,0.007825274951756,0.016671327874064445,0.016897210851311684,0.019694557413458824,0.01787676103413105,0.009358026087284088,0.010431075468659401,0.011393516324460506,0.014096950180828571,0.004372504074126482,0.0288276094943285
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005848521832376719,0.0006356808007694781,0.0008174888207577169,0.0008433564216829836,0.0007321229786612093,0.0005874602939002216,0.0005361430230550468,0.0007136272615753114,0.0007217138190753758,0.000902492378372699,0.0010465654777362943,0.0006621701177209616,0.0008993790252134204,0.0005864272825419903,0.0006614217418245971,0.0007949400460347533,0.0008263758500106633,0.0006680209771730006,0.0008486813167110085,0.0008257949375547469,0.0008201473392546177,0.0008317247848026454,0.0006319849053397775,0.0006528220255859196,0.0010496759787201881,0.0009435606771148741,0.0008015349740162492,0.0006813813233748078,0.0006070372182875872,0.0005774823948740959,0.0008444098639301956,0.0008190382504835725,0.0008846921264193952,0.0006600890192203224,0.0008888754528015852,0.0008140737772919238,0.000903261941857636,0.0004798225127160549,0.0006579554174095392,0.0006688461289741099,0.0010815104469656944,0.0006597414612770081
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.004806154407560825,0.0008447585278190672,0.0008595639374107122,0.0011744135990738869,0.0006159914191812277,0.000612352741882205,0.0009968118974938989,0.0009511936223134398,0.0009482980240136385,0.0008881978574208915,0.0008225289057008922,0.001053564832545817,0.0008602034067735076,0.0008315970189869404,0.0007856620941311121,0.001086847740225494,0.0011973753571510315,0.0011186078190803528,0.0009919021977111697,0.0008774106972850859,0.0008765562670305371,0.0006254022591747344,0.0007476785685867071,0.0012167252134531736,0.0009132417035289109,0.0011333407601341605,0.0007493626326322556,0.0008454117923974991,0.0007754272664897144,0.0008958636317402124,0.000875285710208118,0.0007433852879330516,0.0009135594591498375,0.000812992628198117,0.0012050466611981392,0.0006068152724765241,0.0008347294060513377,0.0010412464616820216,0.001290933578275144,0.0010277252877131104,0.0009924760088324547,0.0007764840847812593
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0030187431257218122,0.004525794647634029,0.0026160376146435738,0.0031847753562033176,0.005199000239372253,0.004917478188872337,0.003356312168762088,0.0020637239795178175,0.0060408939607441425,0.00625399686396122,0.003067763987928629,0.004350460134446621,0.00570160336792469,0.0054501742124557495,0.0035672569647431374,0.007938449271023273,0.003972482401877642,0.005604051053524017,0.0025613305624574423,0.0038969055749475956,0.004653542302548885,0.002162576885893941,0.004274213220924139,0.00249720667488873,0.003915127832442522,0.004618268925696611,0.005462232511490583,0.004288760479539633,0.004088739864528179,0.0037000069860368967,0.002632314572110772,0.002808936405926943,0.005494896788150072,0.003433600068092346,0.003678991924971342,0.0027585048228502274,0.003286072053015232,0.002247393364086747,0.004164448939263821,0.0028673061169683933,0.005963209550827742,0.0038620138075202703
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.025306709110736847,0.024546010419726372,0.03409641608595848,0.024942923337221146,0.02928975038230419,0.01663314178586006,0.03181181848049164,0.02534451335668564,0.028407007455825806,0.02922922559082508,0.0218586977571249,0.020766157656908035,0.019148647785186768,0.03363749012351036,0.02618440054357052,0.03071676939725876,0.0227048359811306,0.029000576585531235,0.027265753597021103,0.0331869013607502,0.01878436841070652,0.01786412112414837,0.029725704342126846,0.03466132655739784,0.024576162919402122,0.01942329853773117,0.021105673164129257,0.025173544883728027,0.04497379809617996,0.033284034579992294,0.024106353521347046,0.033980559557676315,0.022889500483870506,0.016246125102043152,0.03292268514633179,0.023287085816264153,0.02271670661866665,0.03728195279836655,0.03114888444542885,0.02674270048737526,0.017959365621209145,0.022013133391737938
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.00013184746785555035,0.0016845394857227802,0.0016544386744499207,0.0018228970002382994,0.0010746949119493365,0.0020162751898169518,0.0015939329750835896,0.001668452867306769,0.001681736670434475,0.0029570674523711205,0.0018504676409065723,0.002019319450482726,0.0015165458898991346,0.0009628238622099161,0.001567256054840982,0.0018127333605661988,0.001233436749316752,0.0017394203459843993,0.001460994710214436,0.001729893498122692,0.0017193133244290948,0.0010406578658148646,0.0017867597052827477,0.0016194512136280537,0.0015184798976406455,0.0013255939120426774,0.001875675399787724,0.0020503040868788958,0.002080830978229642,0.002237674780189991,0.0017415086040273309,0.0024416695814579725,0.0013581512030214071,0.0016163985710591078,0.0008044604328460991,0.0014478900702670217,0.0019701316487044096,0.0016972639132291079,0.0011537253158167005,0.0023110934998840094,0.0029575470834970474,0.0018476792611181736
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0016861101612448692,0.0025045874062925577,0.0018302694661542773,0.0014506570296362042,0.003180323401466012,0.0014831663575023413,0.0012641912326216698,0.0012217358453199267,0.0015186307718977332,0.0011602687882259488,0.0015086692292243242,0.002927336608991027,0.0028607554268091917,0.0011970383347943425,0.0023058364167809486,0.0014688255032524467,0.0010267265606671572,0.0014233140973374248,0.0019425334176048636,0.0015654661692678928,0.002366838976740837,0.0011263301130384207,0.0021840690169483423,0.001437536207959056,0.0010424419306218624,0.001296655391342938,0.0022481565829366446,0.0021951538510620594,0.0013735678512603045,0.0018922783201560378,0.0021025293972343206,0.0011826582485809922,0.0012821224518120289,0.001114281127229333,0.0013830901589244604,0.001137556741014123,0.001266541425138712,0.0009782995330169797,0.0020099561661481857,0.0014821294462308288,0.002059005666524172,0.001007859711535275
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.004546074662357569,0.0022495556622743607,0.001962155569344759,0.0022416035644710064,0.0016766261542215943,0.0021981908939778805,0.0015849457122385502,0.0019204590935260057,0.0018767047440633178,0.002107132924720645,0.002007772447541356,0.0015706295380368829,0.0019793992396444082,0.0022254446521401405,0.0021813015919178724,0.002085019601508975,0.002343433443456888,0.002289006020873785,0.0021838839165866375,0.0017897558864206076,0.0026847373228520155,0.0027227948885411024,0.00213117734529078,0.0026704827323555946,0.002360522747039795,0.003079663962125778,0.0017893820768222213,0.0018282538512721658,0.001698864041827619,0.001973389182239771,0.0022086736280471087,0.0027090280782431364,0.0018756972858682275,0.0024532878305763006,0.00215131719596684,0.00240316241979599,0.002086231717839837,0.002967915730550885,0.001960806082934141,0.002436127280816436,0.00335481483489275,0.002680408302694559
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.4894176721572876,0.9100285768508911,0.9161489605903625,0.9364223480224609,0.8803769946098328,0.8793558478355408,0.9244335889816284,0.867768406867981,0.9392156004905701,0.8965698480606079,0.9009625315666199,0.9110473394393921,0.9239562749862671,0.860201895236969,0.8075076341629028,0.9369484186172485,0.9079458713531494,0.8858466148376465,0.8814031481742859,0.9123981595039368,0.9313937425613403,0.8681724071502686,0.9034218788146973,0.8740910291671753,0.8855148553848267,0.8664869070053101,0.9094523787498474,0.935381293296814,0.9109324812889099,0.9042824506759644,0.871079683303833,0.8724527359008789,0.9060741066932678,0.905682384967804,0.8831357359886169,0.888343870639801,0.9152401685714722,0.8958403468132019,0.8963344097137451,0.9553431272506714,0.9269694089889526,0.8848569989204407
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.2240494042634964,0.035981860011816025,0.03759149834513664,0.038520317524671555,0.025263281539082527,0.030216125771403313,0.04439294710755348,0.027195140719413757,0.03365272656083107,0.02933988906443119,0.026837637647986412,0.02457709051668644,0.0238326545804739,0.033998969942331314,0.029046468436717987,0.0470685251057148,0.057089973241090775,0.04270204156637192,0.04906919598579407,0.04223601520061493,0.040131550282239914,0.030834047123789787,0.019008593633770943,0.02785457856953144,0.0445588193833828,0.04886414110660553,0.02422437071800232,0.03331350162625313,0.0331181176006794,0.04072267934679985,0.02553715929389,0.04960262402892113,0.03707103803753853,0.030075080692768097,0.032814934849739075,0.01633331924676895,0.03604250028729439,0.053677789866924286,0.05537562444806099,0.0388830341398716,0.02868352085351944,0.03352614492177963
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.00046915916027501225,0.0014709801180288196,0.0016864044591784477,0.001674925908446312,0.0012265376280993223,0.001285997568629682,0.0009461409063078463,0.0010018822504207492,0.001208765897899866,0.001677364227361977,0.0013547863345593214,0.00113468908239156,0.0015534893609583378,0.0012214964954182506,0.0017410131404176354,0.0012206193059682846,0.00169778720010072,0.0016112042358145118,0.00143279111944139,0.00124271004460752,0.0017006847774609923,0.0013475908199325204,0.0017557713435962796,0.000994768925011158,0.0018590250983834267,0.001382115064188838,0.001543632592074573,0.0014385749818757176,0.001784873311407864,0.0015082082245498896,0.0014499874087050557,0.0013425195356830955,0.0014846703270450234,0.0014176556142047048,0.0018488066270947456,0.0016518512275069952,0.0018908740021288395,0.0011936690425500274,0.001419742009602487,0.0013731290819123387,0.0011832746677100658,0.001092463149689138
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.45018714666366577,0.10322216153144836,0.14218518137931824,0.10762520134449005,0.10254126787185669,0.05624512955546379,0.10456028580665588,0.11712933331727982,0.07805562764406204,0.11280995607376099,0.19829551875591278,0.13471373915672302,0.08264760673046112,0.06378676742315292,0.1399141550064087,0.102391317486763,0.08232749998569489,0.08028853684663773,0.10819564014673233,0.12459316849708557,0.10479915142059326,0.13266614079475403,0.11645626276731491,0.1361728012561798,0.0695754885673523,0.07257751375436783,0.11088363826274872,0.08056718856096268,0.10438913106918335,0.10379461944103241,0.11386655271053314,0.07927261292934418,0.09427604079246521,0.0699005275964737,0.09588170051574707,0.13897380232810974,0.075577512383461,0.11012371629476547,0.09477518498897552,0.09648991376161575,0.04236629232764244,0.09230928868055344
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.0007895460585132241,0.001144201378338039,0.0009541785693727434,0.0012481414014473557,0.0009076748974621296,0.0006167344399727881,0.000859380466863513,0.0009373871143907309,0.001282449346035719,0.0009441996226087213,0.0013048634864389896,0.0010544738033786416,0.000845256494358182,0.000739059061743319,0.001018321723677218,0.001122756046243012,0.001586618716828525,0.0011755950981751084,0.0012547423830255866,0.0010429531103000045,0.001267177751287818,0.0006310235476121306,0.0008252633269876242,0.0010950180003419518,0.0012792126508429646,0.0011509762844070792,0.000813801889307797,0.000779946509283036,0.0008850564481690526,0.000922950217500329,0.0008790827123448253,0.0016380941960960627,0.0009806480957195163,0.0008242625626735389,0.0008617977146059275,0.0009579596226103604,0.0011081176344305277,0.001096399500966072,0.0009412275394424796,0.001351168262772262,0.0015507466159760952,0.0005580573924817145
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.121211769524962e-05,4.235993037582375e-05,3.757194645004347e-05,6.06270223215688e-05,4.785167766385712e-05,5.9629048337228596e-05,3.688750075525604e-05,2.9422873922158033e-05,5.1587496272986755e-05,3.27009147440549e-05,5.996184700052254e-05,3.6585941415978596e-05,5.143632733961567e-05,3.9635975554119796e-05,4.698564953287132e-05,4.339643055573106e-05,2.1819289031554945e-05,6.25389366177842e-05,3.7183399399509653e-05,3.752002521650866e-05,7.832829578546807e-05,4.1780331230256706e-05,5.827155109727755e-05,3.643023592303507e-05,5.665166463586502e-05,2.7290278012515046e-05,3.915557681466453e-05,5.0367892981739715e-05,4.0828184864949435e-05,3.896568887284957e-05,5.366745972423814e-05,3.6642759368987754e-05,3.2720159651944414e-05,7.052574073895812e-05,2.6341955162934028e-05,3.221047518309206e-05,6.066207424737513e-05,3.84106497222092e-05,3.710494638653472e-05,3.447329072514549e-05,4.048935807077214e-05,5.312337452778593e-05
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.7159386873245239,0.03674783557653427,0.028973937034606934,0.0407031811773777,0.0206160806119442,0.03631781041622162,0.03697480633854866,0.024321695789694786,0.025304680690169334,0.04711110517382622,0.025834549218416214,0.03946037217974663,0.02406899258494377,0.024957073852419853,0.03614507243037224,0.04038754850625992,0.059612683951854706,0.029346982017159462,0.04468420147895813,0.03164001554250717,0.03094753436744213,0.03519408404827118,0.039386678487062454,0.02885926514863968,0.04247969016432762,0.05656221881508827,0.035473909229040146,0.031699709594249725,0.04689362272620201,0.02739829570055008,0.04605202004313469,0.022055363282561302,0.026816651225090027,0.03716412931680679,0.04672084003686905,0.025381680577993393,0.025548167526721954,0.04080688953399658,0.032030779868364334,0.04982957988977432,0.04093466326594353,0.03556351736187935
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5637341141700745,0.5601402521133423,0.5011181235313416,0.6507700681686401,0.6036482453346252,0.5590726137161255,0.6281658411026001,0.6505517363548279,0.4870346486568451,0.5667900443077087,0.5378678441047668,0.49684378504753113,0.5660613179206848,0.524411678314209,0.5042752623558044,0.6012553572654724,0.65362149477005,0.6047080755233765,0.6304295659065247,0.624609112739563,0.4990669786930084,0.4583662748336792,0.5577546954154968,0.4925392270088196,0.696056604385376,0.5327677726745605,0.5182181596755981,0.5411099791526794,0.5760286450386047,0.4018249213695526,0.6954273581504822,0.6282670497894287,0.6499495506286621,0.6121678948402405,0.5907375812530518,0.5446855425834656,0.5570883750915527,0.6266623139381409,0.6299876570701599,0.503852128982544,0.5914599895477295,0.37530431151390076
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.1397607922554016,0.008074554614722729,0.006661221385002136,0.008261613547801971,0.0086597865447402,0.006588267162442207,0.007662211544811726,0.008329500444233418,0.007766557391732931,0.0066887205466628075,0.0077027445659041405,0.009867903776466846,0.006024761591106653,0.005354907363653183,0.00775075051933527,0.006469260435551405,0.008216526359319687,0.010930192656815052,0.008365784771740437,0.006579150911420584,0.009428433142602444,0.012223904021084309,0.005111423786729574,0.006074193865060806,0.009847708977758884,0.006875353865325451,0.005292901769280434,0.007863258011639118,0.005457318853586912,0.006036213133484125,0.00847239326685667,0.005491300951689482,0.007651861757040024,0.009430421516299248,0.005877234507352114,0.007815198972821236,0.008781323209404945,0.005947235506027937,0.006359970197081566,0.009489244781434536,0.004545719362795353,0.0076908632181584835
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0010771782835945487,0.0002824936527758837,0.0003529488167259842,0.0003031664527952671,0.00030702122603543103,0.00026631858781911433,0.00043948879465460777,0.0002771899162326008,0.0002531654026824981,0.00034939442411996424,0.00015119841555133462,0.0003507312503643334,0.0003339785325806588,0.00016357164713554084,0.00034259181120432913,0.00030124554177746177,0.00011541676212800667,0.00019657191296573728,0.00017345898959320039,0.0002278869942529127,0.00034718678216449916,0.0002860909444279969,0.00040635393816046417,0.00025027996161952615,0.00016624772979412228,0.00019102872465737164,0.00028367622871883214,0.00031279135146178305,0.0002649342641234398,0.000353157811332494,0.00020333850989118218,7.523230306105688e-05,0.00027832077466882765,0.00020693081023637205,0.00018292943423148245,0.00034690528991632164,0.00016552866145502776,0.00012961616448592395,0.00012829244951717556,0.00017661473248153925,0.00015882705338299274,0.00035258400021120906
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.000813607475720346,0.0004296792030800134,0.00025291371275670826,0.0002760370261967182,0.0004405939544085413,0.0003475940611679107,0.00034323768340982497,0.0004517711640801281,0.0004842619819100946,0.000263210735283792,0.00031947938259691,0.00039370969170704484,0.00036639533936977386,0.0005255641299299896,0.00033409593743272126,0.0003808033652603626,0.0003181553620379418,0.0003641878720372915,0.0005137523985467851,0.00042808669968508184,0.0005287925014272332,0.00042610615491867065,0.0003544672508724034,0.00043032041867263615,0.0004035024612676352,0.0004398479941301048,0.0004417588352225721,0.00030109440558589995,0.0002967960317619145,0.00033069661003537476,0.00048020732356235385,0.0005312405992299318,0.00034036862780340016,0.00036523735616356134,0.0002686846419237554,0.0003668444696813822,0.0003984605718869716,0.0005637069116346538,0.0003033651446457952,0.0003536624426487833,0.0008667022921144962,0.000342094135703519
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.5109582543373108,0.6063743829727173,0.526088297367096,0.6953202486038208,0.6550338864326477,0.6840925216674805,0.42998722195625305,0.650268018245697,0.7166069149971008,0.6400585770606995,0.5240132808685303,0.5539411902427673,0.5911670327186584,0.5171324610710144,0.5321217179298401,0.6132000088691711,0.6670027375221252,0.6512707471847534,0.5359882712364197,0.5309324264526367,0.6740909814834595,0.6254318356513977,0.5973634719848633,0.5274465084075928,0.6593484878540039,0.5571520328521729,0.5320717692375183,0.5949574112892151,0.5355386734008789,0.4595535695552826,0.6835078001022339,0.6508082747459412,0.5832661390304565,0.6949782967567444,0.4867666959762573,0.6633628010749817,0.5951838493347168,0.5480093955993652,0.577458381652832,0.6025846004486084,0.6125230193138123,0.5990724563598633
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4223652184009552,0.30859044194221497,0.26394322514533997,0.2851863503456116,0.22452056407928467,0.3146006166934967,0.29656365513801575,0.3394874036312103,0.3711518347263336,0.24526940286159515,0.2813117802143097,0.1827404499053955,0.2714011073112488,0.20687620341777802,0.3495829999446869,0.3173384666442871,0.3293501138687134,0.25308820605278015,0.26130640506744385,0.27750304341316223,0.22845418751239777,0.2389884889125824,0.27620869874954224,0.31179770827293396,0.30627134442329407,0.35103660821914673,0.32827550172805786,0.2739538550376892,0.27159440517425537,0.3104414641857147,0.27782681584358215,0.37577059864997864,0.3177013695240021,0.27448299527168274,0.31416213512420654,0.3041497468948364,0.2628466784954071,0.18923483788967133,0.25969550013542175,0.40524786710739136,0.32874366641044617,0.4115902781486511
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.002885703230276704,0.003317364025861025,0.0020678965374827385,0.00266083306632936,0.0023758593015372753,0.0030202348716557026,0.003743556095287204,0.003068659221753478,0.0021422270219773054,0.0037302656564861536,0.002850826596841216,0.003143970388919115,0.00416594510897994,0.0029360849875956774,0.0028510952834039927,0.002810279605910182,0.002109276596456766,0.002827419200912118,0.0027153294067829847,0.0030833848286420107,0.0031171541195362806,0.002824474358931184,0.002714066067710519,0.0027630028780549765,0.00333714229054749,0.0027684979140758514,0.0022788618225604296,0.0027018787804991007,0.002758581656962633,0.002571966266259551,0.0032046062406152487,0.003123423783108592,0.0023795305751264095,0.0029507086146622896,0.002854313002899289,0.0021314353216439486,0.00260364543646574,0.0027332415338605642,0.0025487765669822693,0.00269690970890224,0.0034463852643966675,0.003018500516191125
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.9932682334911078e-05,2.3232916646520607e-05,2.716024755500257e-05,2.1674362869816832e-05,1.9542640075087547e-05,1.9748025806620717e-05,2.5803263270063326e-05,1.4396879123523831e-05,2.638746809680015e-05,1.6194835552596487e-05,2.9174787414376624e-05,2.428465086268261e-05,2.1759229639428668e-05,2.5245459255529568e-05,2.1489287973963656e-05,1.9810671801678836e-05,1.683530535956379e-05,1.7880165614769794e-05,2.843269976438023e-05,1.904085547721479e-05,2.008507181017194e-05,2.6329107640776783e-05,1.9923727450077422e-05,2.2729769625584595e-05,1.3949855201644823e-05,2.2379525034921244e-05,1.989872907870449e-05,2.2721473214915022e-05,2.243754715891555e-05,2.2005944629199803e-05,2.5312685465905815e-05,2.492164094292093e-05,2.2145797629491426e-05,2.1287180061335675e-05,2.1282949091983028e-05,1.9122468074783683e-05,2.7318876163917594e-05,2.9688722861465067e-05,1.9140130461892113e-05,2.1321508029359393e-05,2.4995491912704892e-05,1.6584923287155107e-05
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.35945868492126465,0.8283290863037109,0.8271950483322144,0.7615094184875488,0.6043029427528381,0.7094550132751465,0.7459468245506287,0.8000254034996033,0.7196775674819946,0.6275075078010559,0.7925082445144653,0.8180444836616516,0.8263808488845825,0.7723791003227234,0.8113356828689575,0.8880041241645813,0.8106713891029358,0.5735475420951843,0.723974883556366,0.8127215504646301,0.7480453252792358,0.7479881644248962,0.6907709836959839,0.6981937289237976,0.7581175565719604,0.7676992416381836,0.6846423745155334,0.8445889949798584,0.7475934624671936,0.7645958065986633,0.771232008934021,0.779471755027771,0.6866550445556641,0.762637197971344,0.8143007755279541,0.7350441217422485,0.6723959445953369,0.8056109547615051,0.6181844472885132,0.7711060047149658,0.7699233293533325,0.7132377624511719
