,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.7445741891860962,0.8675699830055237,0.7953996658325195,0.7927488684654236,0.7939110398292542,0.7763806581497192,0.7543054819107056,0.8225762844085693,0.761763334274292,0.9024019241333008,0.8150808215141296,0.7628390789031982,0.8845204710960388,0.8366364240646362,0.7371532320976257,0.8978977799415588,0.751520037651062,0.7908369898796082,0.8918933868408203,0.8004040122032166,0.8308844566345215,0.8489109873771667,0.7981255054473877,0.8023620843887329,0.7940927743911743,0.7954637408256531,0.7888913750648499,0.7997087240219116,0.8332769870758057,0.831887423992157,0.7935219407081604,0.8558645248413086,0.7475214600563049,0.8086938261985779,0.871310830116272,0.7809610366821289,0.8771514296531677,0.8484360575675964,0.6220223903656006,0.7385173439979553,0.7000637054443359,0.8808873295783997
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.6114038317027735e-06,1.1122016303488635e-06,2.6051484383060597e-06,2.6785619411384687e-06,1.4784131963097025e-06,1.1292279396002414e-06,1.833685587371292e-06,1.221472871293372e-06,1.3698189604838262e-06,3.472539447102463e-06,1.1198063702977379e-06,2.3033974230202148e-06,1.2886537206213688e-06,2.183960532420315e-06,1.3162870118321734e-06,1.8608510572448722e-06,1.1618776625255123e-06,1.2113456477891305e-06,7.589957249365398e-07,1.4321493608804303e-06,4.502322099142475e-06,2.8251749881746946e-06,1.3653727819473715e-06,1.2769957038472057e-06,9.867961807685788e-07,1.4141162409941899e-06,1.6367594071198255e-06,1.0016526630352018e-06,3.0408928068936802e-06,1.3120107951181126e-06,1.2201360277686035e-06,1.8166583686252125e-06,1.7940346879186109e-06,9.467706831856049e-07,1.6706976566638332e-06,7.344203822867712e-07,1.0603001783238142e-06,2.088529072352685e-06,3.1349065920949215e-06,1.4735808235855075e-06,1.8649935782377725e-06,8.025162969715893e-07
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.06391549110412598,0.05679523944854736,0.042807504534721375,0.05962227284908295,0.0772802084684372,0.042660050094127655,0.043820641934871674,0.0366964191198349,0.04779744893312454,0.039379268884658813,0.034041628241539,0.06290000677108765,0.044767219573259354,0.05990668386220932,0.0692819207906723,0.052606288343667984,0.07091501355171204,0.08736994862556458,0.06216660887002945,0.04593183845281601,0.05139637738466263,0.06543127447366714,0.057184938341379166,0.03977552801370621,0.046436652541160583,0.05382271483540535,0.08692537993192673,0.0762285515666008,0.07424940913915634,0.060306381434202194,0.06553411483764648,0.07504414767026901,0.05561750754714012,0.0731302872300148,0.048824846744537354,0.05817441642284393,0.05460648238658905,0.03808780014514923,0.03594605252146721,0.05296221747994423,0.03273189067840576,0.05502237752079964
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.0003778802929446101,0.0002615385747049004,0.0002630403614602983,0.00014657217252533883,0.00035676301922649145,0.0002934871008619666,6.979785393923521e-05,0.00042640799074433744,0.00034863254404626787,0.000542912632226944,0.00027963530737906694,0.00032676427508704364,0.0003180931380484253,0.0001668520417297259,0.00017451973690185696,0.00022813752002548426,0.0002770335413515568,0.000327128975186497,0.0002351415459997952,0.00012239950592629611,0.00029210824868641794,0.00038875825703144073,0.0003028930223081261,0.00022692019410897046,0.0002952182258013636,0.0002297090832144022,0.0004146282153669745,0.0002630803210195154,0.00023668783251196146,0.00020048154692631215,0.0003898458671756089,0.0002633845724631101,0.00033012768835760653,0.00022214525961317122,0.00029143961728550494,0.00027721415972337127,0.0002939162659458816,0.00041423228685744107,0.00012646964751183987,0.0002505305747035891,0.0005378134083002806,0.0005017453222535551
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.0936848372220993,0.009152436628937721,0.003669052617624402,0.002058232668787241,0.015663180500268936,0.010977402329444885,0.0020240696612745523,0.0089687779545784,0.0034943767823278904,0.00377208786085248,0.008045686408877373,0.002715140348300338,0.00777121726423502,0.004395754542201757,0.0031306594610214233,0.013769884593784809,0.009375875815749168,0.005022235680371523,0.004739614203572273,0.003986630588769913,0.007204916328191757,0.00558089604601264,0.010059547610580921,0.007157101295888424,0.0064411167986691,0.0028477602172642946,0.015680693089962006,0.008406100794672966,0.0052322461269795895,0.00901149120181799,0.009175839833915234,0.006373272277414799,0.010046878829598427,0.0141905527561903,0.010618810541927814,0.00414696242660284,0.003350201528519392,0.004339843522757292,0.005316892173141241,0.023273779079318047,0.004932241979986429,0.0070868139155209064
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.015482199378311634,0.009966002777218819,0.008500037714838982,0.008616771548986435,0.01242759544402361,0.010754969902336597,0.0068219490349292755,0.004038209095597267,0.004711728543043137,0.009450390003621578,0.00691914651542902,0.013403384014964104,0.012777667492628098,0.00996210053563118,0.006835132837295532,0.010061345063149929,0.010648451745510101,0.015813905745744705,0.012883918359875679,0.007368979509919882,0.006966073531657457,0.010963491164147854,0.004403377417474985,0.005867183208465576,0.009393981657922268,0.011347990483045578,0.00788947381079197,0.010921144858002663,0.007120105437934399,0.012068872340023518,0.009698492474853992,0.023971959948539734,0.015001573599874973,0.007086140103638172,0.011850682087242603,0.008727875538170338,0.008305232040584087,0.007937080226838589,0.019899850711226463,0.011423259042203426,0.010169336572289467,0.007709508296102285
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.5642232894897461,0.008948111906647682,0.0076813227497041225,0.018552426248788834,0.020559849217534065,0.019839584827423096,0.002022945089265704,0.0027407659217715263,0.00846980419009924,0.0031715009827166796,0.0066581834107637405,0.012999226339161396,0.004330539610236883,0.013422632589936256,0.024665042757987976,0.01642095297574997,0.006076340097934008,0.007330699823796749,0.023461055010557175,0.002441610209643841,0.0024924620520323515,0.007618417497724295,0.005136258900165558,0.00288669066503644,0.009617459028959274,0.025717515498399734,0.013588265515863895,0.009325685910880566,0.004908747971057892,0.02351740002632141,0.01155511848628521,0.01626085676252842,0.009279453195631504,0.0038021274376660585,0.029645152390003204,0.004603018518537283,0.004883599933236837,0.0353521853685379,0.01476768497377634,0.0062751807272434235,0.01221515890210867,0.008231551386415958
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0016194165218621492,0.0026144669391214848,0.0023192521184682846,0.0025783898308873177,0.0012909340439364314,0.0023577443789690733,0.0036434829235076904,0.0016532795270904899,0.0027702907100319862,0.004552225116640329,0.0018042329465970397,0.0017044397536665201,0.001364231458865106,0.002408694475889206,0.0016035916050896049,0.0040491195395588875,0.0035949982702732086,0.004278125241398811,0.0028896594885736704,0.004157266579568386,0.0035786903463304043,0.0042456346563994884,0.0006574995932169259,0.0013578386278823018,0.00144983793143183,0.0011061413679271936,0.001778888050466776,0.003166572190821171,0.0015135997673496604,0.0032157758250832558,0.0016695735976099968,0.006487260106950998,0.0007174827624112368,0.0012142302002757788,0.006668905261904001,0.00042413509800098836,0.003590998239815235,0.0028526305686682463,0.00288157700560987,0.004414504859596491,0.0011888900771737099,0.003077352186664939
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.28287118673324585,0.19139577448368073,0.2270904779434204,0.1764969378709793,0.18588319420814514,0.1199084147810936,0.15660318732261658,0.15935957431793213,0.1937684416770935,0.10631980001926422,0.19331975281238556,0.09046560525894165,0.3956433832645416,0.1377364844083786,0.1087055504322052,0.270294725894928,0.15547549724578857,0.2246641367673874,0.17227686941623688,0.2273593693971634,0.1371462643146515,0.139755517244339,0.18409986793994904,0.23810924589633942,0.12746112048625946,0.14771807193756104,0.20674744248390198,0.1614176630973816,0.09512034803628922,0.12364024668931961,0.13447916507720947,0.2390901893377304,0.2237406224012375,0.23417861759662628,0.15924233198165894,0.22494569420814514,0.11741872131824493,0.13906823098659515,0.1532883197069168,0.16509592533111572,0.1573021560907364,0.11018025875091553
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.0013952578883618116,0.002460734685882926,0.002614902099594474,0.005601527635008097,0.003182691289111972,0.001877485541626811,0.0029934097547084093,0.0027504083700478077,0.0027652422431856394,0.00285162846557796,0.0029471234884113073,0.002385055646300316,0.003702873131260276,0.0028698535170406103,0.0012443739688023925,0.0028318320401012897,0.0015838069375604391,0.0024563230108469725,0.002159078372642398,0.00471926387399435,0.0019527635304257274,0.0016627894947305322,0.0028282571583986282,0.0034382084850221872,0.0023469822481274605,0.0032903854735195637,0.002856791950762272,0.0030328105203807354,0.003798585617914796,0.0026937436778098345,0.002771161263808608,0.003297832328826189,0.0017390246503055096,0.003567913779988885,0.004078787751495838,0.0015860715648159385,0.003909135702997446,0.003637033747509122,0.003945797681808472,0.002607024973258376,0.004067215137183666,0.0011545083252713084
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0256805419921875,0.012151693925261497,0.008353829383850098,0.007847893983125687,0.012616338208317757,0.008630133233964443,0.003939993213862181,0.005063340999186039,0.012316957116127014,0.0029983653221279383,0.0036717751063406467,0.007012944668531418,0.01902216114103794,0.00627020513638854,0.00930021982640028,0.004957802593708038,0.011096459813416004,0.00468028336763382,0.012886511161923409,0.0032607554458081722,0.004399570636451244,0.011719806119799614,0.006203625816851854,0.00715870875865221,0.00268258317373693,0.005690652411431074,0.00900341011583805,0.008936516009271145,0.006160400807857513,0.00927387923002243,0.01069843489676714,0.01516417134553194,0.007479601539671421,0.010746878571808338,0.01106549147516489,0.006967343855649233,0.010518026538193226,0.008656435646116734,0.01188343483954668,0.01072639413177967,0.005803061183542013,0.0077130612917244434
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.01713889092206955,0.041291117668151855,0.023194212466478348,0.030723143368959427,0.01862981542944908,0.029247518628835678,0.02875889651477337,0.023808972910046577,0.04095495864748955,0.0281958170235157,0.031344909220933914,0.02980908937752247,0.06346379965543747,0.0361030250787735,0.032737959176301956,0.03819769248366356,0.033510539680719376,0.050114624202251434,0.026675229892134666,0.026367636397480965,0.02979847602546215,0.041288577020168304,0.03253518044948578,0.021992167457938194,0.047340940684080124,0.04230097681283951,0.025456516072154045,0.048210084438323975,0.028703488409519196,0.06105691194534302,0.029438074678182602,0.06930409371852875,0.021778009831905365,0.030618028715252876,0.04866182059049606,0.02763555385172367,0.02574824169278145,0.020609939470887184,0.01755467988550663,0.030218852683901787,0.04102794826030731,0.04094083979725838
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.8578641414642334,0.7496615648269653,0.8074273467063904,0.8237656354904175,0.8697419166564941,0.8505426645278931,0.8257442116737366,0.7608352303504944,0.8640839457511902,0.7727162837982178,0.7412606477737427,0.8197746276855469,0.8367224931716919,0.7535115480422974,0.8217118382453918,0.8186259269714355,0.7124842405319214,0.8054380416870117,0.6954375505447388,0.8300456404685974,0.7315650582313538,0.844140887260437,0.79328852891922,0.8474262356758118,0.5660555958747864,0.6931422352790833,0.8493929505348206,0.8506602048873901,0.8428698182106018,0.8211246132850647,0.8648882508277893,0.7609207630157471,0.8261975049972534,0.7899032235145569,0.8119751811027527,0.8195294737815857,0.7688882946968079,0.6757422685623169,0.6871751546859741,0.7847675681114197,0.7552163600921631,0.7775012850761414
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.5312038064002991,0.10876207053661346,0.12719538807868958,0.18744805455207825,0.11713176965713501,0.11075738817453384,0.08729218691587448,0.1275152713060379,0.09906463325023651,0.12281873822212219,0.062320221215486526,0.14987538754940033,0.19566041231155396,0.1213517040014267,0.12311585247516632,0.11408460885286331,0.1439657062292099,0.18329951167106628,0.11265522241592407,0.11108633875846863,0.16976474225521088,0.14005139470100403,0.15188387036323547,0.05808822065591812,0.06711098551750183,0.15992198884487152,0.13494665920734406,0.10296989977359772,0.11354836821556091,0.11966358870267868,0.08175107091665268,0.13957525789737701,0.10613838583230972,0.05514688417315483,0.05081251636147499,0.10564763098955154,0.1003631129860878,0.0765993520617485,0.15651381015777588,0.07581065595149994,0.0919581949710846,0.0845147967338562
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.002444321056827903,0.0022951888386160135,0.004947583191096783,0.002125483239069581,0.0022034896537661552,0.002570680808275938,0.001152575365267694,0.0013752589002251625,0.0035831048153340816,0.005358357448130846,0.0030612796545028687,0.001098211039789021,0.022755203768610954,0.00254965852946043,0.002316195284947753,0.010742966085672379,0.0028987512923777103,0.0037249247543513775,0.0010735616087913513,0.0021316595375537872,0.0035336948931217194,0.003563234582543373,0.010900086723268032,0.0015892437659204006,0.001219055731780827,0.0011280865874141455,0.006551293656229973,0.003012782195582986,0.0021376267541199923,0.003948730416595936,0.001172365853562951,0.0048792981542646885,0.006011889781802893,0.006860039196908474,0.0019304548623040318,0.00223507359623909,0.0019625930581241846,0.0009310959721915424,0.0033486508764326572,0.0039013754576444626,0.005499676335602999,0.0006703902035951614
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.6233236789703369,0.42811810970306396,0.22847530245780945,0.25034382939338684,0.2466444969177246,0.07968157529830933,0.36115944385528564,0.3754120469093323,0.3090018928050995,0.15841718018054962,0.18981420993804932,0.3746703267097473,0.4198513329029083,0.26311975717544556,0.14737559854984283,0.37653258442878723,0.5026070475578308,0.36061516404151917,0.24162234365940094,0.27073660492897034,0.1401599645614624,0.14808405935764313,0.2577893137931824,0.39544597268104553,0.3957909047603607,0.49207377433776855,0.23639631271362305,0.418112188577652,0.2606422007083893,0.3851316571235657,0.2495073825120926,0.23810522258281708,0.3947288691997528,0.33604007959365845,0.41012707352638245,0.2421576976776123,0.2224450707435608,0.30516761541366577,0.4518646001815796,0.32078826427459717,0.24880819022655487,0.2676032483577728
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.1652836948633194,0.007013880182057619,0.010363735258579254,0.00988254975527525,0.011168641969561577,0.006770579144358635,0.010495983064174652,0.0074002984911203384,0.00671908026561141,0.011679871007800102,0.007703883573412895,0.00803158525377512,0.01969948597252369,0.010827048681676388,0.0053906915709376335,0.012149578891694546,0.006817947141826153,0.012480154633522034,0.018310826271772385,0.007826726883649826,0.0072163175791502,0.006754965987056494,0.011448081582784653,0.008268367499113083,0.012258182279765606,0.010947681963443756,0.009200787171721458,0.007087999489158392,0.006729308050125837,0.00890769436955452,0.006768675055354834,0.010713690891861916,0.008285662159323692,0.011992714367806911,0.006815786473453045,0.00766169186681509,0.00846345629543066,0.005215684417635202,0.004568423144519329,0.008535225875675678,0.015982747077941895,0.004476471804082394
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,0.018240557983517647,0.005427954252809286,0.001980756176635623,0.002297759521752596,0.0038702676538378,0.004750474356114864,0.0029907498974353075,0.0030518239364027977,0.0033002516720443964,0.004246618133038282,0.0028980302158743143,0.0032615987583994865,0.004025166388601065,0.0044395835138857365,0.005830515641719103,0.006479865871369839,0.005072486121207476,0.004355462267994881,0.003010557033121586,0.0023561199195683002,0.004526988603174686,0.006902798544615507,0.006804902106523514,0.002879145322367549,0.006886290851980448,0.003430529497563839,0.005467885639518499,0.004820337053388357,0.0035283700563013554,0.0037048663944005966,0.004333557095378637,0.0034600102808326483,0.009178027510643005,0.006031815428286791,0.0021065445616841316,0.005745838396251202,0.002240757690742612,0.0007858643075451255,0.0015001127030700445,0.005105817224830389,0.0026142934802919626,0.008212131448090076
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.8201738595962524,0.061434172093868256,0.01153023261576891,0.025389254093170166,0.014755052514374256,0.03727709874510765,0.025462429970502853,0.061256177723407745,0.015143762342631817,0.07137572765350342,0.024240020662546158,0.022314762696623802,0.02540571056306362,0.030283933505415916,0.08048740029335022,0.04885993152856827,0.08023228496313095,0.05704508721828461,0.013521403074264526,0.03590599447488785,0.02936042845249176,0.07004738599061966,0.0652860701084137,0.040314991027116776,0.054846879094839096,0.08253573626279831,0.024548323825001717,0.08973371982574463,0.03054196946322918,0.02356935851275921,0.03691564127802849,0.08123315125703812,0.04017201066017151,0.056630682200193405,0.029254250228405,0.0220432598143816,0.05770004913210869,0.0645538792014122,0.009726368822157383,0.0513351745903492,0.04973753169178963,0.01957601308822632
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5698561072349548,0.40658703446388245,0.3970417082309723,0.47423896193504333,0.49592435359954834,0.3376038670539856,0.45017656683921814,0.427345335483551,0.4354217052459717,0.47525936365127563,0.400600403547287,0.4284886121749878,0.3936620056629181,0.5005914568901062,0.47218286991119385,0.4226105511188507,0.39535748958587646,0.4417174160480499,0.4072580933570862,0.42759761214256287,0.46932750940322876,0.25535961985588074,0.38001301884651184,0.31606224179267883,0.46692389249801636,0.4798191487789154,0.48774290084838867,0.4140470325946808,0.5321080684661865,0.44086647033691406,0.346100389957428,0.4442290961742401,0.41504529118537903,0.37232357263565063,0.4806699752807617,0.36282721161842346,0.46237698197364807,0.5043318867683411,0.37665829062461853,0.33248910307884216,0.425886332988739,0.3541761338710785
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.279843270778656,0.04213012382388115,0.027324823662638664,0.03871917724609375,0.025188438594341278,0.031611278653144836,0.04741133376955986,0.03934094309806824,0.033570822328329086,0.04565657675266266,0.043849848210811615,0.025827864184975624,0.032042186707258224,0.03822175785899162,0.026915913447737694,0.04805723577737808,0.030697202309966087,0.036700326949357986,0.04322945326566696,0.03580840304493904,0.04629361629486084,0.03369705751538277,0.03803793340921402,0.028559625148773193,0.0590059757232666,0.051169637590646744,0.030449701473116875,0.04146990552544594,0.02646980807185173,0.03496837243437767,0.03400450944900513,0.03954582288861275,0.04217938706278801,0.04145332798361778,0.05557376891374588,0.03117235004901886,0.030977386981248856,0.03809791058301926,0.042364656925201416,0.04374346882104874,0.014019982889294624,0.026656292378902435
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0009550867252983153,0.0016671593766659498,0.003144586458802223,0.00287479511462152,0.003138485364615917,0.0011544721201062202,0.00249521154910326,0.0008129964116960764,0.0019963248632848263,0.0009045695187523961,0.0015780753456056118,0.002700937446206808,0.001153801684267819,0.0017778471810743213,0.0015405062586069107,0.001511771697551012,0.0018369850004091859,0.000500346883200109,0.0027876747772097588,0.000579681305680424,0.00267108459956944,0.001997854094952345,0.0018567091319710016,0.001676463522017002,0.0003817752585746348,0.0015004414599388838,0.0019988897256553173,0.001285518053919077,0.0027615653816610575,0.0006341659463942051,0.002032955177128315,0.00012923080066684633,0.001391504192724824,0.0007644180441275239,0.0011765442322939634,0.003349072765558958,0.001979369670152664,0.00018429404008202255,0.0013942846562713385,0.0008101776475086808,0.0007029413827694952,0.0012360818218439817
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.08473466336727142,0.004835410509258509,0.0059929657727479935,0.005117798689752817,0.0025904541835188866,0.004285554401576519,0.004270295612514019,0.006211406551301479,0.0077092512510716915,0.0037248567678034306,0.004275758285075426,0.005000812467187643,0.005907135549932718,0.00852136965841055,0.017216429114341736,0.0049326010048389435,0.010998082347214222,0.005455937702208757,0.007033010013401508,0.00862034410238266,0.015026106499135494,0.0031157154589891434,0.0036202578339725733,0.007193775847554207,0.0024390111211687326,0.0028114786837249994,0.010207324288785458,0.011273629032075405,0.0034895080607384443,0.004502955358475447,0.0055627403780817986,0.006817541550844908,0.005521335173398256,0.003816229524090886,0.0034895394928753376,0.009118678979575634,0.0034558374900370836,0.0028666150756180286,0.004689137917011976,0.0026310940738767385,0.013025733642280102,0.004594910889863968
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.9097620844841003,0.7353805899620056,0.6201160550117493,0.728792130947113,0.6933996081352234,0.6293692588806152,0.5789424180984497,0.7129161953926086,0.6955794095993042,0.6288325786590576,0.44889113306999207,0.5195740461349487,0.7086380124092102,0.48724982142448425,0.5596795678138733,0.6839828491210938,0.7690562605857849,0.7185545563697815,0.6532363891601562,0.6528457403182983,0.6596130132675171,0.7716150879859924,0.5330142378807068,0.7178188562393188,0.8436679244041443,0.6989891529083252,0.47487834095954895,0.8128208518028259,0.4813101291656494,0.7257013320922852,0.5484522581100464,0.6342481374740601,0.5095533132553101,0.7047955393791199,0.7172125577926636,0.6250511407852173,0.735710084438324,0.5452936887741089,0.7628991007804871,0.6971667408943176,0.7299315333366394,0.5300187468528748
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4307466447353363,0.3672288954257965,0.48607659339904785,0.32969051599502563,0.4677058160305023,0.5943095088005066,0.3586345314979553,0.523979127407074,0.5307514667510986,0.30928659439086914,0.31279417872428894,0.4442729949951172,0.4196537137031555,0.44120877981185913,0.5084950923919678,0.352200448513031,0.39312943816185,0.43713489174842834,0.38438156247138977,0.4013493061065674,0.33698299527168274,0.4945971965789795,0.4198586344718933,0.2989349663257599,0.4457705318927765,0.4208349883556366,0.470283567905426,0.3596128225326538,0.35226061940193176,0.4152493476867676,0.4249197542667389,0.44094744324684143,0.6100472807884216,0.36237213015556335,0.3577525317668915,0.5527307391166687,0.4168153703212738,0.41536423563957214,0.4751370847225189,0.37075793743133545,0.5566188097000122,0.4611203372478485
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.5908569693565369,0.0791441798210144,0.03436031937599182,0.08275903761386871,0.07199974358081818,0.11554525047540665,0.04462713748216629,0.025071442127227783,0.0654052123427391,0.07066665589809418,0.05097358301281929,0.046868931502103806,0.11782822012901306,0.06753303110599518,0.1511671245098114,0.05724364519119263,0.062448397278785706,0.19886557757854462,0.12450434267520905,0.027478907257318497,0.02083462104201317,0.06488615274429321,0.08049695193767548,0.026098722591996193,0.04004841670393944,0.07718253135681152,0.13832515478134155,0.08009445667266846,0.05701366066932678,0.03914137929677963,0.07948791980743408,0.1745452582836151,0.14655908942222595,0.10101969540119171,0.06794272363185883,0.05096186324954033,0.06697600334882736,0.047309599816799164,0.04636967182159424,0.04757633060216904,0.05062263458967209,0.047533873468637466
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,0.011992069892585278,0.0017238990403711796,0.001069011283107102,0.0011318243341520429,0.0006830400670878589,0.0006425339379347861,0.0009177279425784945,0.0012405280722305179,0.001318558119237423,0.0014216633280739188,0.0017715799622237682,0.0013018883764743805,0.0029307901859283447,0.002059628488495946,0.000623823085334152,0.0018385752337053418,0.001181954750791192,0.002223353832960129,0.0016461340710520744,0.0013802986359223723,0.001998087391257286,0.0009782719425857067,0.0008247621590271592,0.0008073559147305787,0.0007585566490888596,0.0021734468173235655,0.0013969610445201397,0.001999584725126624,0.0011083451099693775,0.002195474226027727,0.0007721236906945705,0.002712534973397851,0.0010487186955288053,0.0011537492973729968,0.00219539413228631,0.0004913705633953214,0.0014391439035534859,0.0011939791729673743,0.0008473042980767787,0.0017053341725841165,0.0006685280241072178,0.0005609484505839646
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.9473423957824707,0.9741985201835632,0.9453879594802856,0.9667965173721313,0.9587318301200867,0.9624165892601013,0.9373064637184143,0.9206782579421997,0.9295403361320496,0.9496746063232422,0.9618990421295166,0.9627751708030701,0.9742152690887451,0.9527794122695923,0.9498938918113708,0.964690625667572,0.9824824333190918,0.9542941451072693,0.9678822159767151,0.9594812989234924,0.9675770998001099,0.9568592309951782,0.9397112727165222,0.9735962152481079,0.984377920627594,0.963760256767273,0.9511661529541016,0.974820613861084,0.9560388326644897,0.9640112519264221,0.9621150493621826,0.9525377154350281,0.9641046524047852,0.9618974924087524,0.9803506731987,0.9569805264472961,0.9432857632637024,0.9512726068496704,0.9530313014984131,0.969218909740448,0.9234029650688171,0.9736558794975281
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.15821732580661774,0.004118630196899176,0.0024522379972040653,0.0029411078430712223,0.0026228376664221287,0.0021135697606951,0.0042510321363806725,0.0032574557699263096,0.004270446486771107,0.004971514921635389,0.0041455174796283245,0.0040803346782922745,0.00220677861943841,0.005182691849768162,0.0026228248607367277,0.0045121051371097565,0.003351361956447363,0.002696189098060131,0.0038696718402206898,0.0035448535345494747,0.0024755459744483232,0.002634685952216387,0.002164699137210846,0.0033451695926487446,0.0033198315650224686,0.0021404565777629614,0.002186559373512864,0.002395986346527934,0.003509573405608535,0.002134969225153327,0.0022835175041109324,0.0028471762780100107,0.002033716067671776,0.00241032219491899,0.0024048935156315565,0.0022181784734129906,0.002128841355443001,0.005617960821837187,0.001880489755421877,0.004586759489029646,0.0021378551609814167,0.002290274016559124
