,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.32336655259132385,0.11376719176769257,0.11182769387960434,0.19001777470111847,0.12073434144258499,0.11918182671070099,0.10204366594552994,0.06633555144071579,0.07136185467243195,0.07580693066120148,0.12830552458763123,0.05081850290298462,0.09731671214103699,0.07178887724876404,0.08556564152240753,0.101148322224617,0.08389825373888016,0.08603081852197647,0.15901586413383484,0.07565174996852875,0.10731074213981628,0.09152764081954956,0.08950291574001312,0.10050519555807114,0.08808568865060806,0.03255937620997429,0.05335257202386856,0.0511443167924881,0.08223173022270203,0.06139848753809929,0.10311361402273178,0.1412363052368164,0.05580669641494751,0.1332976073026657,0.04730972275137901,0.059122852981090546,0.1422312706708908,0.031148619949817657,0.12195533514022827,0.1203240305185318,0.07910978049039841,0.06235697120428085
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.5967784747772384e-06,8.159594813150761e-07,9.417943260814354e-07,9.604272008800763e-07,1.1348454336257419e-06,1.2201875279060914e-06,8.444596915069269e-07,1.580744765306008e-06,5.02085356401949e-07,6.874963673908496e-07,2.517296024961979e-07,7.056758022372378e-07,1.8730030433289357e-06,1.7575566744199023e-06,1.3889335832573124e-06,9.422828384231252e-07,1.5581676962028723e-06,1.6426160698301828e-07,2.2996603377123392e-07,1.20540880743647e-06,4.7036849082360277e-07,5.034185051044915e-07,3.0717092158738524e-07,1.4136972481537669e-07,3.1591832794219954e-07,4.2290645296816365e-07,1.0516222346268478e-06,4.409463087995391e-07,1.7787275510272593e-06,7.143593393266201e-06,6.26686983196123e-07,2.4383618892898085e-06,2.6653619897842873e-06,3.733915718839853e-07,1.9687554413394537e-06,1.4553057781085954e-06,1.0616349754855037e-06,2.1446530809043907e-06,1.1441218248364748e-06,1.6190131191251567e-07,1.0125095286639407e-06,1.2500313459895551e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.01600806787610054,0.008427002467215061,0.0074938503094017506,0.007702957838773727,0.005005754996091127,0.005516305100172758,0.006270559038966894,0.009757661260664463,0.008368297480046749,0.004304954316467047,0.008085114881396294,0.008165215142071247,0.012539493851363659,0.016373708844184875,0.008327683433890343,0.01062888652086258,0.009639214724302292,0.01764819398522377,0.014972926117479801,0.007793023716658354,0.012584231793880463,0.013431109488010406,0.009653408080339432,0.019573993980884552,0.0035464330576360226,0.006832778919488192,0.01299889013171196,0.005977274850010872,0.00442646024748683,0.00467826658859849,0.005900019314140081,0.01464350800961256,0.004648778587579727,0.006731298752129078,0.0013943376252427697,0.0033053779043257236,0.009384511969983578,0.004891302902251482,0.005836640950292349,0.012130028568208218,0.005105138756334782,0.008938627317547798
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.00041000242345035076,0.0002256752923130989,0.00017609953647479415,0.0002779566857498139,0.00013232465425971895,0.0003470331721473485,0.0002579560677986592,0.00015146046644076705,0.00019351048103999346,0.0003162111679557711,0.00014906609430909157,9.572615817887709e-05,0.00022951832215767354,0.00018597731832414865,0.00013734333333559334,8.361418440472335e-05,0.00013809492520522326,0.00024893274530768394,0.00010091205331264064,0.00015799504762981087,0.0001804565981728956,0.00010619722161209211,0.00023852834419813007,0.00011548127804417163,0.00015808183525223285,0.00018307201389688998,0.00017154334636870772,0.00010991402814397588,0.0003417003317736089,0.00020340995979495347,0.00015256369078997523,0.0005405862466432154,0.0001245547755388543,0.0003367668832652271,6.0976934037171304e-05,0.00019758012786041945,0.00019462243653833866,0.0003343592688906938,0.0002345213870285079,0.0001546776620671153,6.412993388948962e-05,0.00011336110037518665
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.019973983988165855,0.015487966127693653,0.01518319919705391,0.013490402139723301,0.018084339797496796,0.015714453533291817,0.008311793208122253,0.006845380179584026,0.011468122713267803,0.011716946959495544,0.02258235402405262,0.01314464770257473,0.013319489546120167,0.030544854700565338,0.0049759880639612675,0.014666826464235783,0.020204687491059303,0.006190293934196234,0.009519641287624836,0.02579549513757229,0.015523644164204597,0.011555612087249756,0.018128862604498863,0.02571457251906395,0.02292058989405632,0.01557735726237297,0.0204920656979084,0.018199311569333076,0.02596147730946541,0.0010542457457631826,0.00897282361984253,0.0029234441462904215,0.005238005425781012,0.029103338718414307,0.017003724351525307,0.018098371103405952,0.03219087794423103,0.006058511324226856,0.019992923364043236,0.011528559029102325,0.010896656662225723,0.012342100962996483
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005848521832376719,0.0006356808007694781,0.0006519582238979638,0.0011772379511967301,0.0004015569866169244,0.0004859818727709353,0.0005501863779500127,0.0006102796760387719,0.0007375292479991913,9.60418619797565e-05,0.0004022918874397874,0.0005125617608428001,0.0010773510439321399,0.0008397048804908991,0.0011049857130274177,0.0009589330293238163,0.0011013442417606711,0.0007328366045840085,0.0007786072674207389,0.0011309247929602861,0.0011104864533990622,0.0008099756669253111,0.00035444649984128773,0.0008365860558114946,0.0010502509539946914,0.0004099210200365633,0.0002112106012646109,0.0012179702753201127,0.0009637937764637172,0.0013783323811367154,0.0004975300980731845,0.0008482141420245171,0.001035161199979484,0.0005084204021841288,0.000585638452321291,0.0008117671241052449,0.0004915311583317816,0.0003348856698721647,0.00022359512513503432,0.0009124524076469243,0.0008269037934951484,0.0010122964158654213
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.004806154407560825,0.0008447585278190672,0.0006750898901373148,0.000985038815997541,0.0007553175091743469,0.00112940336111933,0.0007133279577828944,0.0012172764400020242,0.0007048157858662307,0.00034121167846024036,0.0008997680270113051,0.0010484978556632996,0.0008316681487485766,0.0006745103746652603,0.0005769694107584655,0.0012199545744806528,0.0006814401131123304,0.0008077500388026237,0.0009019359131343663,0.0006864662282168865,0.001458525424823165,0.001149505958892405,0.000992226181551814,0.0009025554754771292,0.0008860664092935622,0.000767458463087678,0.000426057493314147,0.0012656599283218384,0.0009886502521112561,0.0011455599451437593,0.0008537950343452394,0.0008404252002947032,0.0007203808054327965,0.0009691450977697968,0.0007694989326409996,0.000610338116530329,0.0010858705500140786,0.0006987464148551226,0.0005239708698354661,0.001604020013473928,0.0005957639659754932,0.0009524424094706774
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0030187431257218122,0.004525794647634029,0.0037939304020255804,0.003750522155314684,0.006621743086725473,0.0016477201133966446,0.0023001714143902063,0.010054212994873524,0.0046015637926757336,0.002774422522634268,0.008695580996572971,0.0015410322230309248,0.0023378769401460886,0.003718211315572262,0.0054726870730519295,0.005066488403826952,0.00939352810382843,0.0010585556738078594,0.002095797797665,0.0044484264217317104,0.005818499717861414,0.0036213109269738197,0.0020123699214309454,0.0025386225897818804,0.0021994903218001127,0.0002567772171460092,0.0014163164887577295,0.004353614989668131,0.0003964495554100722,0.005957547575235367,0.004368622787296772,0.00021369165915530175,0.0042750295251607895,0.001760493265464902,0.0014204236213117838,0.001247178646735847,0.003611933207139373,0.0006652995361946523,0.003856558818370104,0.010237778536975384,0.0010198642266914248,0.004984347615391016
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.025306709110736847,0.024546010419726372,0.020803283900022507,0.036245543509721756,0.026559539139270782,0.030125049874186516,0.04810645058751106,0.015647852793335915,0.021417321637272835,0.03895111009478569,0.02180708944797516,0.0355461984872818,0.031145231798291206,0.024495236575603485,0.02825818955898285,0.0361519381403923,0.01758275367319584,0.020551374182105064,0.032880306243896484,0.016088681295514107,0.02339821495115757,0.028081512078642845,0.03710315003991127,0.025474531576037407,0.022162513807415962,0.014492795802652836,0.04384292662143707,0.020184732973575592,0.01774824596941471,0.02099602483212948,0.024519609287381172,0.032940573990345,0.01655481569468975,0.04510451480746269,0.0073823342099785805,0.048095595091581345,0.031542692333459854,0.01280224323272705,0.04572742059826851,0.03140060603618622,0.03104548342525959,0.011089394800364971
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.00013184746785555035,0.0016845394857227802,0.0009557182202115655,0.0016684209695085883,0.0025209414307028055,0.0010999899823218584,0.002716209040954709,0.0017030264716595411,0.0025448736269026995,0.0014235900016501546,0.0020673880353569984,0.0011946290032938123,0.0014919565292075276,0.002410136628895998,0.0014392876764759421,0.001135684666223824,0.00221378356218338,0.0024985226336866617,0.0016134161269292235,0.000959593104198575,0.0013352740788832307,0.0009137904271483421,0.0017610046779736876,0.0012618516338989139,0.0013240105472505093,0.0005484931753017008,0.0008045855793170631,0.001087119453586638,0.0014956300146877766,0.004233841318637133,0.0015644028317183256,0.0008222991018556058,0.0017910846509039402,0.0011374717578291893,0.0003681807720568031,0.004379620309919119,0.0013681902782991529,0.0022568192798644304,0.000629825284704566,0.0018296078778803349,0.0010290133068338037,0.001280160853639245
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0016861101612448692,0.0025045874062925577,0.0008835547487251461,0.0007166467839851975,0.0012719928054139018,0.0011476746294647455,0.0004703476733993739,0.0004134846094530076,0.002045548055320978,0.0010210595792159438,0.0005590624059550464,0.000853347301017493,0.0007265367894433439,0.0022263468708842993,0.0002388357388554141,0.001103489543311298,0.0006750553147867322,0.00025095639284700155,0.0004825411015190184,0.0006602517678402364,0.0014706820948049426,0.0004600046668201685,0.0009048956562764943,0.00042908472823910415,0.001060036476701498,0.0003769889008253813,0.0010015390580520034,0.0009421457652933896,0.0005902037373743951,0.0011063977144658566,0.0006242261733859777,0.0003883538884110749,0.0010230089537799358,0.0022070480044931173,6.91910317982547e-05,0.0004450951237231493,0.0009714560001157224,0.0005336676840670407,0.0004569651500787586,0.00033378347870893776,0.0003595444723032415,0.00026916753267869353
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.004546074662357569,0.0022495556622743607,0.001584512647241354,0.0019643441773951054,0.0012475550174713135,0.002027416368946433,0.0013306556502357125,0.0010753227397799492,0.0018645408563315868,0.0008922031265683472,0.0014182694721966982,0.001686298055574298,0.0016386066563427448,0.0018968452932313085,0.002281170105561614,0.0020199462305754423,0.001495655975304544,0.0021343857515603304,0.0015671498840674758,0.0012573124840855598,0.002105050254613161,0.0028126651886850595,0.001912805950269103,0.0031284645665436983,0.002377777826040983,0.0019314507953822613,0.0016654757782816887,0.004409770481288433,0.0011405531549826264,0.004248482640832663,0.0009448181372135878,0.0006705237901769578,0.0013040396152064204,0.0022908984683454037,0.000718965835403651,0.0011100631672888994,0.001579093630425632,0.00121045031119138,0.0021770710591226816,0.0021195756271481514,0.0017186547629535198,0.0015977752627804875
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.4894176721572876,0.9100285768508911,0.8136663436889648,0.8842325210571289,0.7827630043029785,0.8342544436454773,0.8788257241249084,0.7131379842758179,0.9125400185585022,0.8237001895904541,0.9335389137268066,0.9029650688171387,0.8912279009819031,0.8961893916130066,0.9368747472763062,0.8389053344726562,0.8593159317970276,0.9302898645401001,0.8951941132545471,0.8536735773086548,0.921543538570404,0.890514075756073,0.8382362127304077,0.9361072778701782,0.8874834179878235,0.8144003748893738,0.8294591903686523,0.8885337710380554,0.7022913694381714,0.9046488404273987,0.8763031959533691,0.9110689163208008,0.8548675179481506,0.8521569967269897,0.8347269892692566,0.8237473368644714,0.795161783695221,0.5932565927505493,0.8524654507637024,0.8775342702865601,0.707870602607727,0.9287005066871643
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.2240494042634964,0.035981860011816025,0.02551969699561596,0.036000192165374756,0.060413941740989685,0.02451205626130104,0.032172683626413345,0.01302399579435587,0.022406449541449547,0.05643855780363083,0.06431972980499268,0.013790332712233067,0.022784197703003883,0.03253096342086792,0.027578845620155334,0.008344292640686035,0.032073553651571274,0.06890024244785309,0.03131653368473053,0.030341515317559242,0.03287893906235695,0.05379880592226982,0.010380838997662067,0.033631958067417145,0.01421298272907734,0.032968033105134964,0.014583422802388668,0.03466048836708069,0.02469986118376255,0.017726963385939598,0.007243994623422623,0.015750238671898842,0.03138305991888046,0.0222617294639349,0.00200461084023118,0.029350997880101204,0.020569119602441788,0.008401399478316307,0.04052172228693962,0.029999131336808205,0.03959351032972336,0.009897813200950623
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.00046915916027501225,0.0014709801180288196,0.0012789343018084764,0.0012169663095846772,0.001020593335852027,0.001482741441577673,0.002828445052728057,0.0009496067650616169,0.0011364668607711792,0.0015968497609719634,0.001643424155190587,0.0016004368662834167,0.0018988695228472352,0.001894358079880476,0.0032985301222652197,0.002197659807279706,0.0013755017425864935,0.0027813948690891266,0.0019282965222373605,0.0021651461720466614,0.001908952952362597,0.001812682137824595,0.002058910671621561,0.0020962830167263746,0.0005958363763056695,0.00242731929756701,0.0015325219137594104,0.0017743788193911314,0.0007950944709591568,0.0011719884350895882,0.0017527657328173518,0.0010496502509340644,0.0021115723066031933,0.0014454934280365705,0.00040702871046960354,0.0029656796250492334,0.0010160986566916108,0.0015860844869166613,0.0007823827327229083,0.0008662216714583337,0.0008214341942220926,0.0013725932221859694
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.45018714666366577,0.10322216153144836,0.07117875665426254,0.06527213752269745,0.057277973741292953,0.09211117774248123,0.07109173387289047,0.07783699035644531,0.058765653520822525,0.07894513756036758,0.04287343472242355,0.05652753263711929,0.09059546142816544,0.08112451434135437,0.08533892035484314,0.09283524751663208,0.05744384229183197,0.03556063398718834,0.06590215861797333,0.041655536741018295,0.10414489358663559,0.0539717860519886,0.040011852979660034,0.10574737936258316,0.02514253929257393,0.06018679216504097,0.10290013998746872,0.0675889328122139,0.07802560925483704,0.026674402877688408,0.043978720903396606,0.04145311936736107,0.07927604764699936,0.05718034878373146,0.03294266015291214,0.03996282070875168,0.038421910256147385,0.028986375778913498,0.09257242828607559,0.07478887587785721,0.06164248287677765,0.055331867188215256
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.0007895460585132241,0.001144201378338039,0.0005388013669289649,0.0008124526357278228,0.0006084174383431673,0.0007359846495091915,0.000954837363678962,0.0009254560573026538,0.0006682384409941733,0.0021757620852440596,0.0008827289566397667,0.0008279879111796618,0.0007295006653293967,0.0007969735306687653,0.0008676888537593186,0.0009519757004454732,0.0009136967128142715,0.0016205015126615763,0.0013210364850237966,0.0012753262417390943,0.0013580183731392026,0.0023286473006010056,0.0006876399856992066,0.0021918669808655977,0.0007724013412371278,0.0010532621527090669,0.0013020451879128814,0.0014851747546344995,0.0011023308616131544,0.001489708898589015,0.000672618392854929,0.0031829806976020336,0.0007051469874568284,0.000980280339717865,9.680754010332748e-05,0.0005174725665710866,0.0006157177849672735,0.000685534905642271,0.0005429325392469764,0.0007340230513364077,0.0008037771331146359,0.0008478388772346079
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.121211769524962e-05,4.235993037582375e-05,5.6046155805233866e-05,4.287252886570059e-05,3.368533725733869e-05,2.6587491447571665e-05,4.1485334804747254e-05,3.48783541994635e-05,5.997744301566854e-05,3.378057590452954e-05,2.167585444112774e-05,5.884570418857038e-05,4.39385294157546e-05,4.214630462229252e-05,2.9758462915197015e-05,5.7716082665137947e-05,3.270612069172785e-05,3.906119673047215e-05,5.995458195684478e-05,3.984483191743493e-05,3.4358687116764486e-05,1.727619928715285e-05,2.466769001330249e-05,2.934057920356281e-05,2.0541696358122863e-05,4.767310747411102e-05,4.8618043365422636e-05,6.172272696858272e-05,2.15655418287497e-05,4.991416062694043e-05,5.187753413338214e-05,4.299227657611482e-05,4.050513234687969e-05,3.383585863048211e-05,1.2773950402333867e-05,3.47168133885134e-05,3.845597166218795e-05,2.857795152522158e-05,8.676354627823457e-05,3.0858092941343784e-05,1.2202317520859651e-05,3.940235183108598e-05
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.7159386873245239,0.03674783557653427,0.03262605145573616,0.030493373051285744,0.03431251645088196,0.012228904291987419,0.048037849366664886,0.019078204408288002,0.03581796959042549,0.01769585721194744,0.027526065707206726,0.01794823445379734,0.027334701269865036,0.02897787094116211,0.0381406731903553,0.05558015778660774,0.04378972575068474,0.026585662737488747,0.029298577457666397,0.0478755384683609,0.05988726764917374,0.06712014973163605,0.02697044424712658,0.031218145042657852,0.020377956330776215,0.03478873893618584,0.011835535056889057,0.028008997440338135,0.011627145111560822,0.031293172389268875,0.025173570960760117,0.006333563011139631,0.026024719700217247,0.012682074680924416,0.008996780030429363,0.03391878306865692,0.020866824313998222,0.011271675117313862,0.01725759357213974,0.03075280226767063,0.014714947901666164,0.01712021790444851
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5637341141700745,0.5601402521133423,0.6153795123100281,0.6371894478797913,0.4898803234100342,0.5709176063537598,0.5935993194580078,0.556750476360321,0.47981712222099304,0.5487051010131836,0.48170071840286255,0.44781678915023804,0.41103631258010864,0.2672176659107208,0.6422979831695557,0.5354374051094055,0.4838273227214813,0.6778934001922607,0.6284320950508118,0.37753579020500183,0.5735837817192078,0.7079035639762878,0.511414647102356,0.62751305103302,0.47408440709114075,0.5897583961486816,0.6056994795799255,0.6150018572807312,0.5967298150062561,0.5701116323471069,0.676899790763855,0.46349045634269714,0.4284054636955261,0.5487144589424133,0.14158771932125092,0.32242467999458313,0.5721895098686218,0.574235200881958,0.7911651730537415,0.6519662141799927,0.4745979905128479,0.30432575941085815
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.1397607922554016,0.008074554614722729,0.004510490223765373,0.0065002646297216415,0.004444628022611141,0.002977771684527397,0.003948993515223265,0.004113682545721531,0.006265109870582819,0.002935988362878561,0.006509422790259123,0.008108898065984249,0.0054936218075454235,0.005116298329085112,0.009851337410509586,0.005200339015573263,0.006297175772488117,0.006998206488788128,0.007953397929668427,0.009717953391373158,0.008019451051950455,0.007701692637056112,0.0063482108525931835,0.009666765108704567,0.003230090020224452,0.011300644837319851,0.004488908685743809,0.005704653449356556,0.005948072765022516,0.0025772997178137302,0.0042669461108744144,0.008594275452196598,0.003440645756199956,0.0030952347442507744,0.00018188025569543242,0.0022646458819508553,0.005051277577877045,0.00131355004850775,0.004820078611373901,0.007945540361106396,0.008519478142261505,0.008385127410292625
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0010771782835945487,0.0002824936527758837,0.0002548196935094893,0.00023244165640790015,0.0002104708255501464,0.0005552680231630802,0.00033216268639080226,0.000496113090775907,0.00033190904650837183,0.0002956193347927183,0.0002958393597509712,0.0002569822536315769,0.0004338337166700512,0.00042959186248481274,0.000126508908579126,0.00021454038505908102,0.0005777965998277068,0.0003196480101905763,0.0002065134176518768,0.0007540086517110467,0.000121606673928909,9.709118603495881e-05,0.00035787056549452245,0.0002064255968434736,0.00015081431774888188,0.00022783711028750986,0.0004546946147456765,0.0001550324377603829,0.00037757083191536367,0.00011767681280616671,0.0003055009583476931,0.0005637612193822861,0.0004710817302111536,0.0005684421048499644,0.0009441265137866139,0.0006380498525686562,0.0003409026830922812,0.0011473316699266434,0.00031158269848674536,0.0003587314276956022,0.0004579766246024519,0.00032391768763773143
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.000813607475720346,0.0004296792030800134,0.0002965227176900953,0.00025148491840809584,0.0002147278719348833,0.00029324836214073,0.0002572212542872876,0.0002120422723237425,0.0002078438556054607,0.00038390516419894993,0.00014628565986640751,0.00023049164155963808,0.00019229251483920962,0.000173417036421597,0.00016132470045704395,0.00034804429742507637,0.00023878924548625946,0.0001517225318821147,0.00017439747171010822,0.00016513364971615374,0.0001579682866577059,0.00033415076904930174,0.00045682271593250334,0.00022253340284805745,0.00014618883142247796,0.0002456673246342689,0.0002786618424579501,0.0004102958191651851,0.00039420730900019407,0.0013041254132986069,0.00011707916564773768,0.00011897139484062791,0.000521823123563081,0.0005216731806285679,0.00012871672515757382,0.00011294059368083254,0.0002653610717970878,0.0003544860810507089,0.0002211617975262925,0.0003678367065731436,0.00039339630166068673,0.00019786071788985282
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.5109582543373108,0.6063743829727173,0.5705738663673401,0.448699414730072,0.5724285840988159,0.5281627774238586,0.44501209259033203,0.46479493379592896,0.6784168481826782,0.6785444617271423,0.5453876256942749,0.556337296962738,0.4140508770942688,0.38411298394203186,0.5170241594314575,0.48181870579719543,0.6718087792396545,0.6784600615501404,0.46820133924484253,0.5674711465835571,0.5837005972862244,0.7078636288642883,0.3014000356197357,0.6249925494194031,0.40526244044303894,0.41907012462615967,0.5297155380249023,0.658820390701294,0.6298151016235352,0.6344988942146301,0.4876307249069214,0.43185535073280334,0.4335676431655884,0.3422224223613739,0.1967979222536087,0.28559672832489014,0.5433036088943481,0.448357492685318,0.3576427400112152,0.633059561252594,0.3844413459300995,0.21396030485630035
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4223652184009552,0.30859044194221497,0.2585451900959015,0.29451578855514526,0.18044564127922058,0.2461228221654892,0.26413851976394653,0.17222924530506134,0.17221644520759583,0.2150954157114029,0.24577011168003082,0.09672970324754715,0.19117897748947144,0.21105627715587616,0.316400945186615,0.22118204832077026,0.24962401390075684,0.15542618930339813,0.18664856255054474,0.19544066488742828,0.3083159327507019,0.2708238959312439,0.302595317363739,0.19144001603126526,0.26698213815689087,0.09126799553632736,0.214276522397995,0.14888201653957367,0.24025653302669525,0.2408210188150406,0.26791882514953613,0.17529577016830444,0.3373398780822754,0.1960277557373047,0.11101099848747253,0.0855410173535347,0.20038120448589325,0.07017255574464798,0.08299515396356583,0.2322036623954773,0.06492460519075394,0.35345038771629333
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.002885703230276704,0.003317364025861025,0.0030711020808666945,0.002633487107232213,0.0021512119565159082,0.0016481782076880336,0.0019277676474303007,0.002049364848062396,0.0026841452345252037,0.0015013025840744376,0.0028320904821157455,0.001854474889114499,0.001491096685640514,0.0018369286553934216,0.0039826929569244385,0.003208172507584095,0.0026230020448565483,0.0043867528438568115,0.0023746571969240904,0.0031938585452735424,0.0032543668057769537,0.001997951418161392,0.004134016577154398,0.0033815857023000717,0.004089993424713612,0.0017832190496847034,0.004559297580271959,0.001689669443294406,0.0022750927601009607,0.002889554249122739,0.0026004458777606487,0.0028040737379342318,0.0015917811542749405,0.0022210588213056326,0.0008805051911622286,0.001136588747613132,0.0027349907904863358,0.0008320979541167617,0.004216024186462164,0.0023769692052155733,0.0031773948576301336,0.004333218093961477
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.9932682334911078e-05,2.3232916646520607e-05,1.3859482351108454e-05,1.9009599782293662e-05,2.2113472368801013e-05,1.0746374755399302e-05,2.011099786614068e-05,1.9735542082344182e-05,2.7198011594009586e-05,6.8838703555229586e-06,2.216011125710793e-05,1.62684555107262e-05,3.366638338775374e-05,2.8309203116805293e-05,1.1717917914211284e-05,2.6898696887656115e-05,1.0981134437315632e-05,3.060784001718275e-05,1.1062928933824878e-05,1.793166302377358e-05,3.481927706161514e-05,9.743672308104578e-06,3.691258461913094e-05,3.520453174132854e-05,2.4403521820204332e-05,1.5876556062721647e-05,2.0564320948324166e-05,2.84221678157337e-05,9.820959348871838e-06,2.902421692851931e-05,1.102822079701582e-05,1.2384833098622039e-05,1.5513993275817484e-05,3.672202001325786e-05,1.2934310689161066e-06,1.5252950106514618e-05,1.6095416867756285e-05,4.436140079633333e-05,1.909483216877561e-05,1.8584260033094324e-05,5.843020971951773e-06,1.4122016182227526e-05
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.35945868492126465,0.8283290863037109,0.7611305117607117,0.8416065573692322,0.7250816822052002,0.43357017636299133,0.6264536380767822,0.6461945176124573,0.8626212477684021,0.5787692666053772,0.6646219491958618,0.4731813967227936,0.704814076423645,0.7359968423843384,0.7209568023681641,0.8748051524162292,0.603020966053009,0.6712161302566528,0.5266777873039246,0.7099131941795349,0.8485593199729919,0.7149651646614075,0.4633389413356781,0.6222678422927856,0.5873546004295349,0.47515109181404114,0.6806356310844421,0.39503130316734314,0.5247536897659302,0.5871967673301697,0.7556584477424622,0.7026370763778687,0.4455181062221527,0.6684262156486511,0.05757046118378639,0.3479622006416321,0.6231412887573242,0.10472096502780914,0.447132408618927,0.592178463935852,0.30117371678352356,0.34360024333000183
