,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
123,123,The place of birth of Joseph P. Kennedy is,The place of birth of the father of Patricia Helen Kennedy Lawford is,Joseph P. Kennedy,the father of Patricia Helen Kennedy Lawford, Boston,0.003289811545982957,0.0011606686748564243,0.001419058651663363,0.001218980411067605,0.001132705481722951,0.0010309867793694139,0.0003837772528640926,0.0010106532135978341,0.00048034917563199997,0.0005475329817272723,0.0013880622573196888,0.0013347925851121545,0.0014894296182319522,0.0006214422173798084,0.0017112180357798934,0.001388116623274982,0.0007502901135012507,0.0003467458882369101,7.983390787558164e-06,0.0008990722126327455,0.0008595719118602574,0.0008721011690795422,0.0005749193951487541,0.0006216935580596328,0.00015527945652138442,0.0004265309835318476,0.0004602370026987046,0.0006775713409297168,0.00048518957919441164,0.0010285988682880998,0.0007972034509293735,0.0003655874461401254,0.0017744161887094378,0.0011110753985121846,3.03934866678901e-05,0.00029173644725233316,0.0007840716280043125,0.0014677072176709771,0.000996447866782546,0.0004906659596599638,0.0004307636700104922,0.0012124028289690614
124,124,The place of birth of Merle Haggard is,The place of birth of the performer of My Own Kind of Hat is,Merle Haggard,the performer of My Own Kind of Hat, Bakersfield,0.0007427086238749325,0.001456906320527196,0.002056310186162591,0.001623412943445146,0.0012570777907967567,0.0018177030142396688,0.001243059174157679,0.0014428773429244757,0.0010429053800180554,0.001181672909297049,0.002181875752285123,0.001704318099655211,0.0021385704167187214,0.0011258242884650826,0.002105261664837599,0.001224718987941742,0.0013760054716840386,0.0010403107153251767,0.00036531907971948385,0.0017116386443376541,0.001073679537512362,0.001262965495698154,0.0012647288385778666,0.0013719124253839254,0.0007787520880810916,0.0012840284034609795,0.0009472983656451106,0.0011650521773844957,0.0013551614247262478,0.0017588783521205187,0.0015232571167871356,0.0006521589239127934,0.0023885827977210283,0.001186803332529962,0.0007127103745006025,0.0009017429547384381,0.001397960470058024,0.0025430028326809406,0.0010422684717923403,0.0013533413875848055,0.001495739328674972,0.0013965643011033535
125,125,The country of citizenship of Guy Green is,The country of citizenship of the director of The Devil's Advocate is,Guy Green,the director of The Devil's Advocate, British,0.0033812830224633217,0.0028001470491290092,0.0026125675067305565,0.0021298460196703672,0.0032641799189150333,0.003964655101299286,0.0031426099594682455,0.0030650647822767496,0.0034399041905999184,0.00322962854988873,0.004697458352893591,0.004905174486339092,0.0031910461839288473,0.0027052341029047966,0.001944005023688078,0.003011594293639064,0.001499329344369471,0.00238017737865448,0.0030800977256149054,0.003966163378208876,0.005005755927413702,0.0028838887810707092,0.001834224327467382,0.0040244753472507,0.002569471951574087,0.000961995916441083,0.0019646526779979467,0.003182170446962118,0.0009589168475940824,0.0018925287295132875,0.002723658923059702,0.003802600782364607,0.0012198053300380707,0.007776837330311537,9.41532853175886e-05,0.0005646548233926296,0.002472891937941313,0.0004949631984345615,0.003062745789065957,0.003779516089707613,0.004157490096986294,0.00482772383838892
126,126,The place of birth of Henrik Adam Due is,The place of birth of the father of Stephan Henrik Barratt-Due is,Henrik Adam Due,the father of Stephan Henrik Barratt-Due," Saint Paul, Minnesota",0.00032769996323622763,0.0010597155196592212,0.0011121832067146897,0.0009283919353038073,0.0005190861411392689,0.0008023887639865279,0.0005497137317433953,0.00084663275629282,0.0004146415158174932,0.0006129250396043062,0.000977471238002181,0.000893368327524513,0.000832695746794343,0.0009700414957478642,0.001393988262861967,0.0008935400401242077,0.0006814110092818737,0.0002478639071341604,1.0287285476806574e-05,0.0006748281302861869,0.000661692232824862,0.0007675602682866156,0.0007406421937048435,0.0007533146417699754,0.00011605965119088069,0.0006976063596084714,0.0002583877940196544,0.0005885179270990193,0.0006520317401736975,0.0006178418407216668,0.0007490709540434182,0.00012189816334284842,0.0007138758664950728,0.00047766618081368506,7.626915612490848e-05,0.0003689470759127289,0.0007791946991346776,0.0014707493828609586,0.0004106657288502902,0.0004058759077452123,0.0004556274216156453,0.0010917761828750372
127,127,The date of birth of Benjamin Pierce is,The date of birth of the father of Benjamin Kendrick Pierce is,Benjamin Pierce,the father of Benjamin Kendrick Pierce," December 25, 1757",0.007583795581012964,0.0038828584365546703,0.009861459024250507,0.00687917647883296,0.0024360574316233397,0.006611926015466452,0.006300067994743586,0.008120049722492695,0.0037949129473417997,0.002216324442997575,0.005861690733581781,0.005328357685357332,0.0026867035776376724,0.002116195857524872,0.004974703770130873,0.004622341599315405,0.0023454988840967417,0.003711358644068241,0.000863251683767885,0.0028140645008534193,0.003624902106821537,0.0029077394865453243,0.004968317225575447,0.0015501257730647922,0.000776825298089534,0.0031707666348665953,0.0014957613311707973,0.0034816842526197433,0.004584356676787138,0.00940327625721693,0.005650528706610203,0.0026102180127054453,0.009279010817408562,0.007246163673698902,0.000990936066955328,0.0029493628535419703,0.004312275443226099,0.004974813666194677,0.006004304625093937,0.002868763403967023,0.012454398907721043,0.00512181269004941
128,128,Nicholas Eversfield was educated at,The father of Edward Eversfield was educated at,Nicholas Eversfield,the father of Edward Eversfield, Trinity College,0.013810641132295132,0.013385328464210033,0.014807428233325481,0.011604079976677895,0.015345355495810509,0.01406488474458456,0.007628632243722677,0.013142474927008152,0.010331988334655762,0.023635968565940857,0.013340972363948822,0.011998030357062817,0.02520173043012619,0.008365334942936897,0.01538670901209116,0.014448858797550201,0.012889627367258072,0.014078973792493343,0.010864962823688984,0.008878338150680065,0.009362582117319107,0.01113373227417469,0.016613665968179703,0.009314741007983685,0.005476031452417374,0.013755724765360355,0.010592485778033733,0.017313264310359955,0.013820641674101353,0.01797535829246044,0.010326546616852283,0.022693967446684837,0.015331621281802654,0.012109213508665562,0.015442547388374805,0.004350240807980299,0.009410027414560318,0.009121670387685299,0.009601728990674019,0.010456867516040802,0.010863875038921833,0.008379762060940266
129,129,"The place of death of Mary of Burgundy, Duchess of Cleves is","The place of death of the mother of Adolph of Cleves, Lord of Ravenstein is","Mary of Burgundy, Duchess of Cleves","the mother of Adolph of Cleves, Lord of Ravenstein", Kalkar,8.571864600526169e-05,0.00010469780681887642,8.070405601756647e-05,8.175369293894619e-05,6.91854947945103e-05,3.548329550540075e-05,7.162269321270287e-05,0.00015552411787211895,6.703342660330236e-05,2.5296911189798266e-05,0.00018450740026310086,0.00013933652371633798,7.252589421113953e-05,3.531199399731122e-05,0.00010397923324489966,3.237241253373213e-05,7.102436939021572e-05,6.0397542256396264e-05,2.1575691789621487e-05,6.931433017598465e-05,5.370864164433442e-05,0.00010418052988825366,9.747263538883999e-05,9.981287439586595e-05,3.625902900239453e-05,7.801435276633129e-05,4.70044651592616e-05,7.42819465813227e-05,1.6945872630458325e-05,0.00014332194405142218,0.00015281849482562393,5.0655486120376736e-05,0.00014799753262195736,0.0001173683485831134,0.0001326475467067212,3.2848012779140845e-05,4.989021545043215e-05,9.989269165089354e-05,4.735522088594735e-05,4.2222989577567205e-05,0.0001483415107941255,0.00010376370482845232
130,130,The place of death of Richard Pottier is,The place of death of the director of Barry is,Richard Pottier,the director of Barry, Le Plessis-Bouchard,9.861981197900604e-06,7.051580905681476e-05,4.2716608732007444e-05,3.138680040137842e-05,4.8022302507888526e-05,5.951140701654367e-05,3.9089169149519876e-05,6.344989378703758e-05,1.939344292622991e-05,3.0072300432948396e-05,6.345873407553881e-05,5.418328146333806e-05,8.545000309823081e-05,5.242535553406924e-05,7.868090324336663e-05,4.545084811979905e-05,3.322430347907357e-05,1.3879653124604374e-05,1.2077874089300167e-05,1.6850714018801227e-05,3.828030821750872e-05,4.793029438587837e-05,4.0780087147140875e-05,6.42662271275185e-05,2.3065171262715012e-05,7.37006266717799e-05,4.299443025956862e-05,4.022860593977384e-05,1.5348088709288277e-05,6.382131687132642e-05,8.490533946314827e-05,2.364107785979286e-05,0.00011317624739604071,5.017057264922187e-05,2.464505087118596e-05,3.0373947083717212e-05,2.5781506337807514e-05,8.584623719798401e-05,2.5894749342114665e-05,5.8558201999403536e-05,2.616000892885495e-05,4.627300222637132e-05
131,131,The place of birth of Yongle is,The place of birth of the spouse of Empress Xu is,Yongle,the spouse of Empress Xu, Nanjing,0.0005405904958024621,0.0006109430687502027,0.0007629047031514347,0.0007146425195969641,0.00047579940292052925,0.0003079838352277875,0.00016080448403954506,0.00043196568731218576,0.00036648724926635623,0.00013011238479521126,0.001463875756599009,0.0006685109110549092,0.001278843847103417,0.0004387301451060921,0.0020608108025044203,0.0003480277373455465,0.00027309893630445004,0.00019530660938471556,1.164493278338341e-05,0.0004921967047266662,0.00037195943878032267,0.00040311182965524495,0.00021703634411096573,0.0004991351161152124,6.213375309016556e-05,0.00020988420874346048,0.00010363976616645232,0.0002447967999614775,0.00010815654241014272,0.00029921584064140916,0.0004856924060732126,4.390683170640841e-05,0.0008319764747284353,0.0011027646251022816,2.636917633935809e-05,6.084824417484924e-05,0.00031274298089556396,0.00026346882805228233,9.243567910743877e-05,0.00014326705422718078,0.0003366998862475157,0.0006249250727705657
132,132,The date of death of Ermengarde of Tours is,The date of death of the mother of Lothair II is,Ermengarde of Tours,the mother of Lothair II, 20 March 0851,0.001656083739362657,0.0009379952098242939,0.001074772677384317,0.000999354524537921,0.0007267238688655198,0.0011057030642405152,0.0007623258861713111,0.0012094156118109822,0.0009221032960340381,0.0005368860438466072,0.0012723024701699615,0.0008345372043550014,0.0007800571620464325,0.0009090823587030172,0.0008940206025727093,0.0008418968063779175,0.0004379797028377652,0.0005646442295983434,0.00043653283501043916,0.0012881093425676227,0.0007353535620495677,0.0006048649665899575,0.000434049463365227,0.001344097894616425,0.00040100872865878046,0.0009200696949847043,0.0004055416211485863,0.0012381686829030514,0.0007088528363965452,0.0013222798006609082,0.0007134483894333243,0.0011253588600084186,0.0013376103015616536,0.0011341129429638386,0.0005311755812726915,0.0009207747061736882,0.0008624407928436995,0.0020522528793662786,0.001416822080500424,0.000711482425685972,0.0015996478032320738,0.001299938652664423
133,133,The date of death of Yolande of Valois is,"The date of death of the mother of Philibert I, Duke of Savoy is",Yolande of Valois,"the mother of Philibert I, Duke of Savoy", 23 August 1478,0.0020889732986688614,0.0007399924797937274,0.002089021261781454,0.0013083629310131073,0.001067273784428835,0.00165261619258672,0.0009919822914525867,0.0015361885307356715,0.0007667739409953356,0.0004828352830372751,0.0013780351728200912,0.001069727586582303,0.0009458237327635288,0.0005446103168651462,0.0005880098906345665,0.0014401603257283568,0.0003257208445575088,0.0006043416797183454,0.0003236916090827435,0.0005973087972961366,0.0011880446691066027,0.0004635416262317449,0.0009252862655557692,0.0011019471567124128,0.0004926556721329689,0.0005730906850658357,0.0001914463355205953,0.000950533663854003,0.0007878669421188533,0.0022720913402736187,0.000903948035556823,0.0009664149256423116,0.002285331953316927,0.0008012311300262809,8.197068382287398e-05,0.0007104440010152757,0.0008883430855348706,0.0035214158706367016,0.0009776916122063994,0.0007437521126121283,0.0037299091927707195,0.0018007111502811313
134,134,The child of Malena Ernman is,The child of the performer of La voix is,Malena Ernman,the performer of La voix, Greta Thunberg,2.357727225898998e-06,5.745702765125316e-06,2.757499532890506e-05,8.275340405816678e-06,8.461263860226609e-06,1.777648321876768e-05,1.2700782463070937e-05,1.9390474335523322e-05,3.8576963561354205e-06,1.3426979421637952e-06,5.213737949816277e-06,1.0472304893482942e-05,7.796745194355026e-06,2.9375314625212923e-06,7.81085964263184e-06,1.3168657460482791e-05,1.9344552129041404e-05,4.530807927949354e-06,1.8327151565245003e-06,4.188023467577295e-06,1.4039581401448231e-05,1.859578514995519e-05,2.027372465818189e-05,3.4431129734002752e-06,9.192512152367271e-06,4.198073384031886e-06,1.239751213688578e-06,1.1370904758223332e-05,1.2576253539009485e-05,7.307931809918955e-06,1.6260588381555863e-05,1.131502904172521e-05,1.2540901479951572e-05,9.434282219444867e-06,1.9222233049731585e-07,2.7328048872732325e-06,1.626195080461912e-05,3.3351695947203552e-06,1.3366117855184712e-05,7.80783284426434e-06,2.3486136342398822e-05,1.7687013951217523e-06
135,135,The place of birth of Carlos F. Borcosque is,The place of birth of the director of El Calavera is,Carlos F. Borcosque,the director of El Calavera, Valparaíso,0.00015657169569749385,0.00021629159164149314,0.00028283041319809854,0.00023853997117839754,0.00017799780471250415,0.00022662284027319402,0.00012147234519943595,0.00027658362523652613,0.00010202551493421197,5.429766315501183e-05,0.0003131644625682384,0.00016771821537986398,0.00032967221341095865,0.00016345156473107636,0.00036369398003444076,0.00023370987037196755,0.0001742029417073354,0.0001368197554256767,4.43106509919744e-05,0.00022089053527452052,0.00018367891607340425,0.00019691365014296025,0.0001851068955147639,0.00015145209908951074,0.00012164542567916214,0.00012341729598119855,8.039764361456037e-05,0.00016451514966320246,0.00014095661754254252,0.0002869297459255904,0.00022898385941516608,4.72026331408415e-05,0.00029974235803820193,0.00010728220513556153,2.7450365450931713e-05,0.00015641195932403207,0.00018092714890372008,0.0005080995033495128,0.0001216550444951281,0.000203409930691123,0.00021137575095053762,0.00024057812697719783
136,136,The country of citizenship of Anawrahta is,The country of citizenship of the spouse of Agga Mahethi of Pagan is,Anawrahta,the spouse of Agga Mahethi of Pagan, Burma,0.0001753308461047709,0.00013085037062410265,0.00015478186833206564,4.0153874579118565e-05,0.00013565851259045303,4.910700226901099e-05,4.956034536007792e-05,4.384606654639356e-05,0.00012507266364991665,0.00010419089812785387,8.850722952047363e-05,0.0006804453441873193,5.936852903687395e-05,9.827133908402175e-05,7.603740959893912e-05,2.834620863723103e-05,0.00015272571181412786,0.0001614314242033288,7.464937516488135e-05,0.0005390260485000908,6.759449752280489e-05,0.0001577149232616648,9.839724953053519e-05,8.895606151781976e-05,2.4226856112363748e-05,2.289381154696457e-05,7.900774653535336e-05,9.040964505402371e-05,4.935002652928233e-05,3.5002838558284566e-05,5.2935305575374514e-05,8.854422776494175e-05,2.069220136036165e-05,0.0005511024501174688,2.6977513698511757e-06,1.336123546025192e-06,3.206995461368933e-05,6.2395347413257696e-06,0.00012094952398911119,1.267761763301678e-05,9.760288230609149e-05,5.68815266888123e-05
137,137,The date of death of Miklós Rózsa is,The date of death of the composer of Ben-Hur is,Miklós Rózsa,the composer of Ben-Hur, 27 July 1995,0.0004493494052439928,0.0003667144337669015,0.0006610033451579511,0.00031686705187894404,0.0003154419828206301,0.0004624026478268206,0.00043524554348550737,0.0008172400412149727,0.00028622790705412626,9.683389362180606e-05,0.0005182253662496805,0.00038309043156914413,0.0003753352502826601,0.00023195327958092093,0.0003099330351687968,0.0005112439976073802,0.00012639595661312342,0.00027429606416262686,0.00013874504656996578,0.00025267101591452956,0.00021321132953744382,0.00019073784642387182,0.0003120549372397363,0.0004825791693292558,0.00025411410024389625,0.00022852585243526846,8.18824119050987e-05,0.000465403834823519,0.0002546567120589316,0.000829438678920269,0.00032230609213002026,0.0002877108345273882,0.0009202816872857511,0.00042901275446638465,0.0003334356006234884,0.00026608319603838027,0.0003899745352100581,0.0021246911492198706,0.00022313930094242096,0.0002131457149516791,0.00036840332904830575,0.0008307690150104463
138,138,The place of birth of Muhammad bin Saud is,The place of birth of the father of Imam Abdul Aziz bin Muhammad is,Muhammad bin Saud,the father of Imam Abdul Aziz bin Muhammad, Diriyah,0.00016867209342308342,0.00011385802645236254,0.00026076045469380915,0.00023537373635917902,0.0001833542191889137,0.00010467504762345925,0.00012045525363646448,0.00014066231960896403,0.0001739114086376503,3.385978561709635e-05,0.0002459393872413784,0.00018847464525606483,0.00027122904430143535,0.00016039215552154928,0.0002716628951020539,0.00010916215251199901,0.00019945924577768892,6.577072781510651e-05,5.886563030799152e-06,0.00011422872194088995,0.00012490210065152496,0.00011548148177098483,0.0001383191702188924,0.00012014735693810508,4.18972886109259e-05,7.114627078408375e-05,3.2142215786734596e-05,8.004147821338847e-05,6.990575639065355e-05,0.000212358427233994,0.0002608061477076262,5.6708584452280775e-05,0.00039407596341334283,0.00018191547133028507,1.9561734006856568e-05,3.602350625442341e-05,0.00014942845155019313,0.00024040693824645132,7.111347804311663e-05,8.42083027237095e-05,0.00025010353419929743,0.00022079728660173714
139,139,The place of death of Albert Capellani is,The place of death of the director of Camille is,Albert Capellani,the director of Camille, Paris,3.722260589711368e-05,0.0004189774626865983,0.0002772175066638738,0.00014605447358917445,0.0002798339701257646,0.0001727667113300413,0.00013248556933831424,0.0008118660189211369,3.233366078347899e-05,4.2343090171925724e-05,0.0005827390705235302,0.00021780682436656207,0.0003604823141358793,0.00015700890799053013,0.000598178303334862,0.00022074826119933277,9.295302879763767e-05,2.6172308935201727e-05,7.647556230949704e-06,9.218615741701797e-05,0.00016977093764580786,0.0002027386799454689,0.00019855008576996624,0.0003899736620951444,1.250812601938378e-05,0.00014668585208710283,7.814499986125156e-05,0.00015008565969765186,4.560565503197722e-05,0.00035187392495572567,0.0005938434624113142,0.00017957654199562967,0.0014867541613057256,7.658210961380973e-05,8.175890252459794e-05,0.000158468188601546,7.131816528271884e-05,0.0010827574878931046,6.0177681007189676e-05,6.397847027983516e-05,0.00010765571641968563,0.0003586889069993049
140,140,The date of death of Vsevolod Meyerhold is,The date of death of the director of The Picture of Dorian Grey is,Vsevolod Meyerhold,the director of The Picture of Dorian Grey, 2 February 1940,0.0007103739771991968,0.0005083817522972822,0.0008282505441457033,0.0005225615459494293,0.0006875427206978202,0.0008627115748822689,0.0009213697048835456,0.0008651523967273533,0.0005507964524440467,0.000424922356614843,0.0010017084423452616,0.0008783168741501868,0.0006447132909670472,0.00046698434744030237,0.0006965369102545083,0.0011812107404693961,0.0003089378005824983,0.0005148759810253978,0.0003295288479421288,0.0006046778871677816,0.0006486554630100727,0.00047062590601854026,0.0007393794367089868,0.0006893336540088058,0.0006425503524951637,0.0006194175803102553,0.00021387875312939286,0.0008897632942534983,0.0003866006445605308,0.0017775485757738352,0.0007117337663657963,0.0005274224677123129,0.001484569744206965,0.001091702957637608,0.0008350333664566278,0.001451617805287242,0.0007136800559237599,0.002926636254414916,0.0006120167090557516,0.0003251703456044197,0.001128184492699802,0.0016399245942011476
141,141,The place of birth of Nathan Juran is,The place of birth of the director of Highway Dragnet is,Nathan Juran,the director of Highway Dragnet, Gura Humorului,0.0011012159520760179,0.0013717792462557554,0.001778187695890665,0.0018678562482818961,0.001356505905278027,0.0020273400004953146,0.0010116848861798644,0.0014765626983717084,0.0008382979431189597,0.0009017646661959589,0.0017624181928113103,0.0013283825246617198,0.002243418712168932,0.0014658203581348062,0.001998388208448887,0.0016858491580933332,0.0008800777141004801,0.0008915915386751294,0.00023628369672223926,0.0008744927472434938,0.001437435974366963,0.0007567150751128793,0.0013015936128795147,0.0011216801358386874,0.0012521647149696946,0.0012776486109942198,0.0008976885583251715,0.001632784609682858,0.0012799252290278673,0.0022675481159240007,0.0018162598134949803,0.0005190454539842904,0.002310755429789424,0.000961111334618181,0.00019596486527007073,0.0019675204530358315,0.0013038262259215117,0.0029603391885757446,0.0012914938852190971,0.0026829573325812817,0.0013755527324974537,0.0027363349217921495
142,142,The place of birth of Vlad Yudin is,The place of birth of the director of Jeremy Scott: The People's Designer is,Vlad Yudin,the director of Jeremy Scott: The People's Designer, Russian,0.0011362527729943395,4.683274892158806e-05,3.836593168671243e-05,6.065217894501984e-05,3.366788223502226e-05,2.4479162675561383e-05,2.7726571715902537e-05,2.287851930304896e-05,2.1992647816659883e-05,5.192227035877295e-05,3.338654641993344e-05,4.0680239180801436e-05,2.2959460693527944e-05,8.868116310623009e-06,6.519984162878245e-05,8.52080192998983e-05,1.8972747056977823e-05,1.0919869964709505e-05,1.235298714163946e-05,4.169492603978142e-05,3.2888030546018854e-05,5.830988084198907e-05,5.192938260734081e-05,1.3529423085856251e-05,1.1074228495999705e-05,2.0329785911599174e-05,6.229753489606082e-05,4.191635889583267e-05,3.990153345512226e-05,3.975885556428693e-05,3.652759187389165e-05,2.9803397410432808e-05,3.294467387604527e-05,2.723701618378982e-05,1.684281596681103e-05,1.1897838703589514e-05,6.493613182101399e-05,1.5499963410547934e-05,6.876792758703232e-05,2.9846256438759156e-05,1.1479761269583832e-05,1.4168793313729111e-05
143,143,"The place of burial of Henry Nevill, 2nd Earl of Abergavenny is","The place of burial of the father of William Nevill, 4th Earl of Abergavenny is","Henry Nevill, 2nd Earl of Abergavenny","the father of William Nevill, 4th Earl of Abergavenny", East Grinstead,7.561972597613931e-05,9.715752094052732e-05,0.00012770871398970485,9.339244570583105e-05,7.975891639944166e-05,7.711277430644259e-05,5.522279752767645e-05,5.8776447986019775e-05,8.957039972301573e-05,4.2690226109698415e-05,0.00014156677934806794,0.00012330079334788024,8.864480332704261e-05,5.739910193369724e-05,8.761115168454126e-05,7.9483310400974e-05,8.324618102051318e-05,2.3669357688049786e-05,9.749504897627048e-06,9.633418812882155e-05,0.00011926141451112926,9.630504064261913e-05,7.701390131842345e-05,6.059930456103757e-05,4.7626104787923396e-05,8.407228597206995e-05,3.479010410956107e-05,0.00011662783799692988,3.498830119497143e-05,8.050750329857692e-05,5.1624971092678607e-05,3.529076639097184e-05,9.819158731261268e-05,0.00019307914772070944,4.56518646387849e-05,4.8564219468971714e-05,6.295465573202819e-05,0.00013060288620181382,7.711703074164689e-05,7.508828275604174e-05,6.508790102088824e-05,9.4184884801507e-05
144,144,The employer of Jacques Rivette is,The employer of the director of Around a Small Mountain is,Jacques Rivette,the director of Around a Small Mountain, Cahiers du cinéma,1.499769268775708e-07,2.625658908073092e-06,4.613025339494925e-06,3.051029352718615e-06,3.0917242384020938e-06,3.419144377403427e-06,4.330264346208423e-06,2.9973041364428354e-06,2.613177457533311e-06,4.419142953793198e-07,4.822831215278711e-06,3.0663843517686473e-06,1.7376747791786329e-06,3.126850288026617e-06,2.9372929475357523e-06,2.072724782919977e-06,4.638058271666523e-06,4.170654392510187e-06,2.2450092274084454e-06,4.9469103942101356e-06,3.983486749348231e-06,2.7172818590770476e-06,4.958991212333785e-06,3.0871558465150883e-06,2.9399307095445693e-06,2.5915182959579397e-06,8.023667987799854e-07,5.13612394570373e-06,1.2626293255380006e-06,2.4488952021783916e-06,2.7809819584945217e-06,4.398507826408604e-06,5.279519427858759e-06,3.0761825655645225e-06,6.316826670627051e-07,4.2767364902829286e-06,3.2110117444972275e-06,2.879622343243682e-06,9.321902325609699e-07,1.5469811387447407e-06,3.948724497604417e-06,3.0150097245496e-06
145,145,The country of citizenship of Victor Sjöström is,The country of citizenship of the director of The Tower of Lies is,Victor Sjöström,the director of The Tower of Lies, Swedish,0.012186157517135143,0.0002489406324457377,0.00011436811473686248,0.00015834848454687744,0.00016600501840002835,0.0001460059138480574,0.00012124754721298814,0.00014946649025660008,0.00010479569755261764,0.00016780306759756058,0.00015670344873797148,0.00011655876005534083,0.00022140050714369863,6.563367060152814e-05,8.232851541833952e-05,9.687877172837034e-05,8.563831215724349e-05,8.499460818711668e-05,0.00018141392502002418,0.00011667220678646117,0.00011339542834321037,0.00015706843987572938,0.00017937287339009345,0.00010150912567041814,9.818732360145077e-05,6.981450133025646e-05,0.00017609339556656778,0.00010206859587924555,6.920316081959754e-05,0.00015984964556992054,0.00021613806893583387,0.00021311375894583762,3.6450994230108336e-05,9.012609370984137e-05,2.3375839646178065e-06,4.780556537298253e-06,0.00012297759531065822,1.433275429008063e-05,0.0002717037277761847,0.00034588167909532785,0.00013486632087733597,0.0003274691407568753
146,146,The country of citizenship of Billy Murray is,"The country of citizenship of the performer of Daddy, Come Home is",Billy Murray,"the performer of Daddy, Come Home", United States,0.00746567640453577,0.0017392601585015655,0.0004583039553835988,0.0009027352789416909,0.002186646917834878,0.0006152547430247068,0.0017959485994651914,0.000766002805903554,0.0026113081257790327,0.0016001106705516577,0.005474791396409273,0.0040811095386743546,0.00012112582771806046,0.0005988841294310987,0.0023423507809638977,0.010532151907682419,0.0014583789743483067,0.00043840575381182134,0.0018032821826636791,0.0039013372734189034,0.02030339278280735,0.00907653197646141,0.0003170908894389868,0.0031757077667862177,0.007054753601551056,0.0001263846643269062,0.0012721953680738807,0.002327549736946821,0.00041653672815300524,0.00033485033782199025,0.0010325988987460732,0.001722314627841115,0.0005078240064904094,0.0005995752871967852,6.868023046990857e-05,0.00017134341760538518,0.00016627873992547393,9.922828758135438e-05,0.00029614524100907147,0.0014282120391726494,0.0026615809183567762,0.0012735396157950163
147,147,The place of death of Wolfgang Schleif is,The place of death of the director of Holiday in Tyrol is,Wolfgang Schleif,the director of Holiday in Tyrol, Berlin,9.10934522835305e-06,3.496290082694031e-05,2.59426287811948e-05,1.595457251823973e-05,2.7426245651440695e-05,7.28666054783389e-06,1.0475193448655773e-05,4.1425439121667296e-05,8.177640665962826e-06,8.970750059233978e-06,5.9937185142189264e-05,4.3413223465904593e-05,2.7988166038994677e-05,8.391113624384161e-06,3.238792487536557e-05,1.2082899047527462e-05,2.1370093236328103e-05,5.394531399360858e-06,2.0838801901845727e-06,9.253261850972194e-06,1.3969138308311813e-05,3.517226650728844e-05,1.3630395187647082e-05,3.38800236932002e-05,6.186931841511978e-06,5.8289060689276084e-06,3.529769173837849e-06,3.419661879888736e-05,8.21015601104591e-06,6.558741733897477e-05,4.569980956148356e-05,1.2507482097134925e-05,3.8926504203118384e-05,2.025939647865016e-05,3.840132649202133e-06,6.65229708829429e-06,9.928991858032532e-06,3.0474506274913438e-05,4.661225830204785e-06,5.043225883127889e-06,8.467562111036386e-06,4.133417678531259e-05
148,148,The date of birth of Charles Bretagne Marie de La Trémoille is,The date of birth of the father of Louis Charles de La Trémoille is,Charles Bretagne Marie de La Trémoille,the father of Louis Charles de La Trémoille, 24 March 1764,0.0010914435843005776,0.0003394660889171064,0.0006948027876205742,0.000432341534178704,0.00028713198844343424,0.0005907703889533877,0.00031563403899781406,0.0005825767875649035,0.0003743078268598765,0.00017151185602415353,0.0005544996820390224,0.00034684056299738586,0.0002963392180390656,0.00033396706567145884,0.00044877000618726015,0.0003690393641591072,0.00026001219521276653,0.000351377617334947,0.00015584068023599684,0.00025813383399508893,0.00033807021100074053,0.0002211753453593701,0.00031099290936253965,0.00026153383078053594,0.00015132267435546964,0.00017341558123007417,7.982143142726272e-05,0.0003771785122808069,0.00036199079477228224,0.0009456943953409791,0.0003604997764341533,0.0002618948637973517,0.000681973819155246,0.00026522172265686095,0.0005718787433579564,0.00037679015076719224,0.00038951338501647115,0.001281517674215138,0.00035882191150449216,0.00032531461329199374,0.0012868632329627872,0.0007802823674865067
