,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.7445741891860962,0.8675699830055237,0.7854129076004028,0.6342276930809021,0.8253335952758789,0.9011682868003845,0.753752589225769,0.7812791466712952,0.8357598781585693,0.8428366184234619,0.7961013317108154,0.7024600505828857,0.7926695942878723,0.8296658396720886,0.7919275164604187,0.884171187877655,0.7616663575172424,0.5533490777015686,0.928394079208374,0.8201481103897095,0.8323023319244385,0.7186349034309387,0.7105301022529602,0.8312674164772034,0.7896950840950012,0.7999439239501953,0.767309308052063,0.4496294856071472,0.5590692758560181,0.8007699847221375,0.8107311725616455,0.5910916328430176,0.75583815574646,0.8894462585449219,0.7597702145576477,0.6666581630706787,0.7759450078010559,0.8936219811439514,0.7258042693138123,0.8078351020812988,0.6967481970787048,0.8150455951690674
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.6114038317027735e-06,1.1122016303488635e-06,1.1403686812627711e-06,1.4318504781840602e-06,1.3793246580462437e-06,7.640251169505063e-07,2.0668376237154007e-06,1.4846360727460706e-06,1.1061732720918371e-06,1.372468204863253e-06,1.125742983276723e-06,8.876815513758629e-07,2.193343789258506e-06,2.6371362764621153e-06,6.81617962072778e-07,2.9384796107478905e-06,1.2471002719394164e-06,2.018597797359689e-06,2.0168231458228547e-06,9.679633876658045e-07,1.3399305771599757e-06,3.326416845084168e-06,2.809817715387908e-06,1.5675386748625897e-06,1.740194079502544e-06,1.406883370691503e-06,2.30667046707822e-06,9.531713658361696e-07,1.3616736396215856e-06,5.123715141053253e-07,1.3690397508980823e-06,1.600933956069639e-06,1.3985322766529862e-06,1.0734642046372755e-06,1.3196422514738515e-06,3.783583451877348e-06,2.2502688352687983e-06,6.181288085826964e-07,8.17422346699459e-07,1.4501514442599728e-06,7.470393370567763e-07,1.389072622259846e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.06391549110412598,0.05679523944854736,0.09219679981470108,0.06990659981966019,0.06631287932395935,0.03679852932691574,0.03495157137513161,0.05522335320711136,0.026430053636431694,0.09301305562257767,0.07233694195747375,0.05065804347395897,0.06550049036741257,0.04933127388358116,0.026216035708785057,0.07280207425355911,0.05042336508631706,0.05054531618952751,0.05441984534263611,0.04737267643213272,0.03501031547784805,0.05452794209122658,0.036184683442115784,0.07114779949188232,0.05353046581149101,0.08716632425785065,0.061612967401742935,0.039720188826322556,0.08285477012395859,0.03932308778166771,0.04542005807161331,0.03524016588926315,0.04185519367456436,0.03665832430124283,0.07332456856966019,0.039788972586393356,0.028721358627080917,0.04112441465258598,0.04010133072733879,0.04314880073070526,0.038427211344242096,0.03832907974720001
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.0003778802929446101,0.0002615385747049004,0.00030420234543271363,0.00011785542301367968,0.00022328633349388838,0.00022452572011388838,0.00014219492732081562,0.00038723720354028046,0.0003767271409742534,0.0001577168150106445,0.00011520177940838039,0.0003069226222578436,0.00018173339776694775,0.00026003093807958066,0.0003547056985553354,0.00023763967328704894,0.0001778940059011802,0.00022183667169883847,0.00011084825382567942,0.00031716833473183215,0.000295923586236313,0.0001431076816515997,0.000131700886413455,0.0003365479060448706,0.00016865081852301955,0.00015752103354316205,0.00024661931092850864,0.00019460704061202705,0.0001366179931210354,0.00015076658746693283,0.00037142139626666903,0.0004455420421436429,0.00039228523382917047,0.00018137673032470047,0.00011663512123050168,0.00020528354798443615,0.0003611279826145619,0.00011574064410524443,7.393927808152512e-05,0.00040326378075405955,0.000203181742108427,0.00032537057995796204
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.0936848372220993,0.009152436628937721,0.012037149630486965,0.025609901174902916,0.009000202640891075,0.005122538190335035,0.002731463871896267,0.003227701410651207,0.003006297629326582,0.009784752503037453,0.012683544307947159,0.04699533060193062,0.016418777406215668,0.013153430074453354,0.015996558591723442,0.015574746765196323,0.008848413825035095,0.01019740104675293,0.006694629322737455,0.002015970414504409,0.01767852157354355,0.0017987957689911127,0.01661524921655655,0.00579462107270956,0.004529803991317749,0.00876698549836874,0.006641567684710026,0.002749253064393997,0.009300107136368752,0.004655311815440655,0.003480037208646536,0.003019083524122834,0.005791214760392904,0.00909810047596693,0.008954595774412155,0.0016236946685239673,0.007123938295990229,0.009385797195136547,0.005366480443626642,0.014764204621315002,0.010366497561335564,0.029482968151569366
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.015482199378311634,0.009966002777218819,0.006697749253362417,0.009215831756591797,0.005956542212516069,0.009953373111784458,0.011184555478394032,0.008552249521017075,0.0024629044346511364,0.007166196126490831,0.006380312144756317,0.010188063606619835,0.009465795941650867,0.00933922454714775,0.00891777966171503,0.006678090430796146,0.009517043828964233,0.006807575933635235,0.007869305089116096,0.008929364383220673,0.006961269769817591,0.008984165266156197,0.008482393808662891,0.0013608700828626752,0.008807452395558357,0.006133117713034153,0.004526278004050255,0.011896040290594101,0.00521079171448946,0.004472319036722183,0.006566599477082491,0.009987793862819672,0.008100057020783424,0.008890711702406406,0.005958471912890673,0.006065265275537968,0.003986608237028122,0.007265626918524504,0.0062698847614228725,0.004707351326942444,0.004469607025384903,0.007867405191063881
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.5642232894897461,0.008948111906647682,0.010287520475685596,0.004501977935433388,0.0033605301287025213,0.010778321884572506,0.010534923523664474,0.031071793287992477,0.0077687837183475494,0.006122903898358345,0.0036154233384877443,0.002136897062882781,0.0017601294675841928,0.002361382357776165,0.006722865626215935,0.00202796864323318,0.004021901171654463,0.014774199575185776,0.0024883339647203684,0.0217666644603014,0.0017184229800477624,0.003417505184188485,0.004319614730775356,0.0021976358257234097,0.017610449343919754,0.023840906098484993,0.017821934074163437,0.006853988394141197,0.005944943055510521,0.004961168393492699,0.004687153734266758,0.0015319575322791934,0.005835694260895252,0.002456407528370619,0.004712252411991358,0.10336756706237793,0.006734717171639204,0.002341750543564558,0.005765613168478012,0.0021419611293822527,0.004291967023164034,0.006782988552004099
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0016194165218621492,0.0026144669391214848,0.0028231674805283546,0.0030897422693669796,0.0032524792477488518,0.005738995037972927,0.007186546456068754,0.0010742839658632874,0.0030985591001808643,0.0040978784672915936,0.0014991452917456627,0.008419507183134556,0.0036902804858982563,0.0016985121183097363,0.009193306788802147,0.00394601421430707,0.001669950783252716,0.0013643333222717047,0.0016982191009446979,0.0027337553910911083,0.0006349238683469594,0.0013113952009007335,0.006500935181975365,0.0007290352368727326,0.002344493055716157,0.001300015370361507,0.003325782483443618,0.003627537749707699,0.0014088437892496586,6.71537927701138e-05,0.003152885939925909,0.0039137545973062515,0.0032829728443175554,0.0054793464951217175,0.006061663385480642,0.004344694782048464,0.0010580465896055102,0.00549838412553072,0.003736012615263462,0.0009839001577347517,0.006217419169843197,0.004400611389428377
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.28287118673324585,0.19139577448368073,0.13286857306957245,0.21784019470214844,0.18007907271385193,0.20200172066688538,0.11982152611017227,0.09722258895635605,0.1581839770078659,0.09868825972080231,0.15506380796432495,0.1560859978199005,0.16841521859169006,0.214362233877182,0.11379431933164597,0.142795592546463,0.13474632799625397,0.0675339549779892,0.2061929702758789,0.09486639499664307,0.1809317171573639,0.17015467584133148,0.25432294607162476,0.24705913662910461,0.11415165662765503,0.1423783302307129,0.1754027009010315,0.10522866994142532,0.19443638622760773,0.24430689215660095,0.12068150192499161,0.08123763650655746,0.1107252910733223,0.24043715000152588,0.14858248829841614,0.09503109008073807,0.1921422928571701,0.16101627051830292,0.1695851981639862,0.17969301342964172,0.1253378987312317,0.1882210373878479
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.0013952578883618116,0.002460734685882926,0.0020525201689451933,0.002144356956705451,0.0035584433935582638,0.007002749480307102,0.0036123692989349365,0.00128850934561342,0.0029925319831818342,0.004000457469373941,0.002383905928581953,0.003684945637360215,0.005653319880366325,0.002076775301247835,0.005197965074330568,0.003067551413550973,0.002397577278316021,0.001701786881312728,0.0049257357604801655,0.0014532586792483926,0.0028852832037955523,0.0044146450236439705,0.0026760685723274946,0.001823033089749515,0.002296313177794218,0.0012674255995079875,0.0017774136504158378,0.0018510608933866024,0.0022596849594265223,0.0022372619714587927,0.002287772251293063,0.0021921060979366302,0.0030155193526297808,0.003914858680218458,0.0018330833408981562,0.006035094149410725,0.005839171353727579,0.005106443539261818,0.00487201614305377,0.006354282144457102,0.0014981395797803998,0.006497228518128395
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0256805419921875,0.012151693925261497,0.016701972112059593,0.004918423946946859,0.010421019047498703,0.014188702218234539,0.007166286930441856,0.014124329201877117,0.007003643549978733,0.010665219277143478,0.0147636029869318,0.015656204894185066,0.00811171717941761,0.0184940192848444,0.0029134321957826614,0.011619951575994492,0.0053880466148257256,0.008958992548286915,0.004570493474602699,0.009450625628232956,0.016071438789367676,0.004172074142843485,0.011042746715247631,0.010510563850402832,0.005586531013250351,0.00990042183548212,0.004041928797960281,0.005432230420410633,0.008795148693025112,0.002906471025198698,0.0046463776379823685,0.008517068810760975,0.006722466088831425,0.012667618691921234,0.0031168342102319,0.022782793268561363,0.01526176743209362,0.004447817802429199,0.0026780064217746258,0.007517760153859854,0.009217813611030579,0.008143411949276924
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.01713889092206955,0.041291117668151855,0.037345040589571,0.031884074211120605,0.02716299146413803,0.035092394798994064,0.03389635682106018,0.03354404866695404,0.009725667536258698,0.03908668830990791,0.010089265182614326,0.06267943233251572,0.018331555649638176,0.05580970272421837,0.01304120197892189,0.032896168529987335,0.029573289677500725,0.016701282933354378,0.018674325197935104,0.022325318306684494,0.04101184383034706,0.03630434349179268,0.03811226412653923,0.021091286092996597,0.027343671768903732,0.05470900610089302,0.025868402794003487,0.056958407163619995,0.010924099013209343,0.021196622401475906,0.04191239923238754,0.0245121568441391,0.022503172978758812,0.03178175911307335,0.0625976100564003,0.01767480932176113,0.022345393896102905,0.03114541620016098,0.03014444001019001,0.01971752569079399,0.027923818677663803,0.01864028535783291
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.8578641414642334,0.7496615648269653,0.7937530875205994,0.8100619912147522,0.6775762438774109,0.8679420948028564,0.6803986430168152,0.7996931672096252,0.6192963123321533,0.7937120795249939,0.7142506241798401,0.8144826889038086,0.7175619602203369,0.7443445920944214,0.8027352094650269,0.7869986891746521,0.7458548545837402,0.7604775428771973,0.7771056294441223,0.7222763299942017,0.7130177617073059,0.7527867555618286,0.8196767568588257,0.7205156087875366,0.7420063018798828,0.7603039741516113,0.8350586295127869,0.6323079466819763,0.6859262585639954,0.7849307656288147,0.9017696976661682,0.49846965074539185,0.8189691305160522,0.7224138379096985,0.7725996971130371,0.7942860126495361,0.8179349899291992,0.7995096445083618,0.683686375617981,0.7603978514671326,0.7518483400344849,0.6544309854507446
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.5312038064002991,0.10876207053661346,0.19754649698734283,0.155852809548378,0.11891845613718033,0.1409424990415573,0.05449632555246353,0.11349461227655411,0.06766882538795471,0.1479174941778183,0.1038903072476387,0.08649074286222458,0.07285096496343613,0.022281527519226074,0.09453298896551132,0.0651056319475174,0.16838125884532928,0.04029279574751854,0.03432503342628479,0.1488877683877945,0.08781593292951584,0.08563648164272308,0.12044306099414825,0.15350691974163055,0.11196746677160263,0.12130165100097656,0.130254328250885,0.15312078595161438,0.05403889715671539,0.14334046840667725,0.07299796491861343,0.08655586838722229,0.09331270307302475,0.1117977648973465,0.15611858665943146,0.17413794994354248,0.05980917066335678,0.24169586598873138,0.11697816848754883,0.08519846200942993,0.07202493399381638,0.05147693306207657
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.002444321056827903,0.0022951888386160135,0.002423536963760853,0.0030666941311210394,0.0017147130565717816,0.0016178218647837639,0.002689703367650509,0.0034283683635294437,0.0014144944725558162,0.0012000198476016521,0.0011684137862175703,0.004156662151217461,0.0011920180404558778,0.0008271192782558501,0.0017022067913785577,0.001248585875146091,0.0040712906047701836,0.003804367734119296,0.0009632037836126983,0.003277809591963887,0.001827713567763567,0.0025717250537127256,0.0017409975407645106,0.0009580370970070362,0.0015066246269270778,0.00192383979447186,0.0008337714825756848,0.0009155950392596424,0.0011756221065297723,0.005543672014027834,0.0007336755516007543,0.0011356764007359743,0.001638389308936894,0.001364393625408411,0.0035237008705735207,0.004552640952169895,0.001051751314662397,0.0016248319298028946,0.002214988460764289,0.0016896611778065562,0.001543790684081614,0.0016007066005840898
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.6233236789703369,0.42811810970306396,0.3290375769138336,0.4055103361606598,0.3301645517349243,0.14005042612552643,0.3409605324268341,0.2085188776254654,0.22112827003002167,0.31137388944625854,0.2558750808238983,0.466820627450943,0.3898733854293823,0.30844846367836,0.2847367525100708,0.45494094491004944,0.333275705575943,0.14991173148155212,0.34802061319351196,0.2079346925020218,0.3242574632167816,0.2893867492675781,0.2510761022567749,0.1713702231645584,0.20976954698562622,0.6378980875015259,0.342484712600708,0.3875497877597809,0.6940856575965881,0.12357812374830246,0.3990330398082733,0.3434721529483795,0.549816370010376,0.4073215126991272,0.5060989260673523,0.044965293258428574,0.1261742264032364,0.4584237337112427,0.40711709856987,0.13270412385463715,0.43204036355018616,0.3571295440196991
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.1652836948633194,0.007013880182057619,0.006842616479843855,0.007543287239968777,0.007268051616847515,0.009955668821930885,0.005828560795634985,0.01769307628273964,0.004455519374459982,0.012401779182255268,0.006299739237874746,0.018118975684046745,0.007746213115751743,0.0037739009130746126,0.005960996262729168,0.0023057397920638323,0.007315518334507942,0.014081068336963654,0.0026038028299808502,0.005898403003811836,0.003295543137937784,0.0028046087827533484,0.009934295900166035,0.0055364882573485374,0.00913318432867527,0.00907848123461008,0.003682935144752264,0.00232425588183105,0.002986639505252242,0.004438768140971661,0.005280656740069389,0.004741949494928122,0.011076763272285461,0.007469360716640949,0.03277904540300369,0.01426182221621275,0.00776597810909152,0.007271291222423315,0.0046823169104754925,0.008225608617067337,0.005515582859516144,0.0028221565298736095
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,0.018240557983517647,0.005427954252809286,0.00445562694221735,0.005273142829537392,0.00364704173989594,0.0027537925634533167,0.00411769887432456,0.008216826245188713,0.0018382150446996093,0.0038338899612426758,0.0037316130474209785,0.012679757550358772,0.003184622386470437,0.0014842047821730375,0.00361077138222754,0.0025552408769726753,0.004572692327201366,0.0021128724329173565,0.0012619150802493095,0.007377703674137592,0.0048844944685697556,0.0017000525258481503,0.008926812559366226,0.005564646329730749,0.00554255535826087,0.004263442941009998,0.00805553887039423,0.0036875575315207243,0.0045632957480847836,0.0034762558061629534,0.006552678998559713,0.0016131518641486764,0.005489803850650787,0.001560236793011427,0.008234350942075253,0.0029485917184501886,0.0024104437325149775,0.004626893904060125,0.0033465016167610884,0.002352608833462,0.0032912336755543947,0.002751786494627595
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.8201738595962524,0.061434172093868256,0.09401664137840271,0.030663976445794106,0.0269614290446043,0.011325279250741005,0.019452577456831932,0.13865125179290771,0.04979655519127846,0.025758247822523117,0.075108602643013,0.02149070054292679,0.018899371847510338,0.04914725571870804,0.018900146707892418,0.029686160385608673,0.08853759616613388,0.02463323436677456,0.04208657890558243,0.03214436024427414,0.06692535430192947,0.017552148550748825,0.028998026624321938,0.05834319069981575,0.04724550619721413,0.04464190825819969,0.03928293660283089,0.08251107484102249,0.04394872859120369,0.038442932069301605,0.07281136512756348,0.10880936682224274,0.03232184052467346,0.0387091301381588,0.017438780516386032,0.04776269942522049,0.006810125894844532,0.04341774433851242,0.027747122570872307,0.02032136544585228,0.042565252631902695,0.026332419365644455
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5698561072349548,0.40658703446388245,0.5012236833572388,0.45359519124031067,0.4228455126285553,0.36306074261665344,0.3311901390552521,0.423877477645874,0.4629771113395691,0.39851877093315125,0.5060293674468994,0.4070630967617035,0.5092547535896301,0.4197883903980255,0.34217607975006104,0.4320012032985687,0.46490705013275146,0.351756751537323,0.4622664153575897,0.39882197976112366,0.3628145158290863,0.3197227120399475,0.2831915020942688,0.5714746713638306,0.34238848090171814,0.4355705678462982,0.49002575874328613,0.40287142992019653,0.4306188225746155,0.35357457399368286,0.4718640148639679,0.2883780002593994,0.3919628858566284,0.39848238229751587,0.46918147802352905,0.42125722765922546,0.3339192271232605,0.38008183240890503,0.34679341316223145,0.34337469935417175,0.4064955413341522,0.34048688411712646
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.279843270778656,0.04213012382388115,0.02995307557284832,0.027065018191933632,0.031195322051644325,0.01951197162270546,0.02037232741713524,0.026786524802446365,0.030446931719779968,0.03212989121675491,0.023549363017082214,0.05670297145843506,0.022286688908934593,0.031102215871214867,0.03734350576996803,0.03318491205573082,0.05501425266265869,0.02183995395898819,0.03697068616747856,0.02431011013686657,0.0371183417737484,0.02936740592122078,0.030463825911283493,0.024247750639915466,0.03597014769911766,0.023203395307064056,0.03715983405709267,0.03189997375011444,0.019609855487942696,0.027480989694595337,0.031025609001517296,0.020073311403393745,0.025182459503412247,0.03117578849196434,0.02578047476708889,0.010078690946102142,0.023385081440210342,0.03486104682087898,0.051707297563552856,0.023362526670098305,0.03505123034119606,0.020936911925673485
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0009550867252983153,0.0016671593766659498,0.002509622136130929,0.001386218355037272,0.001544229337014258,0.001577884890139103,0.0014944594586268067,0.001380671514198184,0.001275399699807167,0.003349882550537586,0.0006286423886194825,0.0010311956284567714,0.0006953376578167081,0.0004684612504206598,0.0013673303183168173,0.0005621710442937911,0.0019754080567508936,0.0017496369546279311,0.00045671447878703475,0.0014844631077721715,0.0004600006795953959,0.0003006966726388782,0.00035607750760391355,0.001897109323181212,0.0007953123422339559,0.0008085508598014712,0.0026123307179659605,0.0007620188989676535,0.001118154264986515,0.00020782178035005927,0.0013434035936370492,0.0015461948933079839,0.0029483584221452475,0.0006098566809669137,0.0007233397336676717,0.0009551455732434988,0.0009198615443892777,0.0006583330105058849,0.0011282109189778566,0.0006076227291487157,0.0006879541906528175,0.0017413244349882007
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.08473466336727142,0.004835410509258509,0.02542225457727909,0.002730106934905052,0.005100281909108162,0.002272556535899639,0.0043917493894696236,0.002178580267354846,0.0033299617934972048,0.002532042795792222,0.0009161434136331081,0.011262106709182262,0.006065858993679285,0.0076826480217278,0.0064176288433372974,0.007311483379453421,0.015333734452724457,0.0010571755701676011,0.005442464724183083,0.0058921221643686295,0.001172458752989769,0.006192675791680813,0.0009606907842680812,0.002117528347298503,0.0026769826654344797,0.003985343500971794,0.00222635455429554,0.0011492606718093157,0.0014463522238656878,0.007437761873006821,0.003145345486700535,0.0013375116977840662,0.0033110743388533592,0.010033532045781612,0.00596647709608078,0.0025864546187222004,0.005381013732403517,0.002408322412520647,0.007320066448301077,0.001103842630982399,0.00128063908778131,0.0015335511416196823
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.9097620844841003,0.7353805899620056,0.7562658786773682,0.716038167476654,0.7351292371749878,0.606792688369751,0.5045626163482666,0.6285102367401123,0.716297447681427,0.782000720500946,0.7282880544662476,0.6988449692726135,0.5942012667655945,0.6479257345199585,0.7206180691719055,0.4644247889518738,0.762597382068634,0.5576135516166687,0.6901026964187622,0.5815795063972473,0.4050208032131195,0.2974292039871216,0.7185050249099731,0.7644113898277283,0.7377015352249146,0.6396563053131104,0.5587679147720337,0.6869999766349792,0.769144594669342,0.5871887803077698,0.6199139356613159,0.8360923528671265,0.6547691226005554,0.7298245429992676,0.6235156655311584,0.6127497553825378,0.7624265551567078,0.6577087044715881,0.696124792098999,0.6406027674674988,0.7921745181083679,0.7018356919288635
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4307466447353363,0.3672288954257965,0.4239349961280823,0.40343669056892395,0.4384169280529022,0.4382195472717285,0.5079313516616821,0.4898970425128937,0.4146389961242676,0.28886768221855164,0.34633156657218933,0.5075015425682068,0.5209195017814636,0.3114382028579712,0.45695406198501587,0.2764849066734314,0.3715120851993561,0.46702271699905396,0.330721914768219,0.5675230026245117,0.4033757150173187,0.2395613193511963,0.5067599415779114,0.38613736629486084,0.31461310386657715,0.2855241596698761,0.5120833516120911,0.3860793113708496,0.3463766574859619,0.298181414604187,0.35573792457580566,0.4579400420188904,0.5121508836746216,0.4705967307090759,0.4540382921695709,0.3392132520675659,0.39315298199653625,0.5127688050270081,0.35044971108436584,0.3359244763851166,0.4586562514305115,0.315151572227478
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.5908569693565369,0.0791441798210144,0.03470922261476517,0.020637566223740578,0.04631604999303818,0.09447094798088074,0.09827745705842972,0.07571326196193695,0.020405659452080727,0.021239712834358215,0.05458026006817818,0.022356651723384857,0.02326774038374424,0.049789708107709885,0.06748050451278687,0.007959085516631603,0.011459165252745152,0.02520928904414177,0.05555836111307144,0.02615930698812008,0.015107029117643833,0.03891264647245407,0.09701258689165115,0.018131302669644356,0.12382855266332626,0.0308421291410923,0.03014875017106533,0.029798833653330803,0.0526435524225235,0.05197006091475487,0.07987727969884872,0.04390833154320717,0.027223944664001465,0.07452419400215149,0.15387055277824402,0.021437333896756172,0.036474790424108505,0.030962351709604263,0.04097133129835129,0.03354621306061745,0.03930862620472908,0.03833348676562309
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,0.011992069892585278,0.0017238990403711796,0.0019226878648623824,0.002022203989326954,0.0023996050003916025,0.0010940072825178504,0.0014619419816881418,0.0013263651635497808,0.0015995546709746122,0.0006470887456089258,0.001424360554665327,0.0031344371382147074,0.0009812538046389818,0.0010286328615620732,0.0012659387430176139,0.0019403276965022087,0.0010237793903797865,0.00022165983682498336,0.000753681524656713,0.0028951880522072315,0.000659433426335454,0.0005980214918963611,0.0014452399918809533,0.000773853505961597,0.0010455689625814557,0.0005345822428353131,0.0016683691646903753,0.000966119987424463,0.0004550383018795401,0.000546821509487927,0.0009147577220574021,0.0008196444250643253,0.0007059987401589751,0.0017399335047230124,0.001655761618167162,0.00036241888301447034,0.0003328189195599407,0.0020361521746963263,0.001694171573035419,0.0009173033176921308,0.0012900966685265303,0.0005292752757668495
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.9473423957824707,0.9741985201835632,0.9299500584602356,0.9773473143577576,0.9649143218994141,0.9591211676597595,0.9629157185554504,0.9576267004013062,0.9596564173698425,0.9441733360290527,0.9583746194839478,0.9231092929840088,0.9629797339439392,0.9734126329421997,0.9623081684112549,0.9815611243247986,0.8805208206176758,0.9460279941558838,0.9133083820343018,0.958746075630188,0.9224994778633118,0.9654544591903687,0.9660516381263733,0.962626039981842,0.960739016532898,0.9305336475372314,0.9553192853927612,0.9529832005500793,0.9054349660873413,0.9554064273834229,0.9434992074966431,0.9701617956161499,0.9487788081169128,0.9509103894233704,0.9640872478485107,0.945288896560669,0.9585708975791931,0.9471314549446106,0.9448879957199097,0.9458468556404114,0.9303582906723022,0.9509533643722534
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.15821732580661774,0.004118630196899176,0.0022671157494187355,0.0036416996736079454,0.004078226629644632,0.003024290781468153,0.0018882207805290818,0.002782499650493264,0.0023405246902257204,0.005179810803383589,0.004166997503489256,0.005393232684582472,0.005738651845604181,0.0037711889017373323,0.004614977166056633,0.008168946951627731,0.0050257290713489056,0.0025398959405720234,0.004290417768061161,0.0021272588055580854,0.004014587961137295,0.0028124169912189245,0.003394229570403695,0.003880010452121496,0.004978456534445286,0.0018828255124390125,0.003625590819865465,0.004265578929334879,0.0034819282591342926,0.002548756543546915,0.005952449049800634,0.004910562187433243,0.0029097720980644226,0.0038135387003421783,0.0039911228232085705,0.002136274240911007,0.0016590714221820235,0.003060672665014863,0.003355077700689435,0.0023493594489991665,0.004686431959271431,0.005385378375649452
