,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.7445741891860962,0.8675699830055237,0.645652174949646,0.7836876511573792,0.8302251100540161,0.7369258999824524,0.645331084728241,0.8306361436843872,0.741272509098053,0.7087873816490173,0.8404948711395264,0.2185390740633011,0.7450809478759766,0.7361246943473816,0.7479689121246338,0.8308844566345215,0.7257716059684753,0.7813932299613953,0.7342155575752258,0.8279911279678345,0.8591827154159546,0.7123516201972961,0.7908369898796082,0.8413397073745728,0.6956620216369629,0.8565490245819092,0.8436810970306396,0.5145008563995361,0.7845381498336792,0.7635589838027954,0.6139931082725525,0.793290376663208,0.7865870594978333,0.7496330142021179,0.8304278254508972,0.844175398349762,0.5576809048652649,0.30746757984161377,0.6785558462142944,0.7894865274429321,0.7878879904747009,0.6177335977554321
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.6114038317027735e-06,1.1122016303488635e-06,3.303273388155503e-06,9.416433499609411e-07,2.1815826585225295e-06,1.2451464499463327e-06,2.762441681625205e-06,1.0464513024999178e-06,1.0619442036841065e-06,1.2148541372880572e-06,2.511559614504222e-06,8.873449246493692e-07,1.3280181292429916e-06,5.978925514682487e-07,2.5196873139066156e-06,4.502322099142475e-06,3.8124674119899282e-06,1.870043774943042e-06,7.669644332963799e-07,6.85315058035485e-07,1.4665538401459344e-06,1.8836178696801653e-06,1.2113456477891305e-06,8.107796816148038e-07,2.2646825073024957e-06,4.956739303452196e-06,1.8642572285898495e-06,1.8358629176873364e-06,1.4862346233712742e-06,6.219609076651977e-07,7.217266784209642e-07,7.031296263448894e-06,9.980900586015196e-07,1.1277924159003305e-06,2.5755123260751134e-06,1.0295063930243487e-06,2.6208062990917824e-06,1.3974927242088597e-06,2.872385266527999e-06,5.738965569435095e-07,2.929803713414003e-06,2.965873591165291e-06
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.06391549110412598,0.05679523944854736,0.038737088441848755,0.053085848689079285,0.05947962775826454,0.05189698189496994,0.07764021307229996,0.06363999098539352,0.0502769872546196,0.08008682727813721,0.05047690495848656,0.015450323931872845,0.053733404725790024,0.04100288450717926,0.054823849350214005,0.05139637738466263,0.12132774293422699,0.07952632755041122,0.027704723179340363,0.06754332780838013,0.08116216212511063,0.06830956786870956,0.08736994862556458,0.04647453501820564,0.058370254933834076,0.04975705221295357,0.04387133568525314,0.04154139757156372,0.06320880353450775,0.05285479500889778,0.05232170596718788,0.03657442331314087,0.0702459067106247,0.022405799478292465,0.07385316491127014,0.04586317390203476,0.03153563663363457,0.03652516379952431,0.054447147995233536,0.053604379296302795,0.0764603391289711,0.021279476583003998
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.0003778802929446101,0.0002615385747049004,0.0001567027356941253,0.0002346386609133333,0.00022154490579850972,0.00020616731490008533,0.00022489168622996658,0.00024263621889986098,0.00018984731286764145,0.00037635513581335545,0.00011953151260968298,7.973685569595546e-05,0.00011355450988048688,0.0003068081277888268,0.0002698424505069852,0.00029210824868641794,0.0003044264449272305,0.00031150347786024213,0.00013582828978542238,0.00016395818965975195,0.00013617510558106005,0.00019084058294538409,0.000327128975186497,0.00010427410597912967,0.00029020680813118815,0.00012226865510456264,0.0001478914637118578,0.00010585124255158007,0.00010014060535468161,0.00027510960353538394,0.00011331350106047466,0.0005535620730370283,0.00018579822790343314,0.00023503575357608497,0.0002856609062291682,0.000102152036561165,0.0005399811780080199,0.00013813900295644999,0.00014295653090812266,0.00016305007738992572,0.0003209332353435457,0.0002744072990026325
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.0936848372220993,0.009152436628937721,0.008760767057538033,0.005794827360659838,0.006157844793051481,0.018083637580275536,0.01670048199594021,0.004913342650979757,0.0030967281199991703,0.0019741684664040804,0.007306310348212719,0.001627469202503562,0.008780773729085922,0.005934423767030239,0.0066155060194432735,0.007204916328191757,0.010132057592272758,0.016973081976175308,0.0028787183109670877,0.012408849783241749,0.02303500287234783,0.006051344331353903,0.005022235680371523,0.00675188796594739,0.00986794289201498,0.014944318681955338,0.005307292565703392,0.005749548319727182,0.01202443614602089,0.024999773129820824,0.004014704376459122,0.005184444598853588,0.013638627715408802,0.00577135942876339,0.007634064648300409,0.013023082166910172,0.0038089612498879433,0.003831723239272833,0.016410620883107185,0.003154903184622526,0.01534225419163704,0.013783881440758705
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.015482199378311634,0.009966002777218819,0.004079676698893309,0.009609644301235676,0.0034737822134047747,0.013046457432210445,0.011473504826426506,0.011074463836848736,0.007788727525621653,0.005417748354375362,0.0093242097645998,0.006964998785406351,0.014415676705539227,0.00987196620553732,0.011462915688753128,0.006966073531657457,0.008915738202631474,0.010179927572607994,0.01582162454724312,0.004089765250682831,0.007988309487700462,0.009291066788136959,0.015813905745744705,0.008973139338195324,0.00868688803166151,0.011534658260643482,0.014059539884328842,0.007478109560906887,0.0023449412547051907,0.005489715375006199,0.011670039966702461,0.00952443853020668,0.009739154949784279,0.010649044997990131,0.009227639064192772,0.015582487918436527,0.0008002201211638749,0.004822608549147844,0.009129608981311321,0.011875847354531288,0.011115612462162971,0.011398120783269405
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.5642232894897461,0.008948111906647682,0.0012065962655469775,0.03332516551017761,0.0012486808700487018,0.02648254670202732,0.002707555890083313,0.012174570932984352,0.017069172114133835,0.002426916966214776,0.019293857738375664,0.004614863079041243,0.0020123589783906937,0.027790280058979988,0.004836792591959238,0.0024924620520323515,0.0015764725394546986,0.005192894954234362,0.009923864156007767,0.002282259752973914,0.005744512192904949,0.010080783627927303,0.007330699823796749,0.0022339774295687675,0.006187872029840946,0.0035981712862849236,0.019960012286901474,0.0010797170689329505,0.00171801692340523,0.0021565426141023636,0.06972746551036835,0.03498547151684761,0.022066762670874596,0.029908986762166023,0.013559641316533089,0.011091593652963638,0.009421110153198242,0.0025632320903241634,0.022849200293421745,0.00701076490804553,0.01122142281383276,0.005564765073359013
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0016194165218621492,0.0026144669391214848,0.00139775057323277,0.0036836976651102304,0.00276772677898407,0.002052139723673463,0.002856223611161113,0.004728112369775772,0.0015267366543412209,0.003235703334212303,0.0007106802077032626,0.0012348731979727745,0.0005162738380022347,0.0009846740867942572,0.001721311709843576,0.0035786903463304043,0.002560045337304473,0.0016965484246611595,0.0020177559927105904,0.001682143658399582,0.002289604162797332,0.0030043083243072033,0.004278125241398811,0.0019851799588650465,0.004701747093349695,0.003242451697587967,0.0011003627441823483,0.0016218404052779078,0.003752398304641247,0.0043643685057759285,0.001057399669662118,0.0024809318128973246,0.004436262883245945,0.004213553853332996,0.0012640530476346612,0.0079580619931221,0.0060722604393959045,0.00033488773624412715,0.003714967053383589,0.0016331805381923914,0.003922560252249241,0.001371947000734508
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.28287118673324585,0.19139577448368073,0.11622453480958939,0.1654578447341919,0.16322959959506989,0.17239557206630707,0.22227509319782257,0.2048237919807434,0.28913989663124084,0.058270495384931564,0.2716869115829468,0.08350621163845062,0.09369473159313202,0.13545382022857666,0.1778225153684616,0.1371462643146515,0.26291966438293457,0.14107806980609894,0.21154184639453888,0.3336974084377289,0.4835479259490967,0.18833686411380768,0.2246641367673874,0.2972618341445923,0.16621556878089905,0.12497453391551971,0.15461495518684387,0.13261187076568604,0.18420276045799255,0.2233923226594925,0.29815489053726196,0.06904058903455734,0.1399124562740326,0.15692344307899475,0.16732683777809143,0.12756100296974182,0.09512069076299667,0.06998232752084732,0.23760266602039337,0.23346471786499023,0.15444979071617126,0.18464909493923187
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.0013952578883618116,0.002460734685882926,0.003774871351197362,0.0020465413108468056,0.003306538099423051,0.0018395166844129562,0.0029466100968420506,0.003556503215804696,0.0016504445811733603,0.004806043114513159,0.005553415510803461,0.003412623656913638,0.0031241944525390863,0.0036786673590540886,0.0019079792546108365,0.0019527635304257274,0.001635576831176877,0.006617282051593065,0.0027572368271648884,0.003742999630048871,0.0033582504838705063,0.0020705547649413347,0.0024563230108469725,0.004175351466983557,0.0012179085751995444,0.0030887823086231947,0.0014965052250772715,0.003968799486756325,0.005046278238296509,0.0014839330688118935,0.005248326808214188,0.002848405158147216,0.0011543158907443285,0.0025414051488041878,0.001514553208835423,0.005296539049595594,0.0023964704014360905,0.0008403512765653431,0.003185500856488943,0.0014417094644159079,0.0031415538396686316,0.009202602319419384
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0256805419921875,0.012151693925261497,0.013864941895008087,0.010165132582187653,0.0041832225397229195,0.01586378738284111,0.007884988561272621,0.020811449736356735,0.008861133828759193,0.004074883181601763,0.01305704191327095,0.006433525122702122,0.012405919842422009,0.007950409315526485,0.0037550751585513353,0.004399570636451244,0.004288033116608858,0.0073667666874825954,0.017668580636382103,0.01246486697345972,0.0076740942895412445,0.012802929617464542,0.00468028336763382,0.0035756526049226522,0.005544713698327541,0.009922775439918041,0.012306603603065014,0.001721649430692196,0.004607369191944599,0.004918495658785105,0.007386527955532074,0.009148547425866127,0.009633084759116173,0.005581715609878302,0.005074973683804274,0.010764413513243198,0.009999801404774189,0.010719344951212406,0.004038677085191011,0.0025614493060857058,0.007107570767402649,0.005205329041928053
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.01713889092206955,0.041291117668151855,0.021120963618159294,0.02883893810212612,0.010357551276683807,0.04793643206357956,0.04521670937538147,0.04253842681646347,0.030443748459219933,0.016129514202475548,0.0346313901245594,0.019442960619926453,0.02528131753206253,0.01455150730907917,0.05018778517842293,0.02979847602546215,0.02918541245162487,0.02829921804368496,0.03753094747662544,0.03515869751572609,0.021275881677865982,0.017394259572029114,0.050114624202251434,0.03618398681282997,0.03253189101815224,0.016734454780817032,0.026125773787498474,0.02079850062727928,0.023597439751029015,0.03340092673897743,0.027928534895181656,0.023938922211527824,0.03286262974143028,0.04189920052886009,0.03667912632226944,0.019127588719129562,0.009202449582517147,0.005521649029105902,0.017250455915927887,0.056264717131853104,0.05081843584775925,0.016914544627070427
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.8578641414642334,0.7496615648269653,0.8258606195449829,0.7808064222335815,0.7075061202049255,0.741823136806488,0.598615825176239,0.8863291144371033,0.7225715517997742,0.7888669371604919,0.7000787258148193,0.7149683237075806,0.5840229988098145,0.7740260362625122,0.6754382252693176,0.7315650582313538,0.7051182389259338,0.7099307775497437,0.7380859851837158,0.7256451845169067,0.7373513579368591,0.7227012515068054,0.8054380416870117,0.7829967737197876,0.798019528388977,0.8155354261398315,0.8141463994979858,0.7168704867362976,0.7022334337234497,0.7058835029602051,0.6134508848190308,0.7819747924804688,0.8274664878845215,0.7634553909301758,0.7309092879295349,0.8182147741317749,0.628728985786438,0.7628086805343628,0.835405707359314,0.8745499849319458,0.7792068719863892,0.7838747501373291
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.5312038064002991,0.10876207053661346,0.07563667744398117,0.08463513106107712,0.04207169637084007,0.12925654649734497,0.08724837750196457,0.08820497989654541,0.05797060951590538,0.10270176082849503,0.10159968584775925,0.10030607879161835,0.09188021719455719,0.0802893117070198,0.09764475375413895,0.16976474225521088,0.12104004621505737,0.15793444216251373,0.12347733229398727,0.21246886253356934,0.047138746827840805,0.14405235648155212,0.18329951167106628,0.11773157119750977,0.18116798996925354,0.11304783821105957,0.14782273769378662,0.142079159617424,0.07345996797084808,0.12476157397031784,0.12276414036750793,0.12862887978553772,0.17719846963882446,0.09302224218845367,0.049845799803733826,0.1227719709277153,0.13766039907932281,0.01847129501402378,0.10701251029968262,0.1199454739689827,0.10166682302951813,0.17974334955215454
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.002444321056827903,0.0022951888386160135,0.0012034123064950109,0.0012642884394153953,0.001685200142674148,0.010525686666369438,0.002230485202744603,0.002251188037917018,0.0027641868218779564,0.001653956132940948,0.004115131683647633,0.0010565650882199407,0.0013365218183025718,0.0009054503752849996,0.002643614774569869,0.0035336948931217194,0.0024015414528548717,0.002029136288911104,0.0019538365304470062,0.0017691189423203468,0.0010284283198416233,0.0025206380523741245,0.0037249247543513775,0.0016460615443065763,0.0038798274472355843,0.0010196828516200185,0.002756513189524412,0.0012827730970457196,0.0011076703667640686,0.0010853802086785436,0.002782236086204648,0.013832200318574905,0.002415997441858053,0.003382115624845028,0.0021568951196968555,0.0028474931605160236,0.0006129415123723447,0.0005169297219254076,0.0013627768494188786,0.002610827097669244,0.004123216029256582,0.0019762238953262568
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.6233236789703369,0.42811810970306396,0.21768063306808472,0.158875972032547,0.21174180507659912,0.29590967297554016,0.28854891657829285,0.19234152138233185,0.21122251451015472,0.2815280258655548,0.14176692068576813,0.13325387239456177,0.29241257905960083,0.2205970287322998,0.2917323708534241,0.1401599645614624,0.2932104468345642,0.2044939547777176,0.08835288882255554,0.3172534704208374,0.4375809133052826,0.31737780570983887,0.36061516404151917,0.21745111048221588,0.3877834677696228,0.33801043033599854,0.31616106629371643,0.37300634384155273,0.48175880312919617,0.3726879060268402,0.2554575800895691,0.04977119714021683,0.18612250685691833,0.504576563835144,0.17391255497932434,0.5071151256561279,0.22814171016216278,0.16004744172096252,0.30732953548431396,0.2687022387981415,0.5126044750213623,0.2544637620449066
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.1652836948633194,0.007013880182057619,0.005641032475978136,0.008465767838060856,0.0018941605230793357,0.006569100543856621,0.003940686117857695,0.011345412582159042,0.007446946110576391,0.007699732203036547,0.0048594665713608265,0.015394608490169048,0.002643326297402382,0.0075123668648302555,0.006735786329954863,0.0072163175791502,0.005459011998027563,0.008791741915047169,0.0059325965121388435,0.00838842149823904,0.006298919674009085,0.008304484188556671,0.012480154633522034,0.010764510370790958,0.008412335067987442,0.006965003442019224,0.005701284855604172,0.008782077580690384,0.005387157667428255,0.009782559238374233,0.008321021683514118,0.011025309562683105,0.0033129637595266104,0.007690675090998411,0.013043020851910114,0.017170242965221405,0.002915150485932827,0.01140363235026598,0.007893201895058155,0.007191804237663746,0.011497046798467636,0.007702927570790052
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,0.018240557983517647,0.005427954252809286,0.0026312749832868576,0.00281129009090364,0.0017867924179881811,0.005567139480262995,0.0032280695158988237,0.004460497293621302,0.0037609850987792015,0.0013096987968310714,0.003987228963524103,0.0017493836348876357,0.001746156602166593,0.00263425474986434,0.003642324125394225,0.004526988603174686,0.007239736150950193,0.005213975440710783,0.002190708415582776,0.0018884193850681186,0.0022384433541446924,0.0018502308521419764,0.004355462267994881,0.0018841769779101014,0.005066990852355957,0.003901108866557479,0.00924202986061573,0.0034984529484063387,0.0030170134268701077,0.0020896063651889563,0.0028398968279361725,0.0031180246733129025,0.004997981246560812,0.00288573931902647,0.003386756172403693,0.0033473616931587458,0.000276795937679708,0.001038284390233457,0.0024270035792142153,0.001858278876170516,0.005267178174108267,0.004966426640748978
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.8201738595962524,0.061434172093868256,0.01824362948536873,0.015009775757789612,0.016387397423386574,0.07247409969568253,0.03364267572760582,0.04335026815533638,0.06310782581567764,0.04232501611113548,0.03963324427604675,0.006477591581642628,0.06339722126722336,0.028401974588632584,0.03081057034432888,0.02936042845249176,0.012744639068841934,0.10850799083709717,0.03444206342101097,0.027267929166555405,0.014605708420276642,0.023330459371209145,0.05704508721828461,0.03715351223945618,0.13855187594890594,0.03418854996562004,0.0439266562461853,0.05125250294804573,0.03872014209628105,0.07458623498678207,0.04937320202589035,0.03145376220345497,0.04815182834863663,0.06759979575872421,0.04578730836510658,0.028922103345394135,0.016934385523200035,0.0020419408101588488,0.04809538275003433,0.0671507939696312,0.03687465935945511,0.017249906435608864
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5698561072349548,0.40658703446388245,0.39194202423095703,0.3420664370059967,0.3602982461452484,0.33448103070259094,0.2894476056098938,0.48482921719551086,0.35620948672294617,0.3762196898460388,0.3135882318019867,0.2849077880382538,0.2279549241065979,0.3381064236164093,0.27054673433303833,0.46932750940322876,0.34650954604148865,0.3113457262516022,0.34175100922584534,0.4140949249267578,0.46756651997566223,0.2985253632068634,0.4417174160480499,0.5164510607719421,0.3952358663082123,0.29371678829193115,0.3222566246986389,0.38240355253219604,0.45753422379493713,0.3567390441894531,0.2859783470630646,0.34920814633369446,0.3648679852485657,0.4558103680610657,0.3515048027038574,0.37865185737609863,0.27301454544067383,0.199778750538826,0.17654713988304138,0.39266571402549744,0.5271509289741516,0.33031150698661804
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.279843270778656,0.04213012382388115,0.02768743224442005,0.0219002403318882,0.030431190505623817,0.06156495213508606,0.03363228216767311,0.04157328978180885,0.0406678169965744,0.01990867592394352,0.03380969166755676,0.027655044570565224,0.021498963236808777,0.027232255786657333,0.03597218170762062,0.04629361629486084,0.03879794850945473,0.03498028963804245,0.033231355249881744,0.03515459969639778,0.051212042570114136,0.034187201410532,0.036700326949357986,0.0398486852645874,0.031082026660442352,0.028271684423089027,0.03215213492512703,0.041323233395814896,0.028305210173130035,0.03983034938573837,0.030276473611593246,0.01886012777686119,0.04159758985042572,0.05875324085354805,0.021395986899733543,0.05596774443984032,0.029824677854776382,0.01797608472406864,0.0241133701056242,0.031301964074373245,0.04159744083881378,0.01944950595498085
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0009550867252983153,0.0016671593766659498,0.002403664868324995,0.0011251401156187057,0.0021252045407891273,0.0012128715170547366,0.002283952198922634,0.0027496640104800463,0.0018929009092971683,0.0011396479094401002,0.0008786412072367966,0.0001181556872325018,0.0041238171979784966,0.0006996836746111512,0.0021014546509832144,0.00267108459956944,0.0012365542352199554,0.0008262732299044728,0.0012425106251612306,0.0034390862565487623,0.001575373113155365,0.0009328778833150864,0.000500346883200109,0.0005931545165367424,0.0007858832832425833,0.0017575345700606704,0.0018196243327111006,0.0019757705740630627,0.001983108464628458,0.00041718565626069903,0.0018097637221217155,0.0013210370671004057,0.0007321957382373512,0.0008523162687197328,0.0015413798391819,0.002081926679238677,0.0005859511438757181,0.0016797882271930575,0.0011704404605552554,0.0028569300193339586,0.0006482562748715281,0.0011805117828771472
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.08473466336727142,0.004835410509258509,0.011708708480000496,0.003965634852647781,0.0023032533936202526,0.010124484077095985,0.005025949329137802,0.007198603358119726,0.003089813282713294,0.003245280822739005,0.010117401368916035,0.001820487785153091,0.0025161246303468943,0.0007467047544196248,0.005548842716962099,0.015026106499135494,0.0081046586856246,0.007653170730918646,0.003273435402661562,0.008470061235129833,0.0037451451644301414,0.008890016935765743,0.005455937702208757,0.0035401098430156708,0.00480008265003562,0.001939932582899928,0.004973748233169317,0.0033040146809071302,0.008647901937365532,0.007077672053128481,0.002003447851166129,0.009449436329305172,0.001141379470936954,0.004336270969361067,0.0026696326676756144,0.007436785846948624,0.0025235561188310385,0.0012456414988264441,0.0016523816157132387,0.004449248313903809,0.0071962629444897175,0.0064618694595992565
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.9097620844841003,0.7353805899620056,0.6660511493682861,0.39217647910118103,0.5562036037445068,0.5640121102333069,0.5847403407096863,0.5111679434776306,0.4368327558040619,0.5092006921768188,0.6289234161376953,0.3274935185909271,0.5072082877159119,0.7231448888778687,0.5550017356872559,0.6596130132675171,0.704311192035675,0.5859701633453369,0.5249844789505005,0.6128531098365784,0.5965052843093872,0.6205435991287231,0.7185545563697815,0.5230209827423096,0.518736720085144,0.6197088956832886,0.6537513732910156,0.5172130465507507,0.5997541546821594,0.4799056649208069,0.6934446096420288,0.680762529373169,0.5080891251564026,0.7514102458953857,0.49202775955200195,0.7303898930549622,0.7968717217445374,0.4107474386692047,0.7019184827804565,0.699746310710907,0.7319654226303101,0.7318669557571411
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4307466447353363,0.3672288954257965,0.5009374618530273,0.46263980865478516,0.47255662083625793,0.537144124507904,0.5086848139762878,0.41084763407707214,0.4124263823032379,0.22554586827754974,0.4153580963611603,0.20906896889209747,0.5137861371040344,0.3707863688468933,0.3880264461040497,0.33698299527168274,0.29882094264030457,0.38709935545921326,0.5832490921020508,0.25327423214912415,0.3549843728542328,0.33719730377197266,0.43713489174842834,0.2713395357131958,0.5167101621627808,0.4062216877937317,0.3789348006248474,0.3949461281299591,0.4669904410839081,0.4486912488937378,0.4932766258716583,0.5792478919029236,0.49309515953063965,0.38516607880592346,0.40636080503463745,0.360781729221344,0.47407102584838867,0.4049089550971985,0.32881397008895874,0.37795665860176086,0.5391381978988647,0.4913220703601837
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.5908569693565369,0.0791441798210144,0.014844751916825771,0.06427770853042603,0.050004299730062485,0.06627823412418365,0.03804115206003189,0.04627380892634392,0.09800717979669571,0.018554391339421272,0.058046888560056686,0.026204094290733337,0.08973045647144318,0.17860381305217743,0.07444466650485992,0.02083462104201317,0.04627510905265808,0.042337045073509216,0.05733640491962433,0.020311474800109863,0.03820106387138367,0.03198123723268509,0.19886557757854462,0.09132137894630432,0.046556420624256134,0.009667636826634407,0.04263249412178993,0.013534879311919212,0.009692714549601078,0.006207420956343412,0.09414626657962799,0.05681872367858887,0.06709812581539154,0.10401707142591476,0.03255317360162735,0.039175845682621,0.015158716589212418,0.053119368851184845,0.08932458609342575,0.05324426665902138,0.06288334727287292,0.02016667276620865
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,0.011992069892585278,0.0017238990403711796,0.0012668956769630313,0.0008667227812111378,0.0009271113085560501,0.0033976242411881685,0.0014833937166258693,0.0019597297068685293,0.0007081932271830738,0.0007008494576439261,0.0011357401963323355,0.0001829053508117795,0.0023426671978086233,0.0010654765646904707,0.002171314088627696,0.001998087391257286,0.0015471864026039839,0.0010578582296147943,0.0012342359405010939,0.002082554390653968,0.0015185339143499732,0.0025179258082062006,0.002223353832960129,0.0022681448608636856,0.003998124971985817,0.0022272649221122265,0.000709736137650907,0.0011780833592638373,0.0012557633453980088,0.0015683933161199093,0.0010322958696633577,0.0007477617473341525,0.0008019065717235208,0.0022771002259105444,0.0012854383094236255,0.0020146097522228956,0.0006955732242204249,0.0005335439927875996,0.0007832645205780864,0.0011016300413757563,0.003102570306509733,0.0007117146160453558
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.9473423957824707,0.9741985201835632,0.9628664255142212,0.9492215514183044,0.9424451589584351,0.9563694596290588,0.9499410390853882,0.9552862048149109,0.9382286071777344,0.9502369165420532,0.9711788892745972,0.9185141921043396,0.9608613848686218,0.8867225646972656,0.9464185237884521,0.9675770998001099,0.9693906903266907,0.949651300907135,0.8974607586860657,0.9312576651573181,0.9599720239639282,0.9389349222183228,0.9542941451072693,0.9111442565917969,0.9708333611488342,0.9854366183280945,0.9492736458778381,0.9673638939857483,0.9399593472480774,0.9660869240760803,0.9495807886123657,0.951850414276123,0.9473874568939209,0.9761427640914917,0.9610085487365723,0.9537428617477417,0.7719214558601379,0.9319664835929871,0.9276375770568848,0.9613137245178223,0.9638367891311646,0.9150148034095764
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.15821732580661774,0.004118630196899176,0.003186300164088607,0.004931360948830843,0.0035171322524547577,0.0035118870437145233,0.003610453335568309,0.004774210508912802,0.0053290314972400665,0.0037353711668401957,0.002758881077170372,0.0013754710089415312,0.0024680099450051785,0.004791653249412775,0.003557040588930249,0.0024755459744483232,0.006139215547591448,0.004400605335831642,0.002371133305132389,0.003343601943925023,0.00316830025985837,0.004743116907775402,0.002696189098060131,0.003947456367313862,0.002915357705205679,0.0021501050796359777,0.002863928209990263,0.0026972945779561996,0.00327755487523973,0.004796450026333332,0.001575478701852262,0.003208422800526023,0.0023334803991019726,0.004266818054020405,0.002196477958932519,0.004297410603612661,0.004468971397727728,0.0007811200339347124,0.0026263967156410217,0.0037366757169365883,0.002679605968296528,0.0023599257692694664
