,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_will,ans_prob_obs_edit_subject_would,ans_prob_obs_edit_subject_make,ans_prob_obs_edit_subject_think,ans_prob_obs_edit_subject_see,ans_prob_obs_edit_subject_come,ans_prob_obs_edit_subject_take,ans_prob_obs_edit_subject_want,ans_prob_obs_edit_subject_could,ans_prob_obs_edit_subject_look,ans_prob_obs_edit_subject_use,ans_prob_obs_edit_subject_tell,ans_prob_obs_edit_subject_find,ans_prob_obs_edit_subject_give,ans_prob_obs_edit_subject_need,ans_prob_obs_edit_subject_should,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_try,ans_prob_obs_edit_subject_let,ans_prob_obs_edit_subject_call,ans_prob_obs_edit_subject_may,ans_prob_obs_edit_subject_mean,ans_prob_obs_edit_subject_feel,ans_prob_obs_edit_subject_ask,ans_prob_obs_edit_subject_talk,ans_prob_obs_edit_subject_keep,ans_prob_obs_edit_subject_leave,ans_prob_obs_edit_subject_put,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_help,ans_prob_obs_edit_subject_start,ans_prob_obs_edit_subject_become
28,The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.32336655259132385,0.11376719176769257,0.06835934519767761,0.11745321750640869,0.12485311925411224,0.0988546684384346,0.07161281257867813,0.08147839456796646,0.07983963936567307,0.10392675548791885,0.1047266498208046,0.1037149578332901,0.08934293687343597,0.12293951213359833,0.12354473024606705,0.080645851790905,0.10836775600910187,0.11425566673278809,0.10469907522201538,0.10630734264850616,0.08693811297416687,0.07822946459054947,0.1303856074810028,0.08755422383546829,0.14243926107883453,0.10978134721517563,0.14829973876476288,0.12377841025590897,0.09906972944736481,0.09990626573562622,0.07934772968292236,0.09995338320732117,0.10084445029497147,0.08793732523918152,0.07182174175977707,0.07144442200660706,0.09096828103065491,0.08798088133335114,0.11434587836265564,0.10004915297031403,0.0868610292673111,0.08263896405696869
29,"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.5967784747772384e-06,8.159594813150761e-07,1.1257412779741571e-06,1.3504832168109715e-06,1.4541974451276474e-06,1.1331833320582518e-06,1.262890123143734e-06,1.3317642242327565e-06,1.1869636864503263e-06,6.932824589966913e-07,9.014719353217515e-07,7.836628697077686e-07,4.880208166468947e-07,3.368965337813279e-07,1.311677351623075e-06,2.6596992483973736e-06,1.6998552609948092e-06,4.810268023902609e-07,1.118218960982631e-06,1.1906199688382912e-06,1.3923640835855622e-06,2.323343551324797e-06,1.222350078933232e-06,1.0671506061044056e-06,8.143975946950377e-07,1.2801723414668231e-06,7.731083542239503e-07,1.8732341686700238e-06,1.1541523008418153e-06,9.892626167129492e-07,1.9852311652357457e-06,1.4000826240589959e-06,2.8346082103780645e-07,6.180022751323122e-07,1.7046219227268011e-06,8.68721599545097e-07,1.3660136346516083e-06,9.306996844316018e-07,5.188150566937111e-07,8.665822406328516e-07,1.0014380222855834e-06,9.86126337920723e-07
30,The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,0.01600806787610054,0.008427002467215061,0.006417424883693457,0.009193157777190208,0.00875764898955822,0.008499653078615665,0.0057669226080179214,0.004966675769537687,0.006354010663926601,0.006378656253218651,0.009290650486946106,0.009712139144539833,0.01169006060808897,0.006779474206268787,0.00857707392424345,0.008899393491446972,0.012946401722729206,0.006170745473355055,0.008981339633464813,0.006934499833732843,0.007324364501982927,0.007279362995177507,0.00836126133799553,0.00614248588681221,0.012079990468919277,0.012693279422819614,0.006769936997443438,0.0049171834252774715,0.007665860466659069,0.008401195518672466,0.006980545353144407,0.010299192741513252,0.007415693253278732,0.005197488237172365,0.007999686524271965,0.0065886410884559155,0.008668775670230389,0.007279688958078623,0.010192948393523693,0.0076067084446549416,0.005914922803640366,0.004043580032885075
31,"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,0.00041000242345035076,0.0002256752923130989,0.00020635761029552668,0.00017791715799830854,0.00018951583479065448,0.00023790948034729809,0.00021933561947662383,0.00019581137166824192,0.0002343847299925983,0.00022239549434743822,0.000198422116227448,0.00021830621699336916,0.00014392592129297554,0.0001222683786181733,0.0002154585818061605,0.00016440506442449987,9.923940524458885e-05,0.00018257746705785394,0.00022228687885217369,0.00016284063167404383,0.00014859273505862802,0.00022933416767045856,0.0001971972524188459,0.00013073161244392395,0.00014493644994217902,0.00017041372484527528,0.00015659489145036787,0.0002063466963591054,0.00018664578965399414,0.00016845494974404573,0.00022489865659736097,0.0002544150920584798,0.0001514004252385348,0.00022423443442676216,0.00015891389921307564,0.00017935952928382903,0.00016762629093136638,0.0001675023086136207,0.0002133503439836204,0.00023957985104061663,0.0001700314023764804,0.00026477582287043333
32,Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,0.019973983988165855,0.015487966127693653,0.005959652829915285,0.008469046093523502,0.007018902339041233,0.012670661322772503,0.008770205080509186,0.013217705301940441,0.017188554629683495,0.01817755401134491,0.018447738140821457,0.012636568397283554,0.01194958109408617,0.023565856739878654,0.012884529307484627,0.02924429439008236,0.026928173378109932,0.009111122228205204,0.009718748740851879,0.021795935928821564,0.007031511515378952,0.014518365263938904,0.0151200657710433,0.013284265995025635,0.013974272646009922,0.020789260044693947,0.02079956978559494,0.01589687168598175,0.009824126027524471,0.017786454409360886,0.011775735765695572,0.013627310283482075,0.017715083435177803,0.019478486850857735,0.020257791504263878,0.019134873524308205,0.01351233385503292,0.00877056922763586,0.0172654390335083,0.015928609296679497,0.013976980932056904,0.0047883628867566586
33,Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005848521832376719,0.0006356808007694781,0.0005334026645869017,0.0010744312312453985,0.000605898501817137,0.00093773880507797,0.0008434379706159234,0.0008267106604762375,0.0006212122971192002,0.0005478938110172749,0.0006182958604767919,0.0007277377299033105,0.0007634583162143826,0.0009178309119306505,0.0008868901059031487,0.0008282685303129256,0.0009710100712254643,0.0008074345532804728,0.0006456958944909275,0.0004014139121863991,0.0007693122024647892,0.0006482398603111506,0.0006697750650346279,0.0008322434732690454,0.0006018494605086744,0.0006895441911183298,0.0006190882413648069,0.0007251190836541355,0.0007663094438612461,0.0007448524120263755,0.0007430347031913698,0.0007062247605063021,0.0007566141430288553,0.0005455976934172213,0.0007136799395084381,0.0004653255164157599,0.0012133857235312462,0.000685051956679672,0.0005449686432257295,0.0009038791176863015,0.0008253760752268136,0.0005578625132329762
34,Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.004806154407560825,0.0008447585278190672,0.0008999646524898708,0.0009361162665300071,0.0010023188078776002,0.0009271704475395381,0.0008061974076554179,0.0006215052562765777,0.0006438613054342568,0.0008570237550884485,0.0006748565356247127,0.0009651714935898781,0.0008289428078569472,0.0009023866150528193,0.0006577299791388214,0.0007695025997236371,0.000662020465824753,0.0005532834329642355,0.0009383599972352386,0.0008805525721982121,0.001080624177120626,0.0007223649299703538,0.000833419559057802,0.0012156820157542825,0.0008766813552938402,0.0009394875960424542,0.0012993881246075034,0.000822933332528919,0.0010261565912514925,0.0006044874317012727,0.0006671813898719847,0.0008704076171852648,0.0009009864297695458,0.0007960000075399876,0.0008528921171091497,0.0006781737902201712,0.0011598356068134308,0.0006960160098969936,0.0010113317985087633,0.0008616923005320132,0.0010157112265005708,0.0007649415638297796
35,The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,0.0030187431257218122,0.004525794647634029,0.00436922674998641,0.004640386905521154,0.00660233898088336,0.005070215091109276,0.0025725809391587973,0.003470541210845113,0.004237349610775709,0.0034264838322997093,0.0017967919120565057,0.0027964862529188395,0.003279859432950616,0.0036143078468739986,0.0032992104534059763,0.006245078053325415,0.0028068802785128355,0.005541561171412468,0.0038491871673613787,0.0033818683587014675,0.004336028825491667,0.004697002470493317,0.002517867134884,0.004067628178745508,0.002487014979124069,0.0028788831550627947,0.005417919252067804,0.00474533112719655,0.0025761444121599197,0.0042758723720908165,0.003432248020544648,0.004783507902175188,0.0020584536250680685,0.005574044771492481,0.0035008934792131186,0.004242238588631153,0.004483202937990427,0.005433793179690838,0.0036661955527961254,0.005933140870183706,0.004398203454911709,0.0007382274488918483
36,Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.025306709110736847,0.024546010419726372,0.01866268180310726,0.04128459468483925,0.01852036453783512,0.02970396727323532,0.0264278557151556,0.03280187398195267,0.03240041062235832,0.034362293779850006,0.030389446765184402,0.0223479513078928,0.03220212832093239,0.029099266976118088,0.018063172698020935,0.029871953651309013,0.021151430904865265,0.03871298208832741,0.01652001589536667,0.02047799713909626,0.024523714557290077,0.028655778616666794,0.03634939715266228,0.02130693383514881,0.039402350783348083,0.032281555235385895,0.029834065586328506,0.034041933715343475,0.02393542416393757,0.017011845484375954,0.030964618548750877,0.02116568386554718,0.024544157087802887,0.0242749135941267,0.019614050164818764,0.022808583453297615,0.015808818861842155,0.03169052302837372,0.035620637238025665,0.024063216522336006,0.022152621299028397,0.01775885745882988
37,Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.00013184746785555035,0.0016845394857227802,0.000914720818400383,0.001164318760856986,0.0015651003923267126,0.002022690372541547,0.0009321272373199463,0.0010907389223575592,0.0016276538372039795,0.0015119953313842416,0.0010647975141182542,0.0016419701278209686,0.0017346595413982868,0.0012879889691248536,0.0019568868447095156,0.0011683556949719787,0.00107817561365664,0.0013288210611790419,0.0019999537616968155,0.0007358690490946174,0.0028648502193391323,0.001017500297166407,0.0012622822541743517,0.00150334183126688,0.0016126317204907537,0.001259033684618771,0.0012860815040767193,0.0013584691332653165,0.0016830764943733811,0.0016688312171027064,0.002618508879095316,0.0011710054241120815,0.0008900396642275155,0.0007419491303153336,0.0006252126186154783,0.0012342373374849558,0.0013273503864184022,0.0016346880001947284,0.0013722885632887483,0.003218927187845111,0.0010669025359675288,0.0014541582204401493
38,J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,0.0016861101612448692,0.0025045874062925577,0.001532478374429047,0.0014060607645660639,0.0012644452508538961,0.0014463576953858137,0.0017697290750220418,0.0017016540514305234,0.004207352176308632,0.0025109800044447184,0.001024517696350813,0.0012720018858090043,0.001827188883908093,0.0012185710947960615,0.0015276519116014242,0.002294315258041024,0.0010186813306063414,0.0008410289301536977,0.0014803456142544746,0.002210797043517232,0.0020432076416909695,0.002048429101705551,0.004943852312862873,0.0011021204991266131,0.0025303680449724197,0.0011135655222460628,0.002283496782183647,0.001227161381393671,0.001718588056974113,0.002449600724503398,0.0018462555017322302,0.0027414108626544476,0.0028216855134814978,0.0016371267847716808,0.0017857083585113287,0.0019133350579068065,0.00266723963432014,0.0007534905453212559,0.0016904770163819194,0.0020052024628967047,0.002147276420146227,0.0008822133531793952
39,Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.004546074662357569,0.0022495556622743607,0.0017153556691482663,0.0016998106148093939,0.002111179055646062,0.0014523521531373262,0.0017362033249810338,0.0019499846966937184,0.0014020531671121716,0.0023733011912554502,0.0016091257566586137,0.001952177262865007,0.0019293641671538353,0.0025677743833512068,0.0016695993253961205,0.001263357000425458,0.0023548495955765247,0.0016757661942392588,0.0019523744704201818,0.0013719011330977082,0.001714808400720358,0.0015453073428943753,0.0021209989208728075,0.001971449702978134,0.0018544633639976382,0.0015345377614721656,0.0021707818377763033,0.00150631635915488,0.0015841281274333596,0.001956353196874261,0.0013919419143348932,0.0017097056843340397,0.0018381805857643485,0.0011893546907231212,0.0025843509938567877,0.002730006817728281,0.002185296267271042,0.0020584166049957275,0.002144146477803588,0.0016438974998891354,0.0016717666294425726,0.00134967640042305
40,"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,0.4894176721572876,0.9100285768508911,0.8471681475639343,0.900819718837738,0.9170200824737549,0.9073882102966309,0.893133282661438,0.8782775402069092,0.9282804727554321,0.8918372988700867,0.9074891209602356,0.9199930429458618,0.8836703896522522,0.9613345265388489,0.9151765704154968,0.9475560784339905,0.9154828786849976,0.903048574924469,0.929060161113739,0.9093367457389832,0.888695478439331,0.9276896715164185,0.8512629270553589,0.8879539966583252,0.9073680639266968,0.9109960198402405,0.8668892979621887,0.8887389898300171,0.8980553150177002,0.9271835684776306,0.9420310258865356,0.898438036441803,0.8915426731109619,0.9472582340240479,0.9005396366119385,0.9056522846221924,0.9028589725494385,0.9209359884262085,0.885033130645752,0.9066306352615356,0.9153374433517456,0.8187696933746338
41,French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.2240494042634964,0.035981860011816025,0.027174247428774834,0.03092946484684944,0.020110497251152992,0.0409591868519783,0.045834433287382126,0.026014497503638268,0.0371229350566864,0.03691960498690605,0.02010086178779602,0.04371136426925659,0.05608656257390976,0.02235657535493374,0.035857733339071274,0.042996667325496674,0.02714260295033455,0.044054679572582245,0.0453941747546196,0.03752174228429794,0.02968527562916279,0.02585405670106411,0.027284642681479454,0.0435287281870842,0.035052306950092316,0.04548632726073265,0.03694010153412819,0.024095935747027397,0.05624212697148323,0.027932072058320045,0.0347093790769577,0.030625129118561745,0.04703788831830025,0.018065782263875008,0.029942188411951065,0.020221224054694176,0.04360127076506615,0.03519942983984947,0.02494363859295845,0.012802328914403915,0.031560465693473816,0.03428526967763901
42,Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,0.00046915916027501225,0.0014709801180288196,0.0017021914245560765,0.0014757089084014297,0.002553315134719014,0.0011802329681813717,0.0015501248417422175,0.00165168649982661,0.0009018521523103118,0.0010933929588645697,0.0008645429043099284,0.001184521010145545,0.0010971063748002052,0.0014240923337638378,0.002030383562669158,0.0016861207550391555,0.002192992717027664,0.0010826754150912166,0.0009657066548243165,0.0012987498193979263,0.0017134988447651267,0.001342380535788834,0.0009680811781436205,0.0015557010192424059,0.001335309469141066,0.0016127789858728647,0.0011428887955844402,0.0011586430482566357,0.0015618193428963423,0.0013813019031658769,0.001318060327321291,0.0015005168970674276,0.001132013276219368,0.0007707879994995892,0.0009775676298886538,0.001307206810452044,0.0009731553727760911,0.0015925021143630147,0.0018918599234893918,0.00095848721684888,0.001545421313494444,0.001752063981257379
43,Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,0.45018714666366577,0.10322216153144836,0.08097045868635178,0.09063947945833206,0.08452285826206207,0.05614136531949043,0.06891890615224838,0.1230567917227745,0.08646978437900543,0.11924026906490326,0.1236080527305603,0.08828241378068924,0.1326361745595932,0.10541728138923645,0.09619195014238358,0.1384865939617157,0.08486850559711456,0.08679120987653732,0.08034275472164154,0.08449822664260864,0.07686799764633179,0.057135701179504395,0.09224974364042282,0.05220411717891693,0.13632157444953918,0.11599200963973999,0.11633433401584625,0.08429107815027237,0.07399321347475052,0.0753546878695488,0.07327041029930115,0.06965024024248123,0.07903504371643066,0.09217382967472076,0.12398051470518112,0.10339032858610153,0.05991997942328453,0.09598587453365326,0.06947041302919388,0.16753700375556946,0.16034047305583954,0.10748253762722015
44,Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,0.0007895460585132241,0.001144201378338039,0.0010707788169384003,0.0008648187504149973,0.001192570896819234,0.0009874538518488407,0.0008908279705792665,0.001272107008844614,0.0008964723674580455,0.0008367818081751466,0.001155263395048678,0.0012844084994867444,0.0014648615615442395,0.0014303703792393208,0.0010222573764622211,0.0009455465478822589,0.0013483442598953843,0.0014371449360623956,0.0011272421106696129,0.0012194582959637046,0.0015247996198013425,0.0012759275268763304,0.001078207278624177,0.0011328475084155798,0.0010983749525621533,0.0010852960404008627,0.001281079021282494,0.0009764682035893202,0.0007610609172843397,0.0012813711073249578,0.0006564095965586603,0.0011122445575892925,0.0014267535880208015,0.0005888915620744228,0.0007651894702576101,0.0014718810562044382,0.0010903902584686875,0.0008629028452560306,0.0009692111634649336,0.001322756870649755,0.0021492084488272667,0.00020985583250876516
45,Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.121211769524962e-05,4.235993037582375e-05,4.337697464507073e-05,5.55788392375689e-05,3.348976679262705e-05,3.9581023884238675e-05,2.6942299882648513e-05,3.871041553793475e-05,5.489981049322523e-05,4.7669298510299996e-05,5.0710201321635395e-05,5.305296872393228e-05,5.815141412313096e-05,5.6472516007488593e-05,3.3083018934121355e-05,7.940279465401545e-05,4.202403943054378e-05,5.289709588396363e-05,4.935921242577024e-05,3.317582013551146e-05,7.731605001026765e-05,5.19096247444395e-05,6.076294812373817e-05,6.596290768356994e-05,5.604173566098325e-05,4.103833271074109e-05,4.3657058995449916e-05,3.716351420735009e-05,2.6324265490984544e-05,4.521332084550522e-05,4.545119372778572e-05,5.002137550036423e-05,4.0827348129823804e-05,3.348093378008343e-05,5.5416177929146215e-05,5.9153106121812016e-05,6.787960592191666e-05,5.191127638681792e-05,3.385705713299103e-05,4.8867710574995726e-05,3.922369432984851e-05,4.652905772672966e-05
46,D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,0.7159386873245239,0.03674783557653427,0.022331641986966133,0.03706680238246918,0.030579622834920883,0.05030740797519684,0.04656597599387169,0.03283808007836342,0.021771563217043877,0.032208140939474106,0.026621446013450623,0.038741856813430786,0.043917521834373474,0.047524344176054,0.03301306441426277,0.03604253754019737,0.052426304668188095,0.024877969175577164,0.03991398215293884,0.029096197336912155,0.0469328910112381,0.026276366785168648,0.03026999719440937,0.03350231423974037,0.03511904925107956,0.029039673507213593,0.03430484980344772,0.028431743383407593,0.037994951009750366,0.0422372929751873,0.06156164035201073,0.018121488392353058,0.0329807884991169,0.02148638851940632,0.04420537129044533,0.027690231800079346,0.045602839440107346,0.0716366097331047,0.03713906183838844,0.04398830980062485,0.034289680421352386,0.04745962470769882
47,The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.5637341141700745,0.5601402521133423,0.5740923285484314,0.7184860706329346,0.620238721370697,0.5807546377182007,0.5587879419326782,0.5929980278015137,0.6566510200500488,0.6149632334709167,0.6595200896263123,0.5998366475105286,0.6325772404670715,0.5882518887519836,0.5386854410171509,0.522314190864563,0.602368950843811,0.6876513361930847,0.656770646572113,0.5905789136886597,0.7030549049377441,0.4886798560619354,0.5826336145401001,0.5807830691337585,0.6756105422973633,0.5914004445075989,0.571028470993042,0.5365682244300842,0.580458402633667,0.649651825428009,0.6342893838882446,0.4660482108592987,0.4639074206352234,0.5741660594940186,0.45482438802719116,0.5975752472877502,0.5925735831260681,0.6654820442199707,0.5508222579956055,0.6154755353927612,0.6090545058250427,0.49811503291130066
48,The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,0.1397607922554016,0.008074554614722729,0.004755064379423857,0.00656506372615695,0.008386398665606976,0.006174930837005377,0.003765987930819392,0.006255441345274448,0.006725414656102657,0.008155821822583675,0.006016898900270462,0.007094595581293106,0.01240336149930954,0.007557102479040623,0.009709144942462444,0.008649901486933231,0.008213301189243793,0.0073567721992731094,0.006963588763028383,0.006843766197562218,0.006509232334792614,0.006801261100918055,0.006760121788829565,0.0057026417925953865,0.005761820822954178,0.007416237145662308,0.005357585847377777,0.007144326344132423,0.00419348431751132,0.006767022889107466,0.008581687696278095,0.007028006948530674,0.007976474240422249,0.005371075589209795,0.005521507002413273,0.006608117371797562,0.0077232010662555695,0.007115897722542286,0.009777725674211979,0.00806677807122469,0.009286829270422459,0.003197519341483712
49,Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0010771782835945487,0.0002824936527758837,0.0003677709028124809,0.00023286168288905174,0.00017646272317506373,0.00030649054679088295,0.0003788493340834975,0.0002009901509154588,0.0002636416757013649,0.00030415537185035646,0.00022636124049313366,0.0002584985049907118,0.00025908759562298656,0.00019796035485342145,0.0002000936510739848,0.00021136741270311177,0.00022881364566273987,0.00025988067500293255,0.00024894168018363416,0.00029187818290665746,0.0003053755790460855,0.00033847824670374393,0.00037303773569874465,0.00021475923131220043,0.0002947631001006812,0.00018879400158766657,0.0003269035369157791,0.0003835992538370192,0.0002976085233967751,0.00030263487133197486,0.0002898282837122679,0.00013607188884634525,0.00026373707805760205,0.0002953587390948087,0.00036266588722355664,0.0002789712161757052,0.00028239915263839066,0.0002858366060536355,0.0003085373027715832,0.00027963920729234815,0.00030634363065473735,0.0003743665001820773
50,Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,0.000813607475720346,0.0004296792030800134,0.0005218901787884533,0.0004825949727091938,0.00037989209522493184,0.00021293693862389773,0.0004316932172514498,0.00029513135086745024,0.0003242437378503382,0.00044612164492718875,0.0005093006184324622,0.00037470622919499874,0.00044422521023079753,0.0004928803537040949,0.0002981680154334754,0.0003507062792778015,0.00032872927840799093,0.0002584563917480409,0.000430438230978325,0.0002051245392067358,0.00026290566893294454,0.000301992375170812,0.0003534342395141721,0.0003590136766433716,0.0005194642581045628,0.0002923905849456787,0.0006131869740784168,0.00031936922459863126,0.0003423994348850101,0.0003406872565392405,0.00032578487298451364,0.00042029801988974214,0.00037769789923913777,0.0003049924271181226,0.0005975540261715651,0.00039230339461937547,0.0003877308627124876,0.0003484502958599478,0.00042026099981740117,0.0003628447884693742,0.00047935484326444566,0.000532200385350734
51,Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.5109582543373108,0.6063743829727173,0.6727590560913086,0.5008232593536377,0.444275438785553,0.5209733843803406,0.6126149892807007,0.5447933673858643,0.6448092460632324,0.6277524828910828,0.6141219735145569,0.4973870813846588,0.5215566754341125,0.5935593247413635,0.5853292346000671,0.6048306226730347,0.6526064872741699,0.547303318977356,0.5531352758407593,0.6985960006713867,0.7026246190071106,0.5368607640266418,0.6236698031425476,0.6129024028778076,0.5951055884361267,0.5745285749435425,0.6116130948066711,0.6302359104156494,0.5333772301673889,0.7931608557701111,0.6106120347976685,0.5688967704772949,0.5873721241950989,0.7967079281806946,0.5383902788162231,0.7195749878883362,0.8439239263534546,0.6836049556732178,0.4657776951789856,0.7441748976707458,0.6749688386917114,0.6255308985710144
52,A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.4223652184009552,0.30859044194221497,0.34208187460899353,0.44386833906173706,0.23722992837429047,0.32531219720840454,0.43198704719543457,0.33303481340408325,0.24576623737812042,0.20358477532863617,0.20096823573112488,0.30792808532714844,0.30270838737487793,0.3744645416736603,0.40488800406455994,0.3320533037185669,0.29946595430374146,0.3317790627479553,0.3892880976200104,0.26316356658935547,0.2368638962507248,0.18266059458255768,0.28997665643692017,0.2671266794204712,0.2712845504283905,0.23085404932498932,0.2927407920360565,0.27827921509742737,0.27423208951950073,0.2744825482368469,0.34248262643814087,0.24884293973445892,0.30015966296195984,0.30479252338409424,0.174470454454422,0.2886599898338318,0.37408193945884705,0.38031837344169617,0.29937663674354553,0.36443763971328735,0.3154604434967041,0.3780019283294678
53,John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.002885703230276704,0.003317364025861025,0.00313867861405015,0.0031545632518827915,0.003018010873347521,0.003875280497595668,0.003094588639214635,0.002823206363245845,0.002803004812449217,0.002825878094881773,0.0031296515371650457,0.0031212549656629562,0.003169753821566701,0.003252447349950671,0.003036402864381671,0.0021261759102344513,0.004211552441120148,0.002635443350300193,0.0027946573682129383,0.002361782593652606,0.002779050962999463,0.0028076553717255592,0.0029218927957117558,0.0023733137641102076,0.004176895134150982,0.002850190969184041,0.0027520041912794113,0.004048679955303669,0.0037165170069783926,0.003007776802405715,0.0023282829206436872,0.00331595866009593,0.003677069442346692,0.003708567935973406,0.002684882143512368,0.003891915548592806,0.0031832593958824873,0.002819755347445607,0.00386854843236506,0.00263455999083817,0.0037171626463532448,0.0012525885831564665
54,The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.9932682334911078e-05,2.3232916646520607e-05,2.7408828827901743e-05,2.4807251975289546e-05,2.9325690775294788e-05,2.3571892597828992e-05,2.61372060776921e-05,3.286404171376489e-05,3.15393008349929e-05,2.6224392058793455e-05,2.389629662502557e-05,2.2277985408436507e-05,1.6224490536842495e-05,2.4851249690982513e-05,1.8801372789312154e-05,2.1896685211686417e-05,1.962909482244868e-05,1.8881288269767538e-05,2.3206572222989053e-05,2.602744643809274e-05,2.2972159058554098e-05,2.0668308934546076e-05,2.2171678210725076e-05,2.1303821995388716e-05,1.7298983948421665e-05,2.15286563616246e-05,2.2868665837449953e-05,2.2551408619619906e-05,3.2763200579211116e-05,1.781160790415015e-05,2.033907367149368e-05,1.896253161248751e-05,2.3020364096737467e-05,3.033339999092277e-05,2.94405544991605e-05,3.0281615181593224e-05,2.0862080418737605e-05,2.2130147044663318e-05,2.8321130230324343e-05,1.3299330021254718e-05,2.6622323275660165e-05,2.7661273634294048e-05
55,William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,0.35945868492126465,0.8283290863037109,0.8063082098960876,0.8285752534866333,0.7903364896774292,0.5377969741821289,0.5937585830688477,0.8033795356750488,0.6941437125205994,0.575447678565979,0.7317352890968323,0.6897756457328796,0.6474878191947937,0.8488215804100037,0.859132707118988,0.6333577036857605,0.7370309829711914,0.5954297184944153,0.7136303186416626,0.5861791372299194,0.6936143040657043,0.7445532083511353,0.7804897427558899,0.6625117659568787,0.7666568160057068,0.6898190379142761,0.6821359395980835,0.8525051474571228,0.7134523987770081,0.7328247427940369,0.757560670375824,0.7754682302474976,0.726804256439209,0.7930926084518433,0.7592483758926392,0.8319054245948792,0.71686851978302,0.6845138072967529,0.7532237768173218,0.8279905915260315,0.7326008081436157,0.6061272025108337
